ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC029_T2_B_AMR_R1	SC030_T2_B_AMR_R2	SC031_T2_B_AMR_R3	SC032_T2_B_AMR_R4	SC033_T2_B_AMR_R5	SC029_T2_B_AMD_R1	SC030_T2_B_AMD_R2	SC031_T2_B_AMD_R3	SC032_T2_B_AMD_R4	SC033_T2_B_AMD_R5
ENSMUSG00000022336	Eif3e	1.335366309	1.11303139	0.975303237	0.459745631	0.798327877	0.17308892	-0.030991811	1.013939295	1.984655229	0.392557156	-1.029901167	-1.103135659	-0.801098841	-1.255938841	-1.639305137	-0.49069959	-0.504366739	-1.107257393	0.059217866	-0.342537732
ENSMUSG00000022346	Myc	0.127325812	0.202857275	0.387235357	0.526908886	0.709837181	1.655092809	1.100446837	1.320849932	1.424168003	1.259543005	-1.242701755	-1.164398918	-1.365722627	-0.675636406	-1.187818107	-0.694314602	-0.490825397	-0.737538496	-0.31834839	-0.836960398
ENSMUSG00000022350	Washc5	1.154959298	1.118381268	0.987766189	1.413018383	0.419446334	0.415876202	-0.051976828	0.365300495	0.010134771	1.896767859	-0.857854047	0.585978572	-1.17941928	-1.138045662	-0.511603574	-1.69301564	-0.378846339	-1.149859826	-0.777946989	-0.629061187
ENSMUSG00000022353	Mtss1	1.433925094	0.691240241	0.522289295	0.443539217	0.558486649	0.002210464	0.980342932	0.502069757	0.938091015	1.210819926	-0.570869489	-0.635173577	-2.032176815	-0.110843531	-0.619638112	-0.41587911	0.114477094	-2.486726624	-0.688387368	0.162202941
ENSMUSG00000022361	Zhx1	1.362598248	0.495962367	0.482415387	0.457940357	0.437758624	0.079062005	-0.001048137	1.61081452	0.626366979	1.618345958	-1.054250318	0.08227684	-1.755174232	-0.734312106	0.149529243	-1.448518601	-0.064317257	-1.765203373	-0.792056687	0.211810182
ENSMUSG00000022364	Tbc1d31	0.743942763	1.600992927	0.392958644	0.775738944	1.020567095	-0.412819743	0.847536557	-0.002842299	0.638702935	1.30626175	-0.99891563	-2.177969784	-1.300017952	-0.838198526	-1.319818715	-0.777816975	-0.332334098	-0.02692885	0.185642137	0.675318823
ENSMUSG00000022378	Fam49b	0.687642177	0.860634441	0.846402817	0.916664365	0.569916831	0.274750957	-0.531482515	0.685163194	2.158848016	1.149345652	-0.737157314	-0.312561527	-1.701088178	-1.03791145	-0.962522652	-0.461751127	-0.007107456	-1.765842745	-0.430648323	-0.201295164
ENSMUSG00000022391	Rangap1	1.597791699	1.086760877	-0.706907233	-0.160797957	-0.324030621	2.455091481	0.752259624	0.909929812	0.443882448	-0.116168047	-1.628277704	-0.826527436	-1.299721648	-0.549143464	-0.969104832	-0.162303292	0.243116506	-0.795764582	-0.073035779	0.122950147
ENSMUSG00000022394	L3mbtl2	1.226307219	0.996990979	-0.07687648	0.56679309	1.30759033	0.614362402	1.173866204	1.488779146	1.39393059	-0.2060207	-0.825377369	-0.329838427	-0.812164006	-0.880022657	-0.449091362	-1.5647123	-1.180559044	-0.725466052	-1.203587899	-0.514903663
ENSMUSG00000022403	St13	0.880026716	0.690880141	0.58390737	0.479444845	-0.255384463	1.748392714	0.610835876	1.827650149	1.372125506	-0.136320781	-0.850483494	-0.812271871	-0.332008853	-1.214145723	-1.616154145	-0.594864742	-0.842666436	0.280269815	-0.730955306	-1.088277318
ENSMUSG00000022420	Dnal4	1.05593474	0.345668245	0.58648116	0.963957599	0.327593941	1.194493767	1.095147363	0.742620955	0.212961074	0.780520055	-0.512389648	0.864670373	-0.061322136	-0.619170074	-1.10380605	-1.056759641	-1.443199158	-2.485418559	-0.732058302	-0.155925702
ENSMUSG00000022422	Dscc1	0.127874542	1.000641644	1.256605614	-0.027471107	0.44059874	0.622087206	-0.282140212	0.250974157	1.357985395	0.435058373	-1.180234095	-0.588362415	-2.523004523	-1.863911186	0.115572365	-0.38037478	0.640321529	-0.64925739	0.236566417	1.010469725
ENSMUSG00000022505	Emp2	-0.082120001	-0.671970759	0.196730688	1.010395024	1.274043386	-0.246900298	1.274408948	1.038867041	1.156191787	1.734905459	-0.065957062	-1.791142427	-0.747983792	-0.821653225	-0.475849501	0.183434594	-0.80153771	-0.487541311	-1.775049854	0.098729013
ENSMUSG00000022538	Lsg1	0.135580054	1.458025809	-0.425784239	1.189717585	0.311091228	1.904644064	0.599350658	0.716292898	1.045708215	0.953480086	-0.332437746	-0.859731424	-1.248451372	-1.034578347	-0.722585419	-0.57968135	-0.459600185	-1.862006192	0.013711887	-0.80274621
ENSMUSG00000022554	Hgh1	0.96399895	0.816648149	-0.317876303	1.154352862	0.727336413	0.886137669	-0.062425518	1.276524742	1.317402919	-0.151354122	-1.572430204	0.600487207	-1.53053435	-0.273046207	-1.981286271	-0.744936478	-1.188355441	0.229732922	0.093893547	-0.244270486
ENSMUSG00000022556	Hsf1	0.195836735	0.769031089	0.170817505	0.107887679	0.991052294	0.338404884	1.21939499	0.506419202	2.368513528	0.532975139	-0.652687075	-2.423888108	0.039402701	-0.080617411	-0.81411885	-0.556015902	-0.641291519	-0.139174983	-1.059142164	-0.872799734
ENSMUSG00000022601	Zbtb11	0.681043633	0.404311341	0.283858135	1.304703882	0.507031674	1.07096843	0.235691092	1.579502176	-0.056465886	1.102744887	-0.207382332	-1.630508382	-0.838099843	-1.122888274	-1.355114324	0.383696085	-1.255381246	0.955365019	-1.331393969	-0.711682098
ENSMUSG00000022685	Parn	0.040316991	0.467032866	0.427325089	1.650042311	-0.253060001	1.803726697	1.373112583	1.588971868	0.021616557	0.554025617	-1.438522976	0.153429011	-0.702466598	-0.646759837	-0.898897163	-1.077145983	-0.184630909	-1.16532307	-0.919860102	-0.792932948
ENSMUSG00000022698	Naa50	0.714005673	0.971063758	0.098594565	0.625853325	0.829858735	-0.668534804	0.088092581	1.483923151	1.775637138	-0.558830935	-1.132548095	-1.119932636	-1.596020836	-0.232971303	-2.13031153	-0.1125128	0.383440813	-0.313700153	0.44323129	0.451662062
ENSMUSG00000022721	Trmt2a	0.830828304	0.302841068	0.45669654	-0.342805637	0.917157775	1.41909509	1.588212248	1.77617902	0.663365674	-0.453037346	-1.009072321	-1.229084215	-1.224831308	-0.448688728	0.329444748	-0.497566573	-0.346774934	-0.516468999	-1.909830443	-0.305659962
ENSMUSG00000022761	Lztr1	1.837645959	0.780103151	0.714615204	0.722292501	0.952574184	0.613804701	0.647960579	1.686109597	-0.292929968	-1.229222232	-0.136985184	-1.196967548	-0.0656769	-1.018113031	-1.61707244	-0.622481687	-0.946599038	0.329353957	-0.001237812	-1.157173991
ENSMUSG00000022771	Ppil2	1.139292442	0.28971735	0.400533961	0.880991384	-0.27556988	1.810841049	0.457379762	1.707457336	0.712845473	1.282581609	-0.402021084	-0.724628667	-0.606968421	-0.381218167	-0.993922056	-0.793154724	-0.951309674	-1.09750749	-1.459366641	-0.995973563
ENSMUSG00000022788	Fgd4	0.54129936	0.428630393	0.625959684	-0.158752085	0.710873675	-0.067883299	0.330594565	1.160349971	1.253276645	2.565163989	-1.427820845	-1.87320931	-0.683122163	-0.75231162	-0.475194055	-0.527718089	-0.781043182	-0.133123564	-0.30995906	-0.426011012
ENSMUSG00000022791	Tnk2	0.602967888	0.763316957	-0.273381985	1.394639353	0.108572742	1.170468731	1.397200328	-1.33188616	0.480607328	1.954007395	-0.787108048	-1.445779277	0.20865413	-1.654787722	-0.392031603	-0.520631984	-0.808298782	-0.483687537	-0.193741796	-0.189099958
ENSMUSG00000022842	Ece2	1.236151914	1.221831411	0.557624024	0.728847524	0.300834655	1.68948198	1.394392563	0.987778484	0.433833692	-1.282678061	-0.320605974	-0.512663677	-1.220074428	0.018328387	-0.734134126	-1.346751459	-0.68646889	-1.518215247	-0.418073274	-0.529439498
ENSMUSG00000022864	D16Ertd472e	1.109586062	0.971822707	1.008818265	1.150857767	1.557968052	0.154204562	-0.248479897	0.796999381	0.374935277	1.015025154	-1.079926734	-2.247284131	-0.622441873	-0.683258051	-0.732707962	-0.06265106	-0.446258991	-1.446916347	-0.504719934	-0.065572247
ENSMUSG00000022892	App	1.195262753	0.639597165	0.392237826	1.509898456	0.790901822	1.110657572	0.745102937	0.482180934	0.946675012	1.173170918	-0.758255745	-0.201973822	-1.217184257	-0.319414492	-0.675099524	-1.478935025	-1.302491082	-1.34020642	-0.992240269	-0.699884758
ENSMUSG00000022895	Ets2	0.953542651	0.485722338	0.405773067	0.268894587	1.28896518	0.70345993	0.711563252	0.910952615	0.430237698	1.184697854	-1.294290429	-2.81821438	0.121840793	-0.819612065	-0.48170991	-0.280440887	-1.298191061	-0.485598849	0.026362227	-0.013954612
ENSMUSG00000022897	Dyrk1a	-0.224830356	0.847822288	1.801423072	0.220712318	1.309718818	-0.267987037	0.226429371	1.286817318	-0.196304305	1.200970596	-1.340254066	-2.328523412	-0.484303291	-0.40607216	-1.075069965	-0.867778598	-0.274643243	0.587944291	0.07501903	-0.09109067
ENSMUSG00000022905	Kpna1	1.685560901	1.079304016	0.04745222	-0.443278343	1.448336314	0.378542586	-0.587870272	0.966130545	0.859853172	1.788892159	-1.105264506	-0.80127509	-0.378541806	-0.998539134	-0.348577865	-0.357426431	-0.622827812	-1.606654891	0.050098303	-1.053914065
ENSMUSG00000022912	Pros1	1.636681713	1.07763903	1.286291056	1.050385652	0.87528105	0.35923942	0.345238329	0.644696306	0.402638818	1.299935423	-0.690907592	-1.742883701	-0.591936192	-0.848167674	-0.993964102	-0.781533336	-1.061185471	-1.008982263	-0.611796538	-0.646669928
ENSMUSG00000023004	Tuba1b	1.453492878	1.221050513	0.58205698	0.930473868	0.053073327	1.122347248	0.831544421	0.854050957	0.549593179	-1.199201698	-0.746677029	-0.209997038	-1.991340422	-0.425945371	-0.900258956	-0.413611885	0.00329146	-1.992093215	0.263921092	0.01422969
ENSMUSG00000023015	Racgap1	0.451556914	-1.079152649	-0.729715031	-0.188821412	-0.07594646	0.681515461	1.068290037	-0.128261393	-0.16335496	0.615338458	-1.10547062	-0.717880778	-2.144711115	-0.730652729	-0.182144873	0.580876044	1.453607579	-0.731215662	1.206386611	1.919756577
ENSMUSG00000023018	Smarcd1	1.346994842	0.136466443	0.569853827	0.470574133	1.049949764	1.591397311	0.685730182	0.228765192	0.571055649	1.347235037	-1.015261565	-1.330574441	-0.171340131	0.12338229	-2.106289286	-1.163085169	-0.406477748	-0.761350227	-0.944983885	-0.222042219
ENSMUSG00000023020	Cox14	0.391427905	0.797395757	-0.477483845	0.705341701	-0.010015218	1.908524244	2.451653864	-0.15123968	1.063443672	-0.059297071	-0.971420968	0.404292017	-1.376142441	-0.683902817	-1.011500807	-0.919538931	-0.173465507	-0.442385039	-0.539970352	-0.905716484
ENSMUSG00000023034	Nr4a1	1.417187981	1.061644628	0.873312022	0.928744524	1.351124892	0.838408122	0.880265952	0.70462225	0.285410889	0.664346439	-0.801005341	-1.967297768	-0.798500195	-1.064479138	-0.676738816	-0.476367115	-1.179474552	-0.866886295	-0.828977584	-0.345340894
ENSMUSG00000023110	Prmt5	0.762370549	0.607775277	0.42147986	0.899296658	0.095360848	1.258781626	0.895282369	-0.788065615	1.961698858	0.549651638	-0.1610833	0.391276052	-1.883194758	-1.372691724	-1.498462591	-0.237844422	-0.12803405	-1.363341937	-0.092256421	-0.317998918
ENSMUSG00000023143	Nagpa	0.914963316	1.177939339	0.194135316	1.177173921	-0.09824514	2.012602695	1.827645303	-0.337933008	0.559054424	-1.259018595	-0.446762165	0.356679793	-0.505136925	-0.604140355	-0.150472378	-1.061809492	-1.234750891	-1.203777172	-0.660340462	-0.657807525
ENSMUSG00000023169	Slc38a1	0.50722179	0.972565186	1.115309591	0.794533685	1.53852751	0.035154118	1.120539557	0.070864911	0.063857491	1.722115687	-1.55431431	-0.498654776	-1.580040255	-0.693769123	-0.354903478	-1.499115046	-0.252413044	-0.977474294	0.006690456	-0.536695656
ENSMUSG00000023170	Gps2	0.694130079	0.365813485	0.333418453	0.76666876	0.860948257	1.242351383	0.835693069	0.862822841	1.875273031	1.232441024	-0.688120193	-1.077312355	-0.571140885	-0.803827202	-0.883755326	-1.256843476	-0.503081267	-1.350335145	-0.911349944	-1.02379459
ENSMUSG00000023262	Acy1	1.269529393	0.534677887	0.378924316	1.238843817	1.303402476	1.126933181	1.108426901	0.689879697	0.785193201	0.495025008	-0.72964623	-0.3028235	-1.29083181	-0.978473613	-1.556099132	-0.652051763	-0.478204516	-1.653357103	-0.670174749	-0.619173461
ENSMUSG00000023905	Tnfrsf12a	0.888563174	0.941186682	0.757078142	0.475723883	0.869010578	1.357195527	1.497816192	1.069057491	0.019250689	-0.755384677	0.023778773	-1.465935006	-2.005201088	-0.707101186	-0.314412636	-0.064039292	-0.653222851	-1.634743117	0.014528392	-0.313149669
ENSMUSG00000023908	Pkmyt1	0.18542558	-0.815934944	0.706467248	0.536976935	0.879358427	1.881986655	1.286830769	1.155027465	-0.284629517	-0.501945944	-1.348974197	-1.246020806	-0.985933201	-1.29923021	-0.420502301	0.663428617	-0.103693223	-1.525451919	0.371057933	0.865756633
ENSMUSG00000023909	Paqr4	1.960943152	0.3521492	0.781278856	1.018992745	0.456854291	0.873818809	1.368012616	0.186773322	0.535096338	0.244001865	-1.246584851	-0.450235608	-0.86128678	-0.636366977	-0.983553468	-1.923893699	-0.89893246	-1.252646879	0.0198824	0.455697128
ENSMUSG00000023932	Cdc5l	0.234478777	1.188106895	0.407561944	0.757350556	0.798619678	1.113918005	0.093849515	1.301269203	1.569700546	1.480988905	-1.119566434	-0.843107438	-1.092467618	-0.802992057	-1.239942558	-0.669344587	-0.862021126	-1.111906304	-0.424921519	-0.779574384
ENSMUSG00000023944	Hsp90ab1	0.609289315	0.792520473	-0.284139414	0.579584004	0.164060614	2.140080155	1.272818128	1.518221594	1.04445087	-0.025896411	-0.92615089	-1.204157078	-0.239166155	-0.82544209	-1.430524657	-0.868282168	-1.064579999	0.081963503	-0.463312845	-0.871336949
ENSMUSG00000024048	Myl12a	0.519386385	0.235101208	0.334612843	1.019258089	0.151724159	1.561756418	0.915601648	1.272982833	1.720624293	0.836714431	-0.67919351	-0.178242033	-1.194052	-0.896215794	-0.664477387	-0.899801753	-0.947643053	-1.78925245	-0.650265798	-0.668618529
ENSMUSG00000024056	Ndc80	-0.058307339	-0.284954631	-0.43764253	0.720375676	0.193102226	1.474494123	-0.300187974	1.332625549	0.198030805	0.608726957	-0.758485331	-0.752202433	-2.859877861	-0.939201776	-0.69775039	0.563581179	0.006822771	-0.207165427	0.743657732	1.454358673
ENSMUSG00000024081	Cebpz	0.636728962	0.831295299	0.270501388	0.57638074	0.580513421	0.920834827	1.261346589	1.51073451	1.266695599	1.376425326	-1.137738692	-1.384246564	-0.740965233	-1.058159501	-0.743021096	-0.735972292	-0.787275588	-0.852932422	-0.986059863	-0.80508541
ENSMUSG00000024120	Lrpprc	0.868339433	1.883974399	1.103780284	1.375584886	0.382064188	0.489707064	-0.598484378	0.103842014	0.431310435	-0.212579358	-1.046381345	-2.249098843	-0.672898739	-0.259148968	-1.812093581	-0.194384853	0.653303003	-0.28006621	0.239682416	-0.206451845
ENSMUSG00000024132	Eci1	1.076242481	0.590285923	0.309205046	1.37062982	0.114481532	1.528702094	1.414591081	0.65738737	1.520400484	-0.558630504	-1.339818402	-0.988365656	-0.37613694	-0.814318628	-0.030531424	-1.220890728	-0.914485741	-0.768044121	-1.223684913	-0.347018772
ENSMUSG00000024135	Srbd1	1.816056996	0.381641611	-0.424752705	-0.845521213	-0.033757979	1.254859175	0.410471654	0.954550731	0.65784086	0.667586509	-2.219225914	-0.797518132	-1.878569584	-0.628287579	-0.349246629	0.529726826	0.760190268	0.009592969	-0.692488299	0.426850432
ENSMUSG00000024142	Mlst8	0.886874676	0.755171266	0.950665712	0.90547934	1.091975914	0.333683952	1.320158002	1.523877775	0.115382115	1.014676377	-0.692632324	-0.473480724	-1.509032218	-0.941547186	-0.061138438	-0.851144824	-1.081332488	-1.369339255	-1.076945564	-0.841352107
ENSMUSG00000024170	Telo2	1.064067794	1.446778113	0.711596111	0.818819711	0.891660998	1.502059877	1.518755088	-0.856649664	-0.113948249	-0.553338209	-0.854311592	-0.502336516	-0.661540925	-1.496131336	-0.687084636	-0.137464177	-0.001778793	0.206451816	-0.323140086	-1.972465325
ENSMUSG00000024287	Thoc1	1.205022831	0.837345325	-0.109243811	1.088323142	1.964500862	-0.010413107	-0.184102438	0.947817699	1.19784421	0.983559645	-1.367490001	-0.287554892	-0.509040895	-0.788668699	-1.11535575	-1.207620144	0.021878868	-0.918340346	-1.397660355	-0.350802144
ENSMUSG00000024335	Brd2	0.842700674	0.527460363	-0.268585803	0.389884625	1.225634286	1.249105933	1.442497195	0.825017955	1.178097891	1.433886625	-0.73881605	-1.124589714	-0.884403355	-1.03318847	-0.910593907	-0.400878791	-1.143491691	-1.011022816	-1.161214067	-0.437500882
ENSMUSG00000024384	Iws1	0.863816545	0.779994635	-0.443870452	-0.447394217	0.385417354	0.714703681	0.758800889	1.937670004	0.826995171	1.849929043	-0.673273931	-1.412123964	-0.701042711	-0.969760996	-0.50840362	-1.358783791	-0.1777406	-1.443784321	-0.151908228	0.170759508
ENSMUSG00000024400	Wdr33	1.428754991	0.387155618	1.076316303	0.709589812	1.203681253	0.824055909	1.633674105	0.928240548	0.156335678	0.615276535	-1.140443463	-1.015027587	-0.966048928	-1.021226701	-1.034217836	-0.129686473	-0.640172282	-0.690915001	-0.937853502	-1.387488979
ENSMUSG00000024401	Tnf	1.098072166	0.075517007	0.371572077	0.297154435	1.139051016	0.882679512	1.241030539	1.085110583	1.535566457	1.156987828	-0.533177084	-1.101197109	-0.350828178	-1.150197701	-0.423523743	-0.67716535	-1.210802849	-1.369609749	-1.116724825	-0.949515033
ENSMUSG00000024493	Lars	1.233033914	1.008389993	1.290032218	1.472337228	1.162788036	-0.203828326	0.526335242	0.286958887	0.957929042	0.782107465	-0.739609353	-0.584636813	-1.449178564	-0.45230154	-0.787574607	-1.112670882	-0.579122848	-1.874029827	-0.396522765	-0.540436501
ENSMUSG00000024521	Pmaip1	1.03325287	0.986260079	-0.258077466	-0.382938071	0.193971818	0.970843918	-0.353356765	1.579331047	1.033610717	1.770828011	0.540643265	-1.17798405	-1.276881543	-1.176934217	-0.637462554	0.348893901	-1.164455239	-0.343404967	-1.484901577	-0.201239175
ENSMUSG00000024525	Impa2	1.024326188	0.419535468	1.099461696	1.294204087	1.031884405	0.802329761	1.594273206	0.76673891	0.610433795	-0.050725363	-1.084719091	-0.241760401	-1.404068354	-0.572434101	-0.638763683	-1.065107712	-0.517072847	-1.904250177	-0.704022883	-0.460262906
ENSMUSG00000024590	Lmnb1	0.613449737	0.0353307	-0.381687911	0.545164405	0.840982617	1.04432175	0.667335021	0.740628248	0.806842942	0.072060258	-1.593332185	-1.509241326	-1.931447504	-0.735833133	-1.074869238	0.254227399	1.121692942	-1.20138653	0.455083333	1.230678477
ENSMUSG00000024604	Rbm22	0.444027435	0.699360831	0.975104733	1.312421433	0.752268448	0.679627712	0.752087448	1.476417347	0.771574433	1.116627475	-1.100819712	-0.825884543	-0.153295207	-1.209563301	-1.517833518	-1.166102574	-0.216272013	-1.391417901	-0.800408566	-0.597919958
ENSMUSG00000024613	Tcof1	-0.855162946	-0.461303863	-0.367030757	0.529741468	0.266597486	0.078423685	0.005276857	-0.644426344	0.332896505	1.146462162	-1.129423135	-1.58418171	-1.470457131	0.032870827	-1.49963586	1.218278561	1.514236233	0.210732105	1.586115671	1.089990188
ENSMUSG00000024735	Prpf19	1.105590299	1.000550149	0.365990641	1.783049137	-0.177420217	1.043341153	-0.269944634	-0.02446596	1.911655524	-0.517662884	-0.646676144	-0.687028935	-1.169257432	-0.379944906	-1.510887411	-0.201699902	-0.207163769	-1.864306397	0.268553945	0.177727744
ENSMUSG00000024785	Rcl1	0.997123843	1.089354327	1.20713698	0.19925747	-0.037502758	0.875304905	0.721721993	0.720548872	2.172967253	-0.993342643	-0.654044087	0.318831054	-0.197436488	-0.971517355	-0.286301844	-1.621865835	-1.131386911	-0.944411121	-1.142769748	-0.321667907
ENSMUSG00000024833	Pola2	0.916175579	0.861443071	1.269963469	0.402797504	1.292720634	1.022917229	0.899609319	0.32412018	1.508444088	-0.5552205	-0.85422636	-1.177448416	-1.306299453	-1.52636236	-1.02351365	-0.13343021	0.004104604	-1.211512839	-0.850812664	0.136530774
ENSMUSG00000024905	Tesmin	0.865626914	0.349795682	1.088465504	0.791005167	0.650865269	0.779544269	0.310160688	1.182235003	1.378694844	0.882847146	-0.19670141	0.183725208	-1.229013289	-0.767130818	-0.145986911	-1.58157613	-0.575366371	-1.639043946	-1.751748367	-0.576398452
ENSMUSG00000024960	Plcb3	0.171272304	0.770886253	0.357594055	1.243217459	0.731035503	1.653416043	1.459109126	0.723710787	0.048782178	1.257775865	-0.880449663	-1.759286263	-0.61871734	-0.583713416	-1.566233275	-0.955080761	-0.275750707	-0.819451201	-0.352583217	-0.605533727
ENSMUSG00000024974	Smc3	0.596895756	1.273017404	0.283506834	1.058290784	0.826749063	0.154036484	-0.067642529	0.306634111	1.021271235	2.049191983	-1.118979694	-1.899926497	-1.213802826	-0.760403121	-1.051871195	-0.298802674	0.262455408	-0.546742635	-1.113710154	0.239832262
ENSMUSG00000025001	Hells	0.452167646	0.316968856	0.393232913	0.068730995	0.200543003	0.735137511	0.458943227	0.525240019	1.04189908	0.945881408	-1.27694344	-0.416553197	-2.370059964	-0.695501546	-0.967642175	0.145756574	1.133494716	-2.088312753	0.743509599	0.653507527
ENSMUSG00000025007	Aldh18a1	1.196333707	0.150052751	0.23474321	1.354488798	0.561186562	1.750650223	1.321934323	1.078269359	0.51993263	-0.457851053	-0.768261288	-0.101222418	-0.721825395	-0.3196433	-1.78940347	-1.161876568	-0.398909469	-1.557982314	-0.698342623	-0.192273665
ENSMUSG00000025024	Smndc1	0.723577903	0.705150102	-0.489661796	0.604498213	0.177632111	0.897188843	-1.118529248	1.185374097	2.608658668	1.30445571	-0.537203652	-1.03807155	-0.409547188	-0.003546039	-0.576401532	-1.150974928	-0.655195286	-0.975976563	-0.528668396	-0.722759468
ENSMUSG00000025026	Add3	0.852397553	1.634436974	0.822194871	1.229822467	0.804252886	0.876933919	0.1684997	0.365176816	1.383477761	1.046061398	-1.16160026	-1.092675355	-0.517929613	-0.787861167	-1.005936152	-1.158288386	-1.055995911	-0.828023061	-0.809656512	-0.765287929
ENSMUSG00000025036	Sfxn2	1.143210844	0.469281741	0.541656758	0.611595677	1.767336695	0.286099857	0.581115164	0.773431934	1.536004033	-0.424237371	-0.764750906	-1.675231311	-1.935930002	-1.109817074	-1.048803026	-0.186150951	0.47677049	-0.21794881	-0.464218319	-0.359415424
ENSMUSG00000025047	Pdcd11	-0.296670882	1.094883627	0.526396869	0.736152018	1.652507458	0.612784656	0.683268896	1.560874552	0.059078548	1.232689652	-1.56854188	-0.760787131	-1.644781472	-0.257609837	-0.804179839	0.008867857	0.003920721	-0.565915533	-1.117187037	-1.155751244
ENSMUSG00000025049	Taf5	0.490142812	-0.287801871	0.709650374	1.230880354	-0.154608789	1.096178873	0.253814588	1.228004594	0.72711826	2.066269932	-1.843619055	-0.252203411	-0.661772613	-0.750391832	0.198633129	-0.701229479	-0.530767569	-1.714071152	-0.897076606	-0.20715054
ENSMUSG00000025058	5430427O19Rik	0.862399293	-0.045131957	0.33475198	0.126742802	0.403837449	0.970718181	1.131022542	0.685193483	1.920859624	1.677276525	-0.727635515	-0.331175179	-1.385806431	-1.222863634	-0.833767967	-0.878244409	-0.407039687	-1.708145217	-0.286135162	-0.28685672
ENSMUSG00000025066	Sfr1	0.730793693	0.777945992	0.54108709	1.111446137	0.593289726	1.201157224	0.053527169	0.411721283	1.49799313	1.581200963	-0.68765129	-0.565429329	-1.812366211	-0.958754885	-0.669659762	-0.74277891	-0.783533129	-1.654588661	-0.509613729	-0.115786499
ENSMUSG00000025068	Gsto1	1.330562412	0.734986329	1.070176258	0.665398907	0.514747807	0.824368034	0.947975124	0.76938162	1.571417533	0.500261004	-1.004494401	0.011135669	-1.272016408	-1.016700776	-0.508303329	-0.956941406	-0.534861931	-1.580987533	-1.34261413	-0.723490783
ENSMUSG00000025134	Alyref	0.288933832	0.394519264	-0.027135699	0.048272914	-0.33722942	1.411984665	1.827542833	1.277050252	1.621313744	0.032444758	-1.064786979	-0.572583294	-1.597610956	-0.196151101	-1.56298605	-0.382092209	0.472127551	-1.474047462	-0.085691507	-0.073875137
ENSMUSG00000025173	Wdr45b	0.9138712	0.994902395	1.297236905	0.554689145	0.886105042	0.891330798	-0.037288105	0.004198795	1.383519036	1.516032287	-0.609885133	0.362933352	-1.079997996	-0.751894469	-0.631604048	-0.810999597	-0.962043271	-1.486539854	-1.214546953	-1.220019531
ENSMUSG00000025198	Erlin1	0.075593426	-0.44981649	0.072435628	0.363665571	0.080142669	1.929829068	-0.002585307	0.492978695	0.885186218	0.99368856	-1.439392245	-1.568871912	-0.985435002	-0.864400982	-1.095652903	0.822313379	0.652850929	-1.682684217	1.009308781	0.710846134
ENSMUSG00000025212	Sfxn3	1.021758874	0.477555467	1.530797941	1.266904971	1.453861644	0.172770232	0.542895502	0.21549447	0.218775126	1.215697098	-0.477465266	-1.264837757	-1.800760169	-0.799747984	-0.750337792	-0.346181549	-0.321889961	-1.759144088	-0.307393988	-0.288752769
ENSMUSG00000025213	Kazald1	1.073551035	0.406856758	0.639541789	1.513095413	0.60683911	1.640050894	1.137551526	0.935127817	0.779792757	0.132326783	-1.314358665	-1.463273558	-0.743062681	-1.038171192	-1.136788362	-0.883375849	-0.263136922	-0.888297854	-0.738163104	-0.396105696
ENSMUSG00000025228	Actr1a	1.754566129	1.080477259	0.510897375	0.943703992	0.134614817	1.324201405	1.365533165	-0.008941949	0.493357997	-0.628950073	-1.159721884	0.741319891	-0.931599168	0.044209558	-0.231343286	-1.444567494	-0.691126896	-1.520273054	-0.721063475	-1.055294308
ENSMUSG00000025364	Pa2g4	1.113289407	1.12980526	0.169727653	0.646951593	0.574115503	0.865072535	0.463116911	0.749605458	1.642758499	0.847518969	-1.127466496	-0.24342159	-1.93605148	-0.858024116	-1.113390995	-0.817835011	-0.139441222	-1.729300701	-0.163452827	-0.073577349
ENSMUSG00000025395	Prim1	0.607926034	0.599334484	0.421421416	0.137382568	0.160125435	1.598497058	0.790149575	1.048030114	1.737111924	0.644958732	-0.369203539	-1.371807782	-1.447004699	-0.539487406	-1.649022363	-1.250026864	0.493441521	-0.937272223	-0.726721309	0.052167327
ENSMUSG00000025403	Shmt2	0.924236733	0.905321652	0.929118819	1.139951701	0.488799507	1.197951191	1.099054909	0.260299519	0.543933463	0.535995375	-1.076645866	-0.997293128	-1.477869832	-1.296900722	-0.977953222	-0.37890922	0.989908478	-1.696003958	-0.688937075	-0.424058326
ENSMUSG00000025410	Dctn2	0.598274021	0.347046612	0.214025971	1.364393014	0.21677888	1.639736249	1.135480056	1.552871192	1.008687702	-0.331625034	-0.762844349	0.619882964	-1.3396722	-0.405264686	-0.998207084	-1.43267301	-0.569188579	-0.811737949	-1.009222629	-1.036741142
ENSMUSG00000025485	Ric8a	1.108764397	1.305846861	0.673679873	1.380642996	0.834433259	0.749351815	1.081373896	1.07429785	1.109117481	-0.250519322	-0.662014769	-0.518404349	-0.991217855	-0.837916925	-0.747831864	-1.224379662	-1.005052787	-1.270357712	-1.149403984	-0.660409198
