ensembl_gene_id	gene_name	SC01_T3_N_AMD_R1	SC02_T3_N_AMD_R2	SC03_T3_N_AMD_R3	SC04_T3_N_AMD_R4	SC01_T3_N_AMR_R1	SC02_T3_N_AMR_R2	SC03_T3_N_AMR_R3	SC04_T3_N_AMR_R4	SC06_T6_N_AMD_R1	SC07_T6_N_AMD_R2	SC08_T6_N_AMD_R3	SC09_T6_N_AMD_R4	SC10_T6_N_AMD_R5	SC06_T6_N_AMR_R1	SC07_T6_N_AMR_R2	SC08_T6_N_AMR_R3	SC09_T6_N_AMR_R4	SC10_T6_N_AMR_R5	SC11_T18_N_AMD_R1	SC12_T18_N_AMD_R2	SC13_T18_N_AMD_R3	SC14_T18_N_AMD_R4	SC15_T18_N_AMD_R5	SC11_T18_N_AMR_R1	SC12_T18_N_AMR_R2	SC13_T18_N_AMR_R3	SC14_T18_N_AMR_R4	SC15_T18_N_AMR_R5	SC16_T24_N_AMD_R1	SC17_T24_N_AMD_R2	SC18_T24_N_AMD_R3	SC19_T24_N_AMD_R4	SC16_T24_N_AMR_R1	SC17_T24_N_AMR_R2	SC18_T24_N_AMR_R3	SC19_T24_N_AMR_R4
ENSMUSG00000044791	Setd2	0.564351021	1.031375949	0.99219593	1.906829326	0.735024733	1.11166366	1.252230271	0.784305958	0.194881937	0.038197989	1.90494015	0.632435075	0.922852094	0.162071911	1.480015923	0.815932011	0.413905515	0.248846081	-1.484570015	-1.008530875	-1.455056048	-1.381001342	-1.552753148	-0.434799524	-0.86556555	-0.582583648	-0.431630617	-0.505607493	-0.939514685	-0.503703992	-0.956909567	-1.301891013	-0.373171162	-1.209466727	0.255301055	-0.460601182
ENSMUSG00000044792	Isca1	1.009259503	0.491886742	1.828385869	1.033862489	1.078477504	0.79612175	0.822135285	1.309717431	0.227022837	0.812247965	1.337824163	0.490937532	-0.070017142	0.283441665	0.047761668	1.075657589	0.720158448	0.052527347	-1.13411962	-2.461022527	-0.376811013	-1.488558322	-0.293437017	-1.55863343	-1.234952076	-0.263908617	-0.553384987	-0.459750968	-0.475516315	-1.380358423	0.487644003	0.033107435	-0.613982203	-1.702586542	-0.504966402	0.633828379
ENSMUSG00000044948	Cfap43	0.908269697	0.976873526	0.900048675	1.212654802	0.881477566	0.695194994	0.554708035	0.848306652	1.201005324	0.917046199	0.806494235	1.012504515	1.153861603	0.65360575	0.554751502	0.659322028	0.534024362	0.734226285	-0.457016532	-0.279536978	-0.240200695	-0.607435674	-0.094480549	-2.163410605	-1.153183106	-0.55807423	-1.455799949	-1.354875091	-1.716566253	-0.47515588	0.717867659	-0.56224953	-1.692649049	-1.440381733	-0.955719939	-0.715507617
ENSMUSG00000044968	Napepld	0.669159012	0.518766027	1.233684074	0.272656415	1.199603562	0.785126036	2.297708927	1.220180547	1.125344618	-0.02203278	-0.246708006	0.102713235	1.516979189	0.643197231	0.62472864	0.516731768	0.532824341	-0.02539116	-0.491365765	-0.426770873	-1.015941851	-1.390725969	-1.196527019	-0.409064537	-0.754954066	-0.584704482	0.043211802	0.786668945	-1.963389092	-1.121670067	0.633975448	-1.241182225	-1.115903016	-0.978109625	0.01866809	-1.757487372
ENSMUSG00000045377	Tmem88	0.235994741	-0.520793464	-0.1877844	0.752234318	0.445652965	0.6876916	0.431550979	0.732274611	0.798036147	2.112765602	0.991299991	2.186103878	0.61208378	0.405346618	0.930527176	1.111785105	1.31109987	-1.006749015	-1.543765846	-0.563165683	-1.543765846	-1.543765846	-1.543765846	-1.543765846	0.431152794	-0.255051037	-0.957734647	-0.967332545	-0.265246451	-0.028762689	0.619120267	-0.966445928	-0.256461842	-0.53219565	0.036934484	-0.605102351
ENSMUSG00000045394	Epcam	0.651431463	0.721383477	-0.111058854	0.101058701	0.959946675	0.594971045	-0.391260596	0.684061888	0.69449814	0.757693298	0.839079042	1.034506543	0.863781081	0.308799429	0.11285119	0.36858989	0.721992288	0.353116169	0.296475962	1.201881109	0.675944865	-0.370811745	0.713776432	-0.078855367	0.377026769	0.199335213	-0.365595614	-0.231849265	-0.856141008	-2.10742957	0.21657094	-2.469216357	-0.733845493	-3.01821303	-1.297646743	-1.416847966
ENSMUSG00000045482	Trrap	0.371660543	0.679600111	0.487602214	1.698233807	-0.37326432	0.432023792	2.269747914	1.274979619	1.575363021	0.80150415	0.404352892	-0.231289279	-0.009857277	0.317428304	-0.173821525	0.564186422	0.997519546	-0.05577061	-1.46897187	-1.243463443	-2.21344123	-1.546652202	-0.453316558	-1.183416338	-0.964132782	0.328710759	-0.456867003	-0.332810422	-0.383397127	-1.758615174	0.342474759	-0.825386174	-0.250873199	-0.177269945	0.981763283	0.575465342
ENSMUSG00000045573	Penk	0.770175564	2.089960013	1.760109861	-0.586937893	1.058533796	0.710438769	0.849863134	0.186773964	0.618648664	1.26752641	0.520502988	0.810517406	1.248688868	0.178658751	0.839440632	0.505367658	0.10674147	-0.139541518	-0.464759468	-1.118741244	-1.456427693	-1.449341981	0.235575647	-2.012867527	-1.489254494	-0.837797579	0.105549829	-1.487266794	0.17465089	-0.631464389	0.507714085	-0.820397042	-0.402833097	-1.472348064	0.099140719	-0.274600334
ENSMUSG00000045962	Wnk1	0.799696084	0.535071709	0.907592697	1.417777573	0.098917687	0.668062281	0.884166268	0.822749839	1.204081991	0.904901557	1.067318133	0.80112274	0.852931818	-0.225299186	0.660844722	1.177219321	0.462319747	0.81423944	-0.89921696	-0.796116751	-1.262182713	-1.016156066	-0.389496141	-0.480655055	-1.579440434	-0.95647018	-0.528596546	-1.726545242	-1.390798196	-0.442669012	1.933353725	-0.777839827	-0.903627668	-1.34569898	-0.036222966	-1.25533541
ENSMUSG00000045983	Eif4g1	1.163683052	1.038162592	1.24550539	0.717732961	1.103749631	1.420544017	0.703569067	0.942038752	0.848164684	-0.210887561	0.254246882	-0.779337178	0.871137162	-0.040339538	1.291556361	0.671981824	0.497245779	0.85524674	-0.827748751	-1.345829968	-0.862185423	-1.396636406	-2.153843604	-0.092582568	0.662218683	0.064599544	0.770501575	-1.15543635	-1.748369757	-1.500519818	0.541771218	-0.782706709	-1.110414703	-0.636367527	-0.456954194	-0.56349586
ENSMUSG00000046080	Clec9a	-0.54912103	0.097680639	-0.150025996	-0.572238135	-0.526259551	-0.062612202	0.206808256	0.946149906	0.44099422	1.684143402	1.497634473	2.31197102	1.070212589	-0.941695339	-0.863902317	0.930384797	0.600575962	0.587651519	0.923871702	0.967008069	-0.768346316	-0.851320147	1.253242367	0.160061773	-0.751306309	0.279489711	0.199781594	-0.73220055	-0.523865038	-1.318813085	0.094293004	-1.61662032	-1.100975729	-2.074735797	-1.351394028	0.503476886
ENSMUSG00000046169	Adamts6	1.204379836	0.432843025	0.364944405	0.417325141	-0.155360026	0.53305341	0.085229187	0.795027321	1.255603939	1.221616241	1.156371535	0.940009328	1.405753943	0.655037939	0.701580094	-0.030525052	-0.164448354	0.274986316	0.580165727	-0.3239168	-1.209478766	-1.001891749	0.223131601	-1.577288256	0.0845929	-0.132290747	-2.605328402	-0.423916659	0.367084612	-0.032486542	-0.026952259	-0.543367928	-2.653121437	-1.945331877	-0.176676281	0.303644634
ENSMUSG00000046223	Plaur	0.445968386	1.30564293	1.030762323	1.204447505	0.755100021	1.593464724	1.193202645	1.480844836	0.219301331	0.804597863	0.410789753	0.873209801	0.885993382	0.152205467	0.505840455	0.450850103	0.530407534	0.5806868	-1.658326145	-1.333772103	-0.614987445	-0.698530511	-1.310453748	-1.684093312	-1.270125061	-1.052580737	-0.989316256	-1.327192195	-1.556012258	-0.156481791	0.705718158	-0.306007138	-1.112144004	-0.354415165	0.643376702	-0.34797285
ENSMUSG00000046230	Vps13a	1.181618498	0.911394728	1.491205444	1.770107602	-0.682782743	0.58755677	0.618035853	0.385495745	1.04327916	1.178595694	1.754157989	1.132600302	0.595359866	-0.576224383	0.42979603	-0.5108893	0.520510522	0.562529441	0.00677635	-0.03988606	-1.485360838	-1.034412111	-0.280207265	-1.361753672	-1.560190335	-0.148576422	-0.648434472	-1.57588987	0.381127623	-0.912535901	0.597078185	0.192084237	-0.806037359	-1.449032688	-1.491024117	-0.776072505
ENSMUSG00000046245	Pilra	0.653072632	0.926368869	1.098636104	-0.336040719	0.659571013	0.979211746	0.73695299	0.719917612	0.236516472	0.515856902	0.855489679	0.563378215	0.204740108	0.441401587	0.282825873	0.963919767	0.847209379	0.406272893	0.456391947	0.487229131	0.005362006	0.558918325	0.552947137	-1.05448121	0.585815887	-0.54320028	0.09392276	0.077516479	0.041619721	-2.477897989	-1.593829602	-2.607120905	-1.190251314	-1.906846304	-1.653376618	-0.588020292
ENSMUSG00000046324	Ermp1	0.162284723	0.243687435	1.434404232	0.108389164	1.300077454	0.805068166	1.552328859	0.72117718	0.109453548	-0.281471481	0.673817193	0.317118027	0.520092247	0.575223039	0.579344022	0.911581192	0.859771748	1.038239445	-1.222385756	-1.087507337	-1.48169293	-1.134589308	-0.224089308	0.187535451	-0.463746174	-0.162081799	0.585551761	-0.443179918	-0.721462682	-3.289286761	0.461404042	-1.532594557	-0.801680369	-1.04748535	0.820540734	-0.073835931
ENSMUSG00000046785	Epm2aip1	0.921399592	1.476948473	1.683390549	1.993542005	-0.608935945	0.425641925	1.04766167	0.88694252	-0.011174634	1.432826444	1.589943784	1.688982009	-0.524927814	-0.180879868	-0.384278601	0.904927912	-0.805751751	-0.04770889	-0.616394299	-0.330734862	-1.017202467	0.479296057	-0.948914354	-1.006062249	-0.176896548	-1.398236083	-1.126711435	0.016545603	-0.546068629	-0.466354596	0.445801417	-0.680513901	-1.62138187	-0.846502644	-0.294194246	-1.354024274
ENSMUSG00000046808	Atp10d	0.258695518	0.655700617	1.261880105	0.644362658	0.762576551	1.277938088	1.201968739	1.584163325	0.430307683	0.86804169	2.042117171	-0.113620589	0.404488957	-0.448210896	0.579585008	1.593439819	0.330826086	0.839123885	-1.757628925	-1.567133965	0.185642872	-0.250874349	-1.044757506	-1.294890903	-0.124191264	-0.83853118	-1.158580652	-0.56799398	-1.517284719	-0.964287764	-0.277005042	-0.213720074	-0.670602359	-1.225771212	0.130929396	-1.016702788
ENSMUSG00000046876	Atxn1	0.360852731	0.297770469	0.334040266	0.635491501	-0.40547858	0.480391475	0.456325327	0.781998583	0.722004391	1.716947853	0.951453326	2.009123294	1.036777482	-0.600027	0.469365738	0.912606042	0.509159661	0.311646796	-0.204292629	-0.181949554	-1.755296386	-0.040353095	-0.819470582	0.027898984	-0.548508532	-1.00061193	0.138951076	-0.69542249	-3.046464527	-1.366905218	1.431328059	-0.590008945	-0.649508185	-1.471380611	-0.051053467	-0.157401323
ENSMUSG00000046962	Zbtb21	0.510239138	0.643239055	0.84593439	0.815596583	0.200307604	0.622270789	0.447384775	1.161558439	0.094849705	1.240270887	0.915112291	1.58738011	1.372500638	-0.2886359	0.361147854	0.903116163	1.031347903	0.720571414	-2.575098251	-0.975266777	-1.853975913	-0.889899422	-1.938899695	-1.142985629	-0.46613087	-0.218947349	-1.024056055	-0.3097814	-0.379191514	-1.007515557	0.662050334	-0.400777313	-0.636569838	-0.005093917	0.736486078	-0.758538749
ENSMUSG00000047030	Spata2	1.337329195	1.709338608	-0.736151111	0.549706755	0.774996139	1.05887024	0.632286387	1.09382972	0.323292404	-0.154695366	-0.488361427	0.817459786	1.64446279	0.231769515	0.811160623	0.216966234	0.835033665	0.705697774	-0.715178259	0.094302636	-1.034321719	-1.806431655	-1.582014395	-2.629512178	-1.012227562	-0.429447514	-0.218481876	0.000142215	0.467686093	-0.409654185	0.513658127	-1.041160829	-0.440778704	-1.395656479	0.84235559	-0.566271237
ENSMUSG00000047036	Zfp445	0.525898422	1.017654566	1.256607841	1.280140668	0.715759774	0.587355923	0.92532006	0.570755375	1.149028875	1.071594574	0.169559877	-0.167777133	1.141738041	-0.476113791	0.799273829	0.94197148	1.424585596	0.69526243	-1.287163277	-1.026286185	-1.596336842	-1.491518304	-1.411706258	-1.100674596	0.014141851	-0.679660151	0.232456196	-0.603635038	-0.241977909	-2.432752234	-1.632887435	-0.179644304	0.201609173	-0.151266105	-0.121092523	-0.120222463
ENSMUSG00000047126	Cltc	1.296419017	1.552997505	0.723251928	0.613604391	1.077617679	1.639949003	0.929067923	0.570955037	0.78754285	0.278173191	-0.743262806	0.712222188	-0.020900696	0.611385993	1.480215832	0.304049566	1.212322891	0.944551372	-0.817306642	-0.743110182	-1.287832773	-0.866532815	-2.463331764	-0.715969414	-0.566278191	-0.847889176	-0.105062846	-0.733307983	-0.703371808	-1.067436794	-0.350148428	-0.780948155	-1.534884222	0.826733823	-0.9604903	-0.252995194
ENSMUSG00000047153	Khnyn	0.287133625	0.77155609	1.43260671	0.419822579	-0.282254931	1.215886562	1.057024649	0.791332229	-0.515786309	1.217516899	0.317135957	-0.783154362	-0.576720594	-0.99971735	0.837892162	-0.161624842	0.628430275	-0.254709993	0.308716	0.039237813	-0.686602158	-0.332658032	0.8366634	0.907961014	0.138884343	0.241535838	1.278220981	1.17595738	-0.479010059	-1.040762701	0.486947595	-1.758257434	-2.981171063	-1.88373183	-1.00974469	-0.644555756
ENSMUSG00000047248	C2cd3	0.888311803	0.906619401	1.208150727	0.813782358	1.427288482	1.349681008	0.830736646	1.30822685	0.64996102	-0.00127286	0.225647881	1.238155194	0.351336597	0.04868154	0.835674842	0.859196431	0.970985745	0.391497379	-1.060723299	-0.732121289	-1.072782525	-0.992731057	-0.694874512	-0.27080942	-1.454539448	-0.35572994	-0.122250006	-0.820906453	-1.155089442	-1.105710758	1.257063323	-0.756759508	-0.641708629	-2.503711672	-0.831809637	-0.987466771
ENSMUSG00000047466	8030462N17Rik	1.278973483	0.538955859	0.49512921	0.101923895	0.616150035	0.845175683	1.164287868	0.097422939	1.802694454	1.124769056	0.747702085	0.214966174	0.304631272	0.222469296	1.33260896	1.555403517	-0.243923217	-0.105483531	-1.855995413	-0.698875573	-1.272151887	-1.627037861	-1.382339098	0.428591596	-1.032176222	0.304378735	-1.521685965	-1.682389827	-1.120429312	-0.693117923	0.431422267	-0.793282851	-0.57229849	0.853600383	-0.4852825	0.625212905
ENSMUSG00000047603	Zfp235	-0.671721261	-0.529232749	-0.744029852	0.280996511	0.219750812	0.439027374	-0.892980198	0.392394693	-0.011313856	0.672102254	0.811879234	0.899625927	0.538242654	-0.122997309	0.10130624	-0.480903709	0.345005684	-0.091985903	1.35546028	0.847631553	1.958143629	0.668310499	0.187487643	0.235118237	0.859272515	0.072813324	1.053192878	1.569800148	-1.787060938	-2.421118079	-1.686305328	-1.710238588	-1.460921073	-0.352256218	-1.101319998	0.556822969
ENSMUSG00000047648	Fbxo30	0.608058604	0.747922236	0.684997976	-0.911842406	1.359592144	0.984815087	0.220504819	0.026147753	0.676947301	1.186349162	1.719214513	0.637841757	1.185279561	-0.333864576	-0.072346121	0.424122783	0.876241411	0.77045656	0.315879953	-0.22037893	-1.295780827	-0.316539991	-0.146458499	-1.637155299	-1.315298757	-1.161190708	-0.202018364	-1.060479441	-1.422387701	-0.492393435	1.733847023	0.186507529	-1.901626783	-1.61705015	0.646660221	-0.884574401
ENSMUSG00000047671	Tctex1d4	0.061258838	-0.110630428	-0.950611402	0.525982963	0.333779426	0.489018352	0.309973165	0.353580601	0.978156948	0.586620262	0.999685706	0.248579063	0.758424673	0.480154893	1.426610927	1.572066377	1.383715376	0.744868232	-1.349279804	-2.576706796	-0.176870447	-1.427234002	0.204233981	0.278593091	-1.776162423	0.495232941	-0.866760561	0.53267806	-0.356821425	-1.648561285	0.69761721	-1.559212675	-1.410290831	0.454122218	0.101394715	0.192794059
ENSMUSG00000047749	Zc3hav1l	1.04040948	1.136416475	0.404435508	0.865598495	-0.693068084	0.572076251	0.307892969	-0.156499915	0.944304469	1.42184935	0.159989991	0.607502141	1.567974619	0.135225493	0.932782721	0.412268546	0.514076934	1.49868664	0.991233332	-0.717494092	0.423756411	-1.8859126	0.217163869	-0.550120999	-0.305509614	-1.253228021	-1.204141256	-1.228543749	-0.173366779	-1.741722931	-0.051960334	-0.702645488	-0.521952521	-0.903736329	0.462421703	-2.526162684
ENSMUSG00000047810	Ccdc88b	0.293960719	-0.068213618	0.646395416	0.632157297	0.429747668	0.729002866	1.559427954	0.767827778	1.308900981	0.291807077	-0.436418137	0.794992862	0.026241241	0.70235922	1.001852684	1.3239396	0.862915596	0.871914717	-0.554540731	-0.884665492	-1.254389435	-0.507024846	0.648587005	-0.193925889	0.075070806	0.787681873	0.726471469	-0.969004472	-1.14857677	-0.97623456	-0.127575006	-2.490352057	-0.578613132	-2.534432434	-1.475884801	-0.281403448
ENSMUSG00000047866	Lonp2	-0.830870981	-0.203134614	-0.599129371	-0.874867251	1.02903427	0.314595436	0.896884145	0.448004209	1.311647284	0.249216826	0.236808881	0.26950055	0.555306796	0.780447457	1.715614749	1.955896064	1.185641937	0.889568924	-0.656268014	-1.052552829	-0.01227409	-1.02234533	-1.195903609	1.238409345	0.037493391	0.346084896	0.467626481	0.680952986	-1.799069399	-2.140286883	-0.542437679	-1.64388082	-0.130511575	-0.566872147	-1.296506	-0.041824035
ENSMUSG00000047888	Tnrc6b	1.312756809	0.20471066	0.655304799	1.355501366	1.349444491	0.373232936	0.857674002	1.284384614	0.1261537	0.921529802	0.296328658	1.479035752	0.638413613	-0.989496874	0.368747491	1.238521151	0.935944282	0.543778867	-1.069722714	-1.587122904	-2.082035664	-0.029485245	-0.194750929	-0.745088487	-0.689122345	-0.178545978	-0.194690061	0.232518064	-0.768107206	-1.571114538	0.999780993	-1.764100622	-0.775178723	-0.61837496	-0.768135497	-1.148689302
ENSMUSG00000047959	Kcna3	0.769052794	0.759449714	0.79501688	0.534909249	-0.228715744	1.274382226	0.897693341	0.79431266	1.039890817	1.227284893	1.446524698	0.69452141	-0.072738022	-0.2264971	1.509577479	1.517107976	1.203151684	0.408391811	-0.887945467	-1.217178867	-1.703376255	-1.360929318	-1.562850641	-0.5131535	-0.333978922	0.171340749	-0.456370045	-1.114613262	-0.77031557	-1.549422275	0.343721449	-1.158556806	-1.088338304	-0.926780572	-0.629209147	0.414639985
ENSMUSG00000048109	Rbm15	0.182679359	1.019593403	1.969831571	0.736927624	1.088929865	0.837854321	0.51982574	0.417330339	1.446926296	0.896016211	-0.642320577	0.527469485	0.481042875	1.184169638	0.096624037	-0.300333953	0.808416604	1.556539251	-1.671446164	0.314279767	-1.580422191	-0.74355705	0.382222941	-1.389567974	-0.677757614	-0.316556264	-0.965447729	0.09475123	-0.794122566	-0.335366115	-0.30724112	-0.533929234	-1.335187375	-2.489938346	-0.107537344	-0.370698939
ENSMUSG00000048118	Arid4a	1.133951739	0.818023159	1.586684333	0.96023953	1.430676629	0.716770989	0.378438374	1.197244597	0.092737326	0.581271704	0.616876481	0.006206224	0.760784466	1.108462915	0.449794931	0.305739392	-0.012093444	-0.162786086	-0.408838003	-1.352457303	-0.067416117	-0.288117453	-0.273191027	-0.471111226	-1.422648995	0.363372325	-1.066748532	-0.363259716	-2.850171264	-0.069433398	1.113217807	-1.400774291	-1.77941741	-1.333816543	0.343490465	-0.641702575
ENSMUSG00000048120	Entpd1	0.378082053	0.67415439	0.167384296	-0.030912835	0.55269249	2.154022171	1.147278896	1.032067934	-0.197912803	1.700676206	1.037449115	-0.126694643	0.357872487	0.804157334	1.173695279	0.688647688	0.445656647	1.05649841	0.077039565	-0.620379565	0.379741029	-2.111258791	-1.743721875	-0.428983904	0.472832376	0.136461658	-0.209460084	-1.176774726	-1.167337434	-0.656466109	-0.942439356	-1.318957332	-1.234568464	-1.613623347	-0.80082033	-0.056098427
ENSMUSG00000048154	Kmt2d	1.277334493	1.713772491	0.843341804	1.553274879	0.194284628	0.443997372	1.24901559	0.145799892	0.56715329	1.803346166	0.862383153	0.079963254	0.008353645	-0.409282431	0.772579616	0.167110455	-0.147909363	-0.172242377	-0.593805151	-0.108459999	-1.058875724	-0.911976335	0.030518223	-1.397800335	-0.435467188	1.072332421	0.14951773	-0.545618281	-0.211684644	-0.812528608	0.869681879	-1.603395646	-2.186776153	-2.259006474	-0.364096889	-0.584835382
ENSMUSG00000048249	Crebrf	1.043399235	1.121434566	0.933851407	1.173453945	0.992595909	1.03490005	1.331928009	1.595951811	-0.131282252	0.910308756	1.15408778	0.581848758	-1.298320482	-0.490935355	0.439427869	0.939738082	-0.744591708	-0.024954189	-0.263190078	-0.900117245	-0.895497844	0.397565079	-0.580590664	0.048416206	-0.457098374	0.134405073	0.004561915	0.877335172	-1.864940987	-1.472082088	-0.056380687	-1.966678616	-2.032206454	-0.982341932	-0.357724304	-0.196276362
ENSMUSG00000048264	Dip2c	0.903544686	0.942534169	0.640989404	0.787179686	0.661328885	0.842644237	1.038870462	1.282972832	0.885905121	0.425306977	1.071602122	1.085375097	1.091038975	0.186158965	0.603241794	0.182589396	1.684767296	1.210048629	-1.125736224	-0.299033898	-0.870720207	-0.647571495	-0.619343311	-1.215739212	-0.258015494	-1.326430994	-0.864256788	-1.328174783	-0.320006247	-0.951556272	-0.346069858	-0.853157835	-1.738778253	-0.488571648	-2.307272691	0.034336473
ENSMUSG00000048271	Rbm33	0.836899653	0.962413064	0.838012593	2.600614517	0.798562394	0.733967354	1.418213288	0.370368553	0.337176714	0.868655457	0.9745956	0.028768806	0.957604296	0.722759985	-0.536958386	0.365152921	0.022548226	-0.181891917	-0.563708391	-0.697669087	-1.448477235	-1.01565479	-0.303806996	-1.620663557	-1.566792803	-0.566312133	0.525856437	-2.01764305	-0.261631223	-1.9934154	0.078171267	-0.839990747	0.046291482	-0.199476233	-0.185608407	0.513067746
ENSMUSG00000048379	Socs4	0.15582237	1.254983963	0.860648258	-0.412421827	-0.173392616	-0.882045643	0.3736905	0.240417141	-0.711910386	0.919554375	1.26289613	1.802797041	2.054205081	0.440329237	-0.197088902	0.585495879	0.398902887	0.468982231	0.115018035	0.25396534	-0.391923303	-0.101981774	-0.32610997	-0.300942634	0.391074696	0.225042869	0.018581216	0.976178483	-0.798865253	-3.053151372	-0.543512281	-2.552692709	-0.491157853	-0.867933791	-0.855601612	-0.137853805
ENSMUSG00000048440	Cyp4f16	0.990729975	0.845527692	0.44175512	0.8939286	0.272744839	-0.594747242	-0.163641331	0.246837855	1.465700416	1.368737523	1.017493249	1.325745444	0.479422396	0.723042244	1.335286368	-0.279265272	-0.060466328	-0.929806407	0.90289503	-0.43163742	0.496238847	0.356263278	0.276819851	-0.690063452	0.157422488	-0.754686742	0.114506391	0.069924306	-0.12910736	-2.775822377	-0.574908718	-0.556969081	-2.310804273	-2.009907143	-0.584847354	-0.93434141
ENSMUSG00000048546	Tob2	0.799124748	0.833076249	1.001058401	1.278280329	0.610178489	0.19821011	0.879353819	1.283058	0.599909409	0.947240331	0.779341464	1.228424174	1.410207354	0.085345925	0.583608773	0.549021201	1.066373261	1.034644188	-1.311524202	-0.972659142	-1.051983632	-0.811683725	-1.859070131	-1.828042487	-1.916998314	-0.86147967	-0.909611608	-0.739903858	-0.908504244	-0.413736366	0.824437354	-0.254073006	-0.645105113	-0.558592909	-0.33030877	-0.617616402
ENSMUSG00000048578	Mlec	0.96387464	0.630490326	0.043672585	-0.350141178	0.582423473	1.683383413	1.240978677	-0.201594519	0.420791937	0.609324642	-0.264030681	0.464394475	0.462130884	1.319289212	1.547435841	1.079893082	1.311022494	0.922898011	-0.355699388	-0.064933892	-1.529141267	-1.144887193	-0.934821823	-0.080702454	0.161905245	0.169804464	0.37385455	-0.741806322	-0.968656209	-2.518886673	-0.708765868	-2.042231988	-0.851280338	-1.275299502	0.307866413	-0.262555069
ENSMUSG00000048612	Myof	0.288122605	-0.143195613	0.063712658	0.302741035	0.848092801	0.990569982	1.595397828	1.04877097	0.688005009	-0.738419649	0.209699793	-0.289097444	0.024900727	0.912549224	1.133412973	0.766974025	1.135289505	0.888414672	-0.729037443	-1.202789963	-1.523243466	-0.325231095	-2.414112736	1.076939919	0.332036624	0.35281036	0.925718755	-0.304883079	-2.447210332	0.488730888	-0.195380295	-1.145968891	-1.720530603	-0.002256793	-0.371211635	-0.520321319
ENSMUSG00000048756	Foxo3	0.977709571	0.027697649	1.106613274	2.611558309	1.293475054	1.036750047	1.925370998	1.491272731	-0.010167383	0.025037263	-0.166725025	0.020081516	-1.782874218	0.652474541	-0.559516673	0.799797402	-0.103698439	-0.245631919	-0.027742165	-2.180822018	-1.001286197	-1.405578685	-1.31284743	0.028020691	-0.93621627	-0.083125313	0.342885468	0.26156933	-1.038383932	-0.549875614	-0.20736987	0.109761267	-0.541096541	0.060311229	-0.633579127	0.016150475
ENSMUSG00000048796	Cyb561d1	-0.273727671	0.783555263	0.072964861	-0.882999544	2.57854828	0.746442201	0.509351326	1.526224693	0.286494537	1.546980635	-0.062033505	0.380114174	-0.497478544	0.603658307	0.719371123	0.410263558	1.65579773	0.377767433	-0.07471951	-0.10455727	-1.001240518	-0.993588284	-0.677760861	1.117701213	-0.842011294	-0.769244533	-0.806521679	-0.125128108	-0.449726485	-0.587355876	-1.067436956	-1.708011445	0.765906331	-2.392480707	-0.517922914	-0.24719596
ENSMUSG00000048799	Cep120	0.33262957	1.151463835	1.212185039	0.449534943	0.857247338	0.571263125	-0.268688081	1.221126189	0.625584231	0.903522507	1.329210411	1.517051005	1.21537995	-0.343986025	0.751859179	0.832828357	0.24536605	0.633403933	-0.12408824	-0.494763526	-0.835849188	-1.959072145	0.263399248	-1.10158135	-0.395907041	-0.511769597	-1.186233556	0.311129487	-1.588738095	-1.374411834	0.195177936	-1.72205111	-0.707504525	-2.000583877	0.611900497	-0.616034642
ENSMUSG00000048874	Phf3	0.427656559	-0.199239591	1.084838823	1.370526321	0.75457778	1.314753981	2.038231775	1.410489988	-0.17690492	0.081686757	-0.065961428	-0.869010557	0.287760534	-0.312510576	0.920635518	0.855978331	0.127465316	0.5230498	-1.080403974	-1.009946312	-1.397806832	-1.569028883	-0.3688627	-0.056462962	-0.656637911	0.029911897	-0.197243153	0.700008031	-2.002358434	-2.156366947	0.907808156	-0.691219091	-0.875072667	-0.800360595	0.814593269	0.835424699
ENSMUSG00000048878	Hexim1	1.305649918	0.378829511	0.657040278	0.68497575	0.983028303	0.937124581	0.735398883	1.159304917	0.019856411	-0.356902389	0.283247999	1.768364954	0.762026414	0.071388856	0.695657474	0.614580948	0.61895379	0.951865209	-0.486662028	-0.547422289	-0.971556683	-1.043261463	-0.321969105	-1.389855324	-2.55362138	-0.949114245	-1.49581862	-1.350455562	-1.435969396	-0.21642171	1.027930299	-0.431330962	-0.491091695	-0.212659757	1.42757792	-0.828689808
ENSMUSG00000049106	Dcaf5	0.709370226	-0.543756795	0.847361623	-0.722047994	1.322356053	1.915792171	1.51979068	1.158179931	0.663854888	-0.077457508	0.718609845	0.8840694	-1.294977622	0.854827016	0.480442003	-1.291655961	-0.017257599	-0.157096017	-1.688037051	-1.180251691	-0.417508098	-2.104350524	-0.808629242	0.470922737	0.597030058	-0.112097978	-2.425780038	-0.134074011	0.629635446	-0.551848275	0.781359032	-0.389538645	0.028856579	0.448923721	-0.332127599	0.217111242
ENSMUSG00000049287	Iba57	0.060023213	0.548692557	0.496779311	1.09448354	1.209390902	0.493163224	1.018367936	1.431965968	1.31479711	0.45499965	-0.414646774	1.319792378	0.654137832	0.011310074	1.086707496	0.728226433	1.309744077	-0.1613844	-1.428855054	-1.355910688	-0.530350976	-0.628139234	0.517725278	-0.065619187	-0.499008597	-0.371849912	-1.102089553	-0.633733523	-2.331538263	-0.976396367	0.441273752	-0.469295529	-2.509990215	-0.693550773	0.38379733	-0.403019015
