ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC006_T2_F_AMR_R1	SC007_T2_F_AMR_R2	SC008_T2_F_AMR_R3	SC009_T2_F_AMR_R4	SC010_T2_F_AMR_R5	SC006_T2_F_AMD_R1	SC007_T2_F_AMD_R2	SC008_T2_F_AMD_R3	SC009_T2_F_AMD_R4	SC010_T2_F_AMD_R5
ENSMUSG00000051169	Rpusd3	1.44197677	0.552246613	1.556833348	0.551545927	1.169763356	0.642109123	0.681165552	0.009923162	0.311377098	0.21931131	0.10928288	-1.592220078	-2.178624822	0.394249016	-0.29441484	-0.115544435	-1.325813836	-0.156312608	-1.314645775	-0.662207761
ENSMUSG00000051652	Lrrc3	1.240009782	0.984729976	0.567899599	0.285151776	0.457561392	0.940831894	1.399734969	0.65200889	-0.364900991	0.601032066	0.860245903	-0.166970221	-1.373997721	-0.889796173	0.496972374	-2.038395636	-0.251279855	-1.583494379	-0.760253712	-1.057089934
ENSMUSG00000052336	Cx3cr1	1.126082786	1.648663331	1.404461362	1.397907231	1.364742989	-0.809995774	0.259720306	-0.115643166	-0.170265924	0.652436413	-0.296591568	-0.832859677	-0.319101272	-2.148006094	-0.4302774	-0.974667875	-0.389759455	-0.02438105	-1.087750999	-0.254714163
ENSMUSG00000052369	Tmem106c	1.04373782	0.516076705	0.86816745	0.882997189	-0.373592303	1.754416582	1.126429912	0.677606956	1.110025804	0.337055864	0.108342075	-0.452068257	-0.24667692	0.081227229	-1.47207008	-0.78636568	-1.168478322	-1.259032832	-1.262204985	-1.485594207
ENSMUSG00000052397	Ezr	1.79295148	1.120962739	0.389363806	0.939098372	0.777030423	1.026141991	0.905810308	0.345419405	0.635392226	0.796087844	-0.403679744	-0.449252765	-0.268823024	-0.397013435	-0.601560617	-1.283552532	-1.618463996	-1.105725411	-1.168499493	-1.431687578
ENSMUSG00000053411	Cbx7	1.080051305	0.618859774	0.800588888	1.359822321	1.10702168	-0.196190188	1.231407738	0.692525157	-0.499908704	0.768432178	-0.448546146	-0.531806578	-0.382150112	-0.62718225	-1.82051942	0.93502957	-2.039999068	-0.853093911	-0.446289549	-0.748052686
ENSMUSG00000054008	Ndst1	0.416127975	1.428666443	0.606565235	0.72335089	0.084936507	1.557895728	1.083922567	0.209738579	-0.463803594	0.937251898	-0.075895823	-1.024919411	0.207595467	-1.91760607	-0.851640236	0.110226328	-1.416665935	0.736252889	-0.776641476	-1.575357959
ENSMUSG00000054843	Atrnl1	1.21409438	0.788331256	1.425040889	0.898755389	0.595464661	0.324860512	-0.314321798	-0.586628076	-0.599675645	0.902265698	-0.64717875	-1.347554069	-1.235801683	-1.412430163	-1.383136922	1.078426464	-1.280624473	0.27998785	1.1944591	0.105665381
ENSMUSG00000055013	Agap1	-0.192259241	1.947775341	-0.107352692	-0.026312291	0.157629351	1.443436617	0.940806439	0.398050921	1.249723214	1.004027501	-0.174685997	-0.269032647	-0.74601261	-2.116488026	0.425686445	-1.046080903	-1.265322672	-0.160671814	-1.13384481	-0.329072126
ENSMUSG00000055044	Pdlim1	1.405262131	1.151616861	0.859797582	0.636334358	0.16955957	1.307986645	0.361746784	0.376622213	1.157504782	0.236328621	-1.374083663	-1.761338095	0.262050795	-0.545881625	-0.374206592	-0.876737791	-2.151810573	-0.183833343	-0.353570946	-0.303347711
ENSMUSG00000055053	Nfic	1.007482344	1.193377494	1.028503702	0.705201717	1.13716925	0.976146075	-0.350979249	-0.388654501	0.326392185	1.348435423	-0.717497166	-0.239580813	-0.765357696	-2.199050451	-1.227195263	-0.400080083	-0.262981574	0.763785503	-0.534025658	-1.401091239
ENSMUSG00000055148	Klf2	1.622943209	1.422423778	1.684086046	1.18172771	0.239400271	-0.029735939	-0.441458721	-0.708685902	1.216296749	0.153982589	-0.517024661	-0.109573408	0.41653981	-0.608295673	-0.156190418	-1.583459581	-0.951359867	-0.736809804	-1.701261938	-0.39354425
ENSMUSG00000055720	Ubl7	1.504022382	0.504163958	-0.330133663	0.730240856	0.023498269	0.388780614	1.616484097	0.70275622	0.62265804	1.93520171	-1.702649142	-0.684269754	-0.137481158	-1.267156454	-0.497179946	-0.845232767	-0.59710718	-1.177564306	0.075741882	-0.864773658
ENSMUSG00000055805	Fmnl1	0.542988965	0.846105593	0.034667106	0.840590955	1.255073018	1.807393845	0.835227573	0.264916644	0.318832222	0.397970043	-0.691950071	-1.465389054	-0.321155727	-1.285416145	0.129271251	-0.899039567	-2.331654165	0.609868506	-0.476581791	-0.411719201
ENSMUSG00000055912	Tmem150a	0.74331068	0.652524234	1.177756924	0.919213821	-0.064653164	0.917085657	1.361406543	-0.637109869	1.34963299	0.770452116	-1.111819344	-0.179897176	-1.459010014	-1.636556861	-0.050343811	0.125102407	-1.021191284	0.421754871	-0.713579428	-1.564079289
ENSMUSG00000055932	Fto	1.115024237	1.026003001	0.65644828	0.938461066	0.440835871	0.903407188	1.245138737	-0.200411217	1.155175802	0.377254301	0.547213742	0.270373545	-1.055456659	-0.238027186	-0.373796279	-1.085149545	-1.275200702	-1.165758932	-1.84668782	-1.434847429
ENSMUSG00000058013	11-Sep	1.361881217	1.358457799	0.801445429	1.086859233	0.538032825	1.224961105	0.452371828	0.478904147	-0.307720769	0.822650053	0.060846821	-0.899373511	0.09843757	-0.892996232	-1.2991431	0.027752162	-1.85958762	-0.877573046	-0.551230703	-1.624975207
ENSMUSG00000058099	Nfam1	0.935107541	1.515789313	0.818416663	0.993733708	0.753087839	1.046770409	0.873511018	0.431409065	-0.37075934	0.49080587	0.522908156	0.054822971	-0.391660362	-1.030977504	-0.163292031	-0.775644616	-1.884361738	-0.620565525	-1.655232134	-1.543869301
ENSMUSG00000058756	Thra	1.227374337	-0.248550635	0.236548664	1.244749267	1.364183972	-0.5504701	1.070957569	1.199547607	0.313296514	1.139526042	-0.929782507	-0.614407784	-1.048456035	-1.261546676	-1.463824968	-0.447355504	-1.743869793	-0.256985773	0.410485253	0.35858055
ENSMUSG00000059248	9-Sep	1.120941251	1.135889094	0.997467338	1.264048068	1.095975825	0.979287183	0.994528549	0.26320312	0.62109787	0.471430223	-0.378681068	-0.59831091	-1.16092215	-1.511355448	-0.144524465	-0.923494577	-1.119391985	-0.83204309	-1.634278186	-0.640866642
ENSMUSG00000059555	Tor4a	0.960571799	1.015753436	0.285705601	0.993755485	-0.582161956	1.954467082	0.750798168	0.954862095	1.067007896	-0.576374411	0.133552354	-0.338563308	-0.584907244	-0.5555765	0.488647553	-1.323234062	-0.564609331	-0.993954582	-1.418876129	-1.666863946
ENSMUSG00000059713	Rcan3	1.298924145	0.770484395	0.775982602	1.059441597	0.080344164	1.207339249	0.781213715	0.002364401	0.337029839	0.090865389	1.227404895	-0.233598684	-0.285220293	-0.389060929	-0.475421374	-1.365051079	-1.305524724	0.047243161	-1.247117464	-2.377643006
ENSMUSG00000061273	Mmgt1	1.364459505	1.098914869	0.884103321	0.176000439	0.488314803	0.250391967	0.151853806	0.654008746	0.980946002	1.31678375	0.028842711	-0.833695605	-0.633625716	-0.099067554	0.22519287	0.160365617	-2.254160076	-1.570931941	-1.399659086	-0.989038426
ENSMUSG00000061451	Tmem151a	1.138030602	1.264304673	1.000999693	0.686315742	0.666973829	1.104680653	0.78190997	0.257709367	-0.370359718	-0.039063013	0.6520711	-0.230929321	-0.847964942	-1.363616356	-0.24194932	-0.124015591	0.092412139	-0.658532738	-2.743554893	-1.025421876
ENSMUSG00000061536	Sec22c	1.028875968	1.276361762	0.805683653	0.468409864	0.933942309	0.810969504	1.236432571	0.281468719	-0.602047034	0.509456868	0.16045885	-0.841678852	-0.024561184	-0.243976994	-1.774520358	0.753856921	-0.563340677	-0.617574421	-1.8010615	-1.797155968
ENSMUSG00000062110	Scfd2	1.267914501	0.966024264	-0.010359552	1.121798859	0.843176743	-0.316373055	1.044564716	0.863793556	0.776269758	0.47499848	-0.507697292	-2.459437985	-0.561093117	0.65555051	-0.222898506	-1.223080632	-0.941968986	-1.067773067	0.301184041	-1.004593235
ENSMUSG00000062397	Zfp706	1.431376459	0.994475584	0.969348186	1.588166463	-0.262000951	1.074180433	0.542124498	0.259714898	1.416066376	-0.734928619	-0.543485951	-0.840077166	-0.425221113	0.700709033	-0.612324365	-0.883010781	-1.377168388	-1.002592971	-1.208426357	-1.086925268
ENSMUSG00000062464	Cyp4f37	1.193779525	1.454750883	0.958942839	1.496579827	0.839934735	0.626743944	0.182738693	0.160655856	0.718639491	-0.237444148	-0.504970423	0.313221138	-1.007554673	-0.764406654	0.24863204	-0.498087671	-0.768417557	-2.026802391	-1.809634739	-0.577300717
ENSMUSG00000062585	Cnr2	1.010995018	1.318390731	1.10493947	1.328367099	0.817555691	0.585034187	0.348869065	0.375545945	0.363813313	-0.185583908	1.059073031	-0.482761158	-0.891468319	-1.471236371	0.262813708	-0.109242208	-1.228629207	-1.352458562	-1.36478613	-1.489231396
ENSMUSG00000063065	Mapk3	1.287457816	0.90684004	0.605345622	1.270037798	0.400792273	1.102710386	0.911356252	-0.20115781	0.996044927	0.829303668	-0.248990015	-0.074363445	-0.131875675	-1.826523877	-0.271326109	-1.439833431	-0.986976971	-0.730523162	-1.774296984	-0.624021305
ENSMUSG00000063931	Pepd	1.420525146	1.323046875	0.633957826	1.176327401	-0.111823326	1.613910315	0.53248787	0.83448731	0.786455827	-0.441398716	-0.184704454	-1.495072404	-1.601300667	-0.028077382	-0.187250118	-0.814303784	-0.703130643	-0.921459314	-1.406359862	-0.426317899
ENSMUSG00000064023	Klk8	1.046943406	0.693203943	0.899626264	1.054941502	0.62735442	0.555060179	1.042791348	1.206521151	0.065761482	1.086139608	0.15410441	-0.327196402	-0.940750584	-0.041486193	-0.797714949	-1.600323269	-0.953701148	-2.149531262	-0.889527018	-0.732216886
ENSMUSG00000064043	Trerf1	-0.131112524	0.392028117	0.428569086	0.048692784	0.611248245	1.01960921	1.222809137	0.968814164	0.446030183	1.983164716	-0.076142887	-0.655317919	0.198946314	-1.702725664	-0.268152441	-0.10997711	-2.431601271	-0.521681915	-0.776503245	-0.64669698
ENSMUSG00000064267	Hvcn1	1.465362442	1.202415686	0.996651341	1.192442347	0.245232126	0.826215995	0.573291164	0.427313343	0.55039388	-0.354899932	0.281485845	0.252805485	-1.799022044	-1.32899806	-0.702006197	-0.277587291	0.430672862	-1.041245298	-1.473355191	-1.467168505
ENSMUSG00000065954	Tacc1	0.811142579	0.269777582	1.466542805	1.061090154	0.959645357	-0.024768556	0.936702781	0.21081578	0.285554065	1.480868264	0.138858978	-0.272864497	-1.208208392	-1.260133037	-0.629560352	0.529549319	-2.190590047	-0.665537802	-1.026875915	-0.872009067
ENSMUSG00000066026	Dhrs3	0.642974965	1.35843685	0.215317947	0.990487207	-0.118334296	1.511600837	0.313492983	0.536988491	1.466300486	0.509749654	-0.374788623	-1.092381541	0.067460142	-1.147777691	0.314390085	-1.154646014	-1.799381724	-0.694463666	-1.671703347	0.126277256
ENSMUSG00000067149	Jchain	0.722435964	1.601302292	2.055299372	0.214228027	0.534688331	0.309732905	0.764895965	0.342742379	-0.00418783	0.754437733	-1.318574872	-1.318574872	-0.970162447	-0.190077502	-1.318574872	-0.604779133	-0.195422096	-1.318574872	-0.939402548	0.878568073
ENSMUSG00000067567	Hdac8	0.478244863	0.93689252	0.223877821	0.437486444	-0.003481723	1.544217812	0.685586786	1.214188429	1.141497619	0.825440871	-0.216416267	-1.522971841	-0.304756302	0.17249729	-0.720534667	-0.257306821	-0.473970665	-2.549389729	-1.153815428	-0.457287011
ENSMUSG00000067653	Ankrd23	0.251486007	0.36526224	0.489946063	0.505362409	1.050611908	0.78160948	0.753580262	0.96704669	0.940353989	0.855261113	0.546522458	-0.237916564	-2.429356049	0.413895176	0.233200432	-1.022403294	-0.636018817	-1.824412384	-0.681649673	-1.322381447
ENSMUSG00000068036	Afdn	1.303609341	1.324400166	1.171597127	1.224791845	1.648728874	0.179957039	0.180376299	0.30351968	-0.009949411	0.61739734	-0.415933399	-0.85394622	-0.369174818	-0.848558493	-0.129578992	-0.340392882	-2.193422748	-0.94477978	-1.162552576	-0.686088391
ENSMUSG00000068566	Myadm	1.568497664	0.695188757	0.956236708	0.338710146	0.235836078	0.872281454	0.546557897	0.053044295	0.592462029	1.069361565	-0.469370729	-1.105181351	0.760901286	-0.550189691	-0.222434968	-0.93735674	-2.593263261	0.304379073	-0.825841889	-1.289818322
ENSMUSG00000068663	Clec16a	1.429706824	0.961206588	0.700711879	1.020148685	0.78397903	0.348982927	0.994060424	-0.368251504	-0.725074834	1.376338505	0.367162547	-0.946156184	-0.623844915	-1.457810343	0.511409217	0.000865797	-2.16185759	-0.598106706	-0.605309629	-1.008160717
ENSMUSG00000068735	Trp53i11	0.456527386	2.047216873	0.782071089	1.019229863	0.536712481	1.334675124	-0.544424594	-0.904440721	1.386281121	0.694470236	-1.077304216	-1.216574028	-0.490075283	-0.804309184	-0.09436517	-1.354784418	-1.285598736	0.021549573	-0.57621163	0.069354234
ENSMUSG00000068747	Sort1	0.824827843	0.659523086	1.135137983	0.718211676	0.657256231	0.288232837	1.034046242	0.548537514	0.049090379	1.328290089	0.723056212	-0.23916682	-0.670319942	-1.400871523	0.253693115	0.003775152	-2.077428957	-1.541508053	-1.302334005	-0.99204906
ENSMUSG00000070369	Itgad	0.894768015	-0.015854517	1.094086419	0.495941368	0.962419656	0.857019596	1.1835763	1.170167288	0.380525032	0.962199922	-0.784775828	-1.358087931	-0.364639339	-0.108612625	0.475450529	-1.20071964	-1.481893679	-1.377724687	-1.69710826	-0.08673762
ENSMUSG00000071398	2410004P03Rik	0.83335277	0.955492384	1.062421526	0.38034092	1.568171594	0.293784132	0.472604	0.262602733	0.692877873	-0.138439503	0.13360882	-0.409599955	-0.345667322	0.350078424	-0.022335219	0.009977204	-2.61962815	-0.589768727	-2.140602486	-0.749271018
ENSMUSG00000071604	Fam189a2	0.914851994	0.712393049	0.847238669	0.909065568	0.738899857	1.170303183	1.110524408	0.386460641	0.399449087	0.522136855	0.471230183	-0.64906185	-0.272467316	-0.673260487	0.201999069	-0.409455519	-2.232065914	-1.379656537	-1.760807197	-1.007777744
ENSMUSG00000072761	Gm6712	0.907449876	-0.003192243	0.659495021	1.046747082	1.16578207	1.212913873	0.192567156	0.452789868	0.665047089	-0.860552904	-1.07348907	-1.696250653	-1.912515464	-0.594272782	-1.354163387	0.904754772	0.654527686	0.780203199	-0.605624662	-0.542216527
ENSMUSG00000072964	Bhlhb9	1.14048681	0.743472279	1.299457765	1.01681801	0.885358471	0.671926116	0.950359903	0.347254617	1.119456462	0.512938561	-0.29310283	-0.979049566	-0.664360745	0.198622276	-0.343652247	-1.06915701	-1.762236422	-1.326424007	-1.207997746	-1.240170697
ENSMUSG00000073494	Sh2d1b2	1.696646467	1.388054528	0.950607336	0.771488311	0.94922631	-0.6134453	-0.336790815	0.201989989	0.791119371	1.181584576	-0.058539644	0.172144888	-1.007833778	-1.264401604	-0.115157983	-0.155463152	-1.404208918	-1.956848258	-0.750033017	-0.440139308
ENSMUSG00000074212	Dnajb14	0.967919276	1.091997484	1.010361741	0.648108857	0.827083129	-0.655945821	0.654550553	0.348371835	0.12852188	1.855161804	-0.232509045	-0.080337896	-0.150567119	-2.073912173	-0.79862501	0.334928609	-1.564769619	-1.563321087	-0.343897031	-0.403120367
ENSMUSG00000074364	Ehd2	1.394785529	0.110138708	1.178909135	0.459005687	0.95683201	0.082990842	1.350570757	1.245568207	0.219429199	-0.594774146	0.119563224	0.464933244	-1.037893492	-1.267999384	0.60699877	-0.789324572	-1.757207217	-0.197629781	-1.757246801	-0.787649918
ENSMUSG00000074671	Tspyl3	1.005905331	0.66388337	0.600611623	0.979312202	0.241277859	0.457445407	0.926751643	1.036773025	1.647111164	-1.166235902	-1.17697847	-1.718650405	-0.221209487	-2.175544852	-0.480224282	-0.007957294	-0.084681225	-0.623347453	-0.269409684	0.365167428
ENSMUSG00000074825	Itpripl1	0.336731146	1.23869523	0.848401538	1.741830893	1.075495707	0.534190636	1.342095201	0.339444417	-0.445998789	0.110876054	0.207350494	-1.625176565	-1.28889769	-0.757826706	-0.04385828	-0.046233615	-1.601728867	-0.238830412	-1.567514404	-0.159045988
ENSMUSG00000074918	Inafm2	0.62427474	0.39402493	1.220146081	0.778781504	0.529650405	0.332520192	1.047279281	0.09515727	0.851369686	0.890204769	0.492337081	0.549770993	-0.612878093	-2.303359632	-0.493805082	-0.015366152	-1.922630075	-0.97520416	-1.492675113	0.010401378
ENSMUSG00000075467	Dnlz	1.508267742	0.868712073	0.88990578	1.184894428	0.952104503	0.15531874	1.35144554	0.111739423	0.130681357	-0.080770224	0.725019184	-0.705530841	-1.701737426	0.231964173	-0.137245609	-1.804668057	-0.668899543	-1.421630869	-0.814863318	-0.774707057
ENSMUSG00000079429	Mroh2a	1.30632174	0.670396853	1.521755443	1.132673937	1.844826352	0.027594272	0.135773703	-0.479097697	0.109058279	0.733476143	-0.137813897	-1.372932604	-0.19855805	0.122160443	0.092016704	-1.297852012	-1.896343729	-0.822617694	-0.681719543	-0.809118644
ENSMUSG00000081534	Slc48a1	1.254930636	1.31567142	1.107553916	1.060471962	0.744306694	1.09223706	0.993183142	0.242876383	0.374896158	0.096721416	0.442265871	-0.436898578	-1.31724681	-1.096243582	-0.51328825	-0.455965079	-0.694604222	-1.295412785	-1.77026279	-1.145192561
ENSMUSG00000083282	Ctsf	1.012868759	0.613267898	0.836386588	0.895631569	0.212542682	0.992453411	0.869589414	0.795195526	1.61992358	0.415580896	0.411960596	-0.300228336	-0.718285897	-0.304542747	-0.649775025	-1.322622115	-1.837690167	-1.031417774	-1.607293837	-0.903545022
ENSMUSG00000086564	Cd101	0.99206965	1.547368163	1.227624646	1.27848809	0.419414556	1.04061923	-0.736860891	0.449705644	0.180242953	0.585949786	-1.332835879	0.178501017	-0.940257645	-0.070939316	0.729851817	-1.330034558	-0.395616791	-1.27970182	-1.461342755	-1.082245899
ENSMUSG00000087265	Gm12349	0.993001148	1.325212684	0.554727763	1.210877307	0.705994693	0.969104763	0.746604899	0.963435114	0.519175239	0.794310191	-0.484182806	-0.815442647	-0.889166741	-0.557128768	-0.004344811	-1.414946617	-1.96084625	-1.127285198	-1.196335419	-0.332764542
ENSMUSG00000089876	Tmem102	0.50535741	1.286435319	0.690793713	1.152298875	0.546405764	0.48990057	0.974986525	0.794294928	0.410088923	0.356932565	0.529620598	-0.37268435	0.000985155	-1.084816654	-0.451313116	-0.871099639	-0.73473459	-0.436983634	-2.991162195	-0.795306167
ENSMUSG00000090035	Galnt4	1.544069503	0.8023647	1.481233204	0.371508475	0.671797679	-0.356140258	1.539124015	0.465530117	0.186884381	0.696578548	0.456274418	-0.7527882	-1.576344597	-0.290485996	-0.376340436	-0.37364956	-1.735911055	-1.092366139	-0.220738167	-1.440600634
ENSMUSG00000090262	NA	1.204194985	0.954739277	0.460215185	1.353773756	-0.364013236	0.71230841	0.506346419	0.495995422	1.548832367	0.049593299	0.422327106	-1.073581558	-0.490878541	-0.467859634	0.239575608	0.238325593	-0.791906645	-1.926857251	-1.74705257	-1.324077991
ENSMUSG00000091337	Eid1	1.498720331	0.684846981	0.723167706	0.83210921	0.74223549	0.913059448	-0.10306122	1.427480455	0.978552396	0.619904423	0.040323656	-0.782082931	-1.22955384	-1.06988436	-0.717980493	-0.857441566	-2.079612373	-1.143440215	-0.357155725	-0.120187371
ENSMUSG00000095079	Igha	0.838738217	1.319176927	1.928475982	0.606355385	1.078892948	0.447477185	0.246009898	0.875564649	0.237026265	0.584705006	-1.450071541	-1.450071541	0.137333225	-0.451380052	-1.450071541	-0.708152904	-0.13398772	-0.594649449	-1.450071541	-0.611299397
ENSMUSG00000095115	Itpripl2	0.749452124	0.369928919	0.88982578	0.577588073	0.963308849	0.794540586	1.366793758	0.983992015	-0.820679472	0.785167755	0.118431104	-1.136628664	-0.908667932	-0.038097347	0.621031406	-0.606356761	-2.578362043	-0.255671068	-0.681117662	-1.194479419
ENSMUSG00000097645	Gm26863	1.120490564	-0.041598468	0.560753677	0.279860015	0.165297381	1.557475058	0.487185687	1.060877571	0.927361918	1.212883125	-1.712499942	-1.263678438	-0.04809013	0.266469474	0.280991331	-2.018804348	-0.838689392	-0.990187994	-0.860597703	-0.145499387
ENSMUSG00000098176	Ccdc166	0.095089431	0.697752958	0.993627236	-0.1534542	0.655798242	-0.542370589	1.933675403	0.826263604	1.713403566	1.297822565	-0.814581173	-0.70465414	-0.610392392	-0.003044212	-0.20253969	-1.253792965	-1.563121159	-1.206199296	-0.654443261	-0.504839928
ENSMUSG00000000028	Cdc45	-0.288856136	-1.278293497	-0.415986628	-1.2482888	-0.435279705	-0.379511971	0.487225654	0.006547401	-1.365450159	-1.098662488	0.238919891	0.847082581	-0.44683082	1.011226537	-1.267330484	0.274703297	1.76606196	1.763560082	1.319748319	0.509414965
ENSMUSG00000000278	Scpep1	-0.551799745	-0.047804133	-0.254005999	-0.055857656	-0.327183504	0.511138076	-0.840660267	-1.186896333	-0.98365648	-1.375499244	0.104516781	-0.166663235	-0.509274777	0.069032167	-0.703275341	0.591215603	3.017570125	1.523500602	0.539412814	0.646190545
ENSMUSG00000001020	S100a4	0.666356692	0.272066794	0.993539063	0.414240064	0.124861669	0.509893146	0.057562947	-0.069112065	-0.398205404	-0.305677906	-1.417032539	-0.864036559	-1.76274451	-0.745146636	-2.196804838	1.139702371	0.212246947	0.598344318	1.440938917	1.32900753
ENSMUSG00000001025	S100a6	0.306734467	-0.310307124	0.207563826	-0.516040207	-0.498332529	0.046748966	-0.454879046	-0.260982907	-0.570836596	-0.471884534	-0.631185582	-0.463816533	-1.756461916	-1.023672588	-1.074429623	1.242057934	1.329700343	1.335829688	1.584371457	1.979822503
ENSMUSG00000001627	Ifrd1	-0.059479033	-0.108280145	-0.020134224	-0.288485601	0.406661242	-1.154661232	-1.268863216	-0.933211687	-1.735908901	-0.832519976	-0.604957637	0.250021554	-0.180251077	1.964618059	-0.478293064	1.233240511	0.484632138	0.463604655	1.978260023	0.884007611
ENSMUSG00000001630	Stk38l	-0.145762663	-0.849551271	-0.388993112	-0.758739964	0.004411843	-0.523786437	-0.436585689	-0.815554528	-0.865745694	-0.798803377	-1.208141014	-0.404424715	-0.569494424	0.686261436	0.897863952	0.025479331	0.414463263	1.727965202	2.549002215	1.460135647
ENSMUSG00000001750	Tcirg1	-1.08325701	0.18670208	-0.896710032	-0.591037742	-0.197458755	0.056413524	-0.734650717	-0.852290727	-0.510474157	-1.38638483	-0.922349276	0.542807504	0.032953368	0.269488296	0.288667964	-0.230673557	2.373084749	2.125678573	1.250555318	0.278935429
ENSMUSG00000001918	Slc1a5	0.621799257	0.631938382	0.789535029	0.736024463	0.766328329	-0.950399756	-0.007760837	-1.011810808	-0.333522609	-1.3325722	-1.091584773	-0.395516487	-2.04956393	-0.693316435	-0.51847736	0.967990609	1.353416562	1.806392828	0.535491258	0.175608478
ENSMUSG00000002068	Ccne1	0.021972249	-0.239607087	-0.726506703	-0.724084228	-0.937897597	-0.201924714	-0.279481388	-1.223633055	-1.236678163	0.199752716	0.023178383	-0.762268157	0.67992494	0.487854951	-1.246135141	1.297742571	1.811882687	0.826371409	2.309507646	-0.079971319
ENSMUSG00000002204	Napsa	0.456706129	-0.760295677	-0.085583544	-0.769019182	-0.905670825	-0.292632004	-0.496939613	-0.169061611	0.034424936	-1.494374277	0.216627468	-1.057266295	-1.496291379	0.348387888	-0.068976994	1.735303152	2.316732962	1.216468647	0.671240547	0.60021967
ENSMUSG00000003123	Lipe	-0.585823151	-0.689977437	-0.945597884	-0.69310097	-0.053786651	-0.023300623	-0.435819866	-1.150653727	-1.216617382	-0.00473021	-0.933733803	1.648069812	-0.371565001	0.392240114	0.168603399	1.097544651	1.948683186	1.521217201	1.288969166	-0.960620824
ENSMUSG00000003308	Keap1	0.086460192	0.030844804	-0.778662909	-0.695937653	-0.746806155	0.024137159	-0.776083252	-0.256999791	-0.877336739	-1.325481451	-0.032001458	1.195765517	-1.253621415	-0.209202457	0.120585642	0.390872717	3.00063283	1.249632062	0.475398487	0.377803867
ENSMUSG00000004099	Dnmt1	-0.852214975	-0.402140146	-1.007483108	-0.676112486	-0.436952355	-0.266279684	-0.013602951	-1.023388678	-0.411051204	0.599301052	-0.750673718	0.799856801	0.07128925	-1.110144977	-0.705780094	0.551614518	1.722444787	1.935452641	2.190927092	-0.215061765
ENSMUSG00000004552	Ctse	-0.615900653	-0.059179776	0.144873185	-0.178914532	-0.724090964	-1.367248637	-0.635047761	-0.59988404	-0.578394903	-0.745433384	-0.834866815	-0.647501466	-0.400388202	-0.688802262	0.007530016	1.352786499	1.911932866	1.605762268	1.671926535	1.380842027
ENSMUSG00000004562	Arhgef40	-0.763438696	-0.887042702	-0.651942257	-0.248417655	-0.485934009	-0.355921854	0.53997022	-0.125899765	-1.118725596	-0.720157885	0.187499899	-0.831161599	-0.772173116	-0.405144718	-0.882670351	1.760752041	1.119775165	2.131969405	1.696797079	0.811866395
ENSMUSG00000005410	Mcm5	-0.775571679	0.259956308	-0.310932549	-0.981446331	-1.180328756	-0.502178767	0.053718395	0.210967392	-1.164209096	-1.46875632	-0.014553988	0.070715743	-0.130429145	0.709434412	-0.187216432	-0.422451138	1.800212163	2.047343659	1.973333499	0.01239263
ENSMUSG00000005583	Mef2c	0.113759191	-0.275926835	0.022156627	-0.050668424	-0.036299917	-0.784858564	-0.979091284	-0.778870973	-0.790833569	-0.516408542	-0.319005765	-0.436694837	-1.087647524	-0.853100619	-1.075041848	1.338862969	1.521688001	1.750177784	1.794046003	1.443758126
ENSMUSG00000005800	Mmp8	-0.402307371	-0.069167801	-1.171932012	-0.363430778	-0.371313991	0.488562341	-0.245947756	0.457895229	-0.210103287	-0.016064102	-0.414307718	-0.748485331	0.585638153	-1.357768198	-2.075284224	1.549833553	1.267122741	1.6569898	1.620434599	-0.180363849
ENSMUSG00000005824	Tnfsf14	0.052938671	-0.068578449	-0.477221371	-0.501078249	-0.486878965	-1.746574495	0.210208919	-1.746574495	-0.475792299	-1.746574495	-0.415792359	-0.060460784	0.401685492	0.839499124	0.14226011	1.05527415	1.428276203	1.459244252	1.405032606	0.731106436
ENSMUSG00000006310	Zbtb32	0.152770692	-1.062581389	-0.156041619	-0.26944485	-0.186844441	-0.573964145	-1.282883289	-0.232552942	-1.208189681	-0.875808468	-0.225537568	0.223891228	-0.930613032	-0.568804909	-0.248500132	1.192499335	1.892141576	1.780408171	1.840879952	0.739175509
ENSMUSG00000006360	Crip1	0.66700221	0.381699328	0.32721212	-0.598019758	-0.828231377	0.394590786	-1.464791736	-1.159288032	-0.676748	-1.089071128	-0.341223905	-0.648222694	-0.696815534	-0.493754523	-0.794276526	1.356257547	1.678961454	1.608885046	1.146551385	1.229283336
ENSMUSG00000006362	Cbfa2t3	0.448680832	0.628352176	0.774724783	1.059946207	0.622919421	-0.047893583	-0.468360605	-1.441505735	-1.405026273	0.261876927	-0.487301634	-0.95217699	-1.469962251	-1.106904228	-1.040848698	1.618337618	1.10237291	1.301086243	0.861331526	-0.259648645
ENSMUSG00000006517	Mvd	-0.936166863	0.335503154	-0.948843597	-0.418039218	-0.328084545	0.664600365	-1.165335375	-0.077723439	-0.53479598	-1.890440182	-0.683789477	-0.289216636	-0.13452736	0.846890399	-0.029770223	-0.32574087	1.771180708	2.119347445	1.225030367	0.799921326
