ensembl_gene_id	gene_name	AT01_AT2Y_F0_D0_R1	AT02_AT2Y_F0_D0_R2	AT03_AT2Y_F0_D0_R3	AT04_AT2Y_F0_D0_R4	AT05_AT2RY_F0_D0_R1	AT06_AT2RY_F0_D0_R2	AT07_AT2RY_F0_D0_R3	AT08_AT2RY_F0_D0_R4	AT13_AT2RO_F0_D0_R1	AT14_AT2RO_F0_D0_R2	AT15_AT2RO_F0_D0_R3	AT16_AT2RO_F0_D0_R4	AT09_AT2O_F0_D0_R1	AT10_AT2O_F0_D0_R2	AT11_AT2O_F0_D0_R3	AT12_AT2O_F0_D0_R4
ENSMUSG00000024940	Ltbp3	1.46131993	0.917596322	0.88922569	0.976933197	1.198539298	0.774210889	0.131158577	0.746636607	-1.631792886	-1.074002049	-0.926613266	-0.760117724	-0.035309991	-0.80600858	-0.807901425	-1.053874588
ENSMUSG00000024976	Shoc2	0.490339159	1.231627465	1.461524092	0.42023086	0.652586418	1.045846353	0.100285299	0.73587078	0.115476774	-1.073549527	0.243717976	-1.186529608	-1.852404051	-0.988700616	-1.346970088	-0.049351286
ENSMUSG00000024981	Acsl5	0.671390102	-0.070952177	0.677150753	0.957744044	1.241195921	0.426206593	1.420567734	-0.037898584	-1.188062337	-1.521232888	-1.83612786	-1.370292329	0.615238088	0.197679725	-0.185510506	0.002903721
ENSMUSG00000024998	Plce1	0.88375465	0.614953898	0.214113952	0.962594295	0.28166752	0.223070511	1.068507432	1.039998043	-1.571224222	-0.456761671	-0.225461701	-2.552307023	0.245170467	-0.721540072	0.585266099	-0.591802178
ENSMUSG00000025026	Add3	1.194375876	0.821390828	-0.058821763	0.706668133	0.504751832	0.128247229	0.942496779	1.066687152	-2.433795969	-0.657995329	-0.421641934	-1.581712441	0.145491591	0.684906474	-0.396977399	-0.644071059
ENSMUSG00000025203	Scd2	0.24235309	-0.749759017	-0.958280766	0.170372514	1.430014346	0.486486023	0.438524717	0.943441888	-1.88249431	-1.270219109	-0.401167346	-1.024110758	1.76992425	0.745866802	0.100690644	-0.041642968
ENSMUSG00000025323	Sp4	1.527891849	1.454130642	0.649561604	0.622220952	0.6362672	0.651425122	-0.122218678	-0.747992513	-2.030059749	-0.743734643	0.339112998	-1.149456871	0.412353892	-0.359224529	0.229428084	-1.36970536
ENSMUSG00000025510	Cd151	1.056018615	-0.227086019	1.169543267	0.778033535	-0.556667308	-0.181929499	0.118361319	-0.471084998	-0.44552715	-1.339251806	-2.263035273	-0.623683403	1.442529582	1.228889203	-0.105370652	0.420260586
ENSMUSG00000025557	Slc15a1	0.957889809	1.545230679	1.009235655	0.189787353	0.515450015	0.314452786	1.354767155	0.413370025	-2.079346637	-0.123555718	-0.672031267	-1.449416922	-0.061391306	-0.914429651	-0.637753903	-0.362258072
ENSMUSG00000025656	Arhgef9	0.849884128	1.483497532	1.160544549	-0.20317193	0.684976618	0.910839032	0.356218275	0.573137702	-1.386921692	-0.182926931	-1.386921692	-0.918297125	-1.386921692	0.507924499	0.325060417	-1.386921692
ENSMUSG00000025666	Tmem47	0.822099641	1.168322479	0.823598038	1.076840891	0.34734371	0.29381208	0.312133078	0.989330523	-1.278487439	-0.734706888	0.505671027	-0.478697968	0.416869591	-1.953960699	-1.664367551	-0.645800514
ENSMUSG00000025810	Nrp1	1.353340347	0.574737902	1.37813455	0.506857694	0.314376729	0.32027965	0.837785302	0.798640877	-1.81322458	-1.537658355	-0.419135235	-1.66229261	0.142855111	0.168068109	-0.618646396	-0.344119094
ENSMUSG00000025867	Cplx2	0.235874542	1.008846619	1.599003234	0.01620573	0.313441279	1.01010729	1.177828341	1.328126388	-1.633635302	-0.7860552	-0.321319478	-1.118426836	-1.075308987	-0.744887024	-0.159944019	-0.849856576
ENSMUSG00000025969	Nrp2	1.124786015	0.90452713	-0.357979715	0.940315575	0.988727565	0.490524689	0.957961467	1.303180215	-1.343575112	-0.893409822	-1.228562569	-1.595064965	-0.473608254	0.501475156	-0.842884068	-0.476413308
ENSMUSG00000026070	Il18r1	-0.233528269	-0.011121899	0.587389847	0.384547157	1.20943561	0.928792971	0.747780586	1.483730126	-0.52886119	-2.477403822	-0.047673121	-1.655543872	0.127455125	-0.222418501	-0.367171669	0.074590921
ENSMUSG00000026077	Npas2	0.344733324	1.182149491	0.185093992	-0.655631616	-0.397900994	0.453759632	1.424634587	1.25038453	-1.581558476	-1.599371416	-1.217476894	-1.242537896	0.445581661	0.356177676	0.304490582	0.747471817
ENSMUSG00000026235	Epha4	1.104754054	1.367707602	0.376289487	1.125161967	-0.418696054	0.240860629	1.079167681	0.788320009	-0.031390325	-0.323152261	-1.839076201	-0.969159031	0.257147826	-0.474188493	-1.902243987	-0.381502904
ENSMUSG00000026238	Ptma	0.750614015	0.56814091	1.699182543	1.522963635	0.273961288	-0.616484695	-0.352117398	-1.156257929	0.152613694	-1.066398444	-1.372271797	-1.472000743	0.580579808	0.621384354	0.657116442	-0.791025684
ENSMUSG00000026347	Tmem163	2.182969618	0.759684424	-0.083516312	1.03738073	0.291423703	-0.628168798	0.23721689	0.349434647	-1.246894127	-0.846119771	-1.423078184	-1.672743878	0.699009749	0.557280319	-0.090297652	-0.123581358
ENSMUSG00000026355	Mcm6	0.526425543	1.127161987	0.467475987	1.042707952	1.353847032	0.601314354	1.570851651	-0.182921095	-0.70148143	-1.369056225	-1.455530456	-1.129907244	0.180208317	-0.243564541	-0.891719274	-0.895812558
ENSMUSG00000026389	Steap3	0.274329024	1.165178508	0.687231951	0.65278154	0.033528285	0.874244354	1.534131418	1.224331945	-0.958259717	-0.924352444	0.091926853	-1.331033259	-0.872724339	-1.059250107	-1.603045512	0.210981503
ENSMUSG00000026404	Ddx59	0.966704649	1.603885416	0.388508707	1.173282736	0.840763454	0.641508361	0.772611633	0.75495657	-0.961675997	-1.122598227	-0.338802176	-0.55377418	-0.388973514	-1.445141588	-0.924188268	-1.407067576
ENSMUSG00000026411	Tmem9	1.891963718	0.646161678	0.514290366	1.505370008	0.868223551	0.125274477	0.13243396	0.635632828	-0.66029257	-0.612467535	-1.548332226	-1.391838264	-0.326152061	-0.101654063	-0.287033863	-1.391580005
ENSMUSG00000026421	Csrp1	1.228306633	0.865103249	1.452725	1.344344791	0.843678571	0.299358413	0.921213314	-0.119844689	-0.985024727	-0.807425577	-1.251402779	-1.52471915	-0.461671161	-0.280868287	-0.449778481	-1.073995121
ENSMUSG00000026436	Elk4	0.002683629	0.917655583	1.429915712	0.705582745	-0.22099012	1.062835998	1.457258365	0.750253789	-0.56998798	-0.927929587	-0.194469596	-1.298247675	-0.770087001	-1.877142472	-0.788351715	0.321020324
ENSMUSG00000026457	Adipor1	2.293088056	1.640187342	0.61720196	1.381479365	0.275016563	-0.022872604	-0.717987802	-0.236955007	-0.558310466	-1.076772309	-0.66625242	-0.921127704	-0.495880364	-0.605906196	-0.047280946	-0.857627467
ENSMUSG00000026479	Lamc2	0.244041759	0.947330495	1.571279491	0.847277225	0.666862024	0.622727245	1.6051823	0.567518074	-0.333290644	-0.839993398	-1.469612754	-1.103013027	-1.181481687	-0.733668739	-0.738027231	-0.673131133
ENSMUSG00000026509	Capn2	0.083286362	0.843559399	1.196543547	1.042252397	0.407558779	0.844157875	1.394815546	0.799943777	-1.489530067	-1.321891087	-0.916086868	-1.277180761	0.247000155	-0.891216643	-1.002984335	0.039771925
ENSMUSG00000026604	Ptpn14	0.928129414	0.17963246	1.408998319	0.054724603	0.244550543	0.602128679	0.908142066	1.59634469	-0.071366517	-0.473772135	-0.858260811	-1.893050235	0.18788928	-0.15639691	-1.630011961	-1.027681485
ENSMUSG00000026605	Cenpf	0.414799717	0.803291702	0.627944212	1.853389244	0.560391274	0.861477038	0.683219615	0.418750122	-1.08277196	-1.106340316	-0.820107841	-2.072852332	-0.514297548	-0.703866229	0.551520024	-0.474546721
ENSMUSG00000026639	Lamb3	1.414194842	1.479255368	-0.038117188	0.995989382	-0.408721028	-0.425100725	-1.132569226	-0.657789335	-0.005732072	-1.079144185	-0.824449993	-1.684035437	1.230960167	0.586226586	1.004353431	-0.455320587
ENSMUSG00000026796	Fam129b	1.070363294	1.34764446	0.122477265	0.619576961	0.645843783	0.757189579	1.633699171	0.299439465	-1.219387821	-1.329635182	-0.253805918	-1.8396733	-0.112677214	-0.90995665	-0.431081612	-0.400016281
ENSMUSG00000026811	St6galnac6	0.883127369	1.502145598	0.167045167	0.314523325	0.535924956	-0.19493847	-0.078997631	-0.378043757	-1.096558434	-1.955477134	-1.478647707	-0.968156098	0.242951678	1.658890335	0.27578627	0.570424533
ENSMUSG00000026879	Gsn	0.774415606	0.521753591	1.465230967	1.528143713	0.855413318	0.348803918	0.744522633	0.263572952	-1.62388688	-0.83211756	-0.408721878	-1.52098867	-0.275097937	-0.369885476	-0.006123173	-1.465035126
ENSMUSG00000026883	Dab2ip	1.554083247	-0.200462303	0.483763863	0.289307007	0.493351575	0.357687178	1.427314943	1.247143893	-1.037811725	0.209112753	0.348306307	-1.426218169	-1.350330119	-1.512581254	-0.934254147	0.05158695
ENSMUSG00000026994	Galnt3	0.254167769	1.466110123	1.279931135	0.152202414	0.451283173	0.757036981	1.050475803	1.016891146	-0.984715165	-0.434618611	-0.951058633	-0.68760935	-0.838058003	0.220349006	-2.129722743	-0.622665046
ENSMUSG00000027011	Ube2e3	0.822435616	0.083390316	2.158454403	0.90340563	-0.898998966	-0.474528385	-0.728867431	-0.492055139	-0.327775002	-0.781398004	-1.516831807	-0.713270253	0.701957622	0.770935596	1.31862728	-0.825481478
ENSMUSG00000027015	Cybrd1	0.195860224	0.104560964	1.184858307	1.071282275	0.054402442	0.212151999	2.248927028	0.324488833	-0.237275499	-0.838595223	-1.532476046	-1.460444015	-0.951380699	-0.708456638	-0.326463846	0.658559894
ENSMUSG00000027186	Elf5	1.519440405	0.584411009	0.902635262	1.659494415	0.861899207	0.160750943	0.129489046	0.490731344	-1.109406361	-0.449000319	-0.938187585	-1.952394264	-0.15939123	-0.740696129	0.065892579	-1.025668322
ENSMUSG00000027276	Jag1	0.010535936	0.818723873	0.199959406	0.2641908	0.635203487	1.53108422	0.526393695	1.357665106	-2.129268619	-0.809632525	0.271144901	-1.61203431	0.555587718	-0.864800023	-0.104516739	-0.650236925
ENSMUSG00000027377	Mall	1.889972626	0.791226174	0.833538081	1.167107752	0.592879749	0.636091212	0.087907529	0.014199451	-0.751863498	-1.723383093	-0.53873171	-0.656626971	0.067130078	-0.120807716	-1.881278123	-0.40736154
ENSMUSG00000027420	Bfsp1	0.863115215	1.813510875	1.456755377	1.232133912	0.91668614	-0.418350011	-0.298880693	-0.112995965	-1.054844613	-1.313753068	-0.94728924	-0.223069561	-0.546405301	0.155906288	-0.075390546	-1.447128808
ENSMUSG00000027520	Zdbf2	0.962152968	1.065028128	0.827615047	0.635794725	1.323519192	1.102200245	0.686686465	0.544760114	-1.120207046	-1.120207046	0.284640543	-1.120207046	-0.711155148	-1.120207046	-1.120207046	-1.120207046
ENSMUSG00000027524	Edn3	0.778626699	-0.813438031	1.343356729	1.823655432	0.896362722	-0.373085828	0.628889521	-0.074073598	-1.066734871	-1.192928428	-1.002862256	-1.588385131	0.302944992	0.876783217	-0.554632813	0.015521645
ENSMUSG00000027602	Map1lc3a	0.312337105	0.527290528	1.711640664	1.140384243	-0.432148719	-1.07705432	-0.174353406	-0.74851502	-0.312464979	-1.166863954	-1.779349207	-0.494612909	1.021151866	1.174082061	0.897921101	-0.599445055
ENSMUSG00000027712	Anxa5	0.2932744	-0.107470543	1.150556016	1.855764076	0.451239814	-0.054358971	0.97873969	0.431811075	0.259574997	-1.526645996	-2.218997226	-1.145593373	-0.238012381	0.018588585	-0.276050763	0.127580598
ENSMUSG00000027784	Ppm1l	1.059322903	0.80957185	0.845684622	0.3638229	-0.03891542	0.5781694	1.253323378	1.214729505	-1.926837788	-0.576511334	-0.553584846	-2.059424891	-0.112090652	-0.07331806	-0.198684706	-0.585256862
ENSMUSG00000027797	Dclk1	0.047698179	0.437565309	1.383279643	1.121630926	0.073204562	0.716410827	1.268131888	1.262622231	-0.558968295	-1.906288645	-0.666879258	-0.426444892	-0.35853441	-1.131084584	-1.38487801	0.122534529
ENSMUSG00000027820	Mme	1.175777571	0.99508869	0.596793178	0.057233753	-0.449311005	0.192615562	1.272042385	0.842263992	-2.255772209	-1.429843838	-0.602147026	-1.278304777	0.611552696	-0.092260968	-0.065820222	0.430092218
ENSMUSG00000027831	Veph1	1.111524093	1.036115373	0.781869897	1.091942326	0.657451276	0.874941161	1.156743174	0.697320605	-0.392650817	-0.852549273	-1.595109972	-0.978542883	-0.899923158	-0.891111454	-1.260900151	-0.537120197
ENSMUSG00000027858	Tspan2	0.758137067	1.078912473	0.611881935	0.195552784	0.600334685	1.129056293	0.752768405	1.200843811	-2.392474861	-0.548319624	-0.021611327	-0.25607399	-0.793043759	-0.445666907	-0.416734762	-1.453562221
ENSMUSG00000027864	Ptgfrn	1.51082349	1.041511101	0.724306733	0.685762969	-0.385273338	-0.024935415	1.231017424	0.662227399	-1.621388486	-1.149796604	0.379956276	-2.016592215	-0.161901248	-0.236620841	-0.527396768	-0.111700475
ENSMUSG00000028024	Enpep	1.285173809	1.164871767	1.112796656	0.544426419	-0.061534401	0.23998424	1.012904545	-0.101214953	-2.377529269	-1.001529965	-0.567951128	-1.502354157	0.239178545	0.147971715	-0.200829112	0.065635287
ENSMUSG00000028047	Thbs3	-0.19251135	0.391588834	1.474513952	0.939035046	1.028877289	0.899780697	1.594738008	0.116970521	-0.984106014	-1.155305634	-1.58940406	-0.44538217	-0.60114509	-0.401717474	-1.312311188	0.236378634
ENSMUSG00000028059	Arhgef2	1.640611363	0.876957186	1.038301999	-0.088487902	0.682748746	0.568256236	1.501986415	0.373539357	-1.409002785	-1.506137953	-0.633804833	-1.240889787	-0.586304355	-0.273917017	-0.148346036	-0.795510634
ENSMUSG00000028063	Lmna	-0.2581914	-0.598430567	1.127117415	0.68132733	0.798815888	1.258915293	1.86810969	1.203771341	-1.015427281	-0.583309563	-1.074961275	-0.420439194	-1.176314843	-0.169441075	-1.148897103	-0.492644656
ENSMUSG00000028152	Tspan5	1.053633984	0.664909887	1.439297446	0.411950273	0.002339376	0.230218289	1.121318688	1.094656421	-2.111832344	-0.205578275	-0.149333428	-1.59731306	0.027447446	-0.452373163	-0.413109594	-1.116231944
ENSMUSG00000028161	Ppp3ca	1.518632252	0.996374277	1.562897028	0.872677522	0.972336609	0.108363835	0.541915841	-0.094033206	-0.711463978	-1.226079781	-0.826950252	-0.700508416	-0.745878288	-0.016290531	-0.432909967	-1.819082944
ENSMUSG00000028173	Wls	0.865738709	1.01595054	1.290257596	0.777048444	0.684816614	0.418460043	0.486077278	0.956368903	-1.843147912	-1.178623555	-0.645090746	-1.552913194	-0.162953344	0.365835182	-0.359191468	-1.11863309
ENSMUSG00000028184	Adgrl2	0.958859622	0.874913658	1.16346697	0.299274963	-0.594862969	0.707479288	0.833021913	1.359004558	-0.012588712	-1.124960481	-0.457882504	0.545444313	-1.383634761	-0.203257944	-1.903205738	-1.061072175
ENSMUSG00000028195	Ccn1	0.157445478	0.133500884	-0.162652489	1.362044386	1.135097945	0.601168266	1.436614749	0.85782195	-1.816631562	-0.269837325	-0.829779804	-1.281457274	-1.227715518	0.855794141	-0.815047308	-0.136366519
ENSMUSG00000028393	Alad	1.634354039	0.580640467	1.315466544	1.274786003	0.209428051	-0.959917551	0.006440826	-0.168770308	0.148643915	-0.805370853	-2.317393699	-0.338780998	-0.271202617	0.80372031	-0.28331012	-0.828734011
ENSMUSG00000028488	Sh3gl2	0.813360474	0.946849842	1.056823658	0.900096261	0.740563009	0.354688163	-0.437917917	0.433860582	-0.667126703	-2.687459559	-0.803096107	-0.251454909	0.440842281	-0.026726968	0.476284385	-1.289586491
ENSMUSG00000028542	Slc6a9	0.773597556	0.935268622	1.006383714	1.039195821	-0.242128833	-0.493226053	0.699990082	0.273213591	-1.44646991	-1.274091067	-0.342703488	-1.804391947	1.052348598	-0.269677577	1.117381066	-1.024690177
ENSMUSG00000028763	Hspg2	1.391319529	1.286488579	0.238281913	0.439191458	-0.015970069	0.695094456	0.991758293	1.033308476	-2.165625016	-1.164739255	-0.04276143	-1.374260573	-0.10787093	-0.474865232	-0.060776644	-0.668573556
ENSMUSG00000028789	Azin2	1.396304532	1.081275792	0.512324055	1.761856384	0.506517598	-0.589588456	-0.329508947	-0.751783103	-0.63188737	-0.76141149	-0.67364468	-1.97734336	0.422538715	0.406743867	0.674210933	-1.046604469
ENSMUSG00000028790	Khdrbs1	1.114857252	1.540920195	0.203123856	0.421811099	-0.062938881	0.426966295	0.740606755	0.440389301	-1.518304125	-1.615012221	-0.817210559	-1.920315421	0.401744581	0.880996194	-0.11511611	-0.12251821
ENSMUSG00000028832	Stmn1	1.078371299	0.60243622	1.302536063	1.680519881	0.744562766	0.114162432	0.03932673	-0.047117052	-0.466199531	-1.17826937	-1.770693203	-1.476333858	0.060694312	0.296540709	0.17656768	-1.15710508
ENSMUSG00000028836	Slc30a2	0.757782785	1.302508772	1.340644664	1.29327154	0.676514635	0.165713715	0.465926595	0.567204774	-1.843311174	-1.246299991	-1.259443949	-0.435743291	-0.771385372	-0.141732703	0.070767291	-0.94241829
ENSMUSG00000029055	Plch2	1.189356298	1.017079089	1.403570096	0.761821772	0.188794037	0.908244616	-0.675625272	-0.263274012	0.016732968	-1.392073936	0.607033242	0.48798392	-0.022764759	-1.484489747	-1.142148585	-1.600239725
ENSMUSG00000029103	Lrpap1	1.352016766	1.521604741	0.743455266	0.960972295	0.033765496	-0.725519851	0.102475613	-0.731885909	-1.289986301	-1.222489971	-0.833625092	-1.509674035	0.574077237	0.560220232	1.075792748	-0.611199234
ENSMUSG00000029146	Snx17	1.340944336	0.323620237	1.825233384	0.970662673	-0.083325761	-1.127038475	-0.848104693	-1.32240068	0.441489147	0.004054651	-0.918979601	-1.22240788	0.040639505	-0.043114902	1.393254004	-0.774525946
ENSMUSG00000029153	Ociad2	0.771321389	1.001901663	0.835522902	1.133682044	0.090174442	0.219662068	-0.173796313	-0.268967041	-1.285112362	-0.868070236	-0.686466483	-1.830159901	0.585180386	0.479202193	1.49147045	-1.495545202
ENSMUSG00000029207	Apbb2	1.588559751	0.621094385	0.200253209	0.319487025	-0.226972361	-0.096255984	0.856974672	1.603889845	-1.76565169	-1.208064454	-0.388139157	-1.826551571	0.290147715	0.207403381	-0.520688577	0.344513812
ENSMUSG00000029287	Tgfbr3	1.424474623	1.768891095	0.020049084	1.185813349	-0.244487249	0.913127707	0.710145279	0.454451109	-0.636892258	-0.233975839	-0.780389338	-1.245481288	-0.694141146	0.07967559	-1.459410534	-1.261850185
ENSMUSG00000029333	NA	0.129513037	0.471173443	0.733209146	-0.122383188	0.792868516	0.80856208	0.921269187	-0.252813722	-2.242029579	0.038254596	-2.388803457	-0.601050036	0.487284428	0.728059033	0.132649206	0.36423731
ENSMUSG00000029338	Antxr2	0.285212765	1.972449772	1.251942327	1.699842635	0.027645929	0.100121102	-0.023663652	0.625079813	-1.266975252	-1.193733131	-0.150249391	-1.416479492	-0.650463574	-0.46342745	-0.676383266	-0.120919134
ENSMUSG00000029522	Pla2g1b	1.073997914	1.175310819	0.906493088	1.359591516	1.128888173	0.431732822	-0.326307245	0.243400511	-0.215892862	-0.802099192	-0.963061926	-1.262362013	-0.287881078	0.45455478	-1.002472024	-1.913893282
ENSMUSG00000029552	Tes	0.972053491	1.179143935	0.358351988	1.247192813	0.68608218	0.606873077	0.763904518	0.763029817	-0.587337717	-0.386235255	-1.995942232	-0.66118315	-1.045150107	0.349615544	-0.728810737	-1.521588165
ENSMUSG00000029563	Foxp2	0.715766917	1.184348436	1.104820762	1.000358488	0.858755667	0.866874746	0.849465788	0.589872783	-0.84740134	-0.283715787	-0.399359953	-1.849368034	-0.722628459	-0.601100624	-1.209375562	-1.257313828
ENSMUSG00000029669	Tspan12	0.7404699	0.474152189	0.151195851	0.108825812	0.286075366	0.356316067	0.088378433	0.545712779	-1.521614099	-1.295401857	0.007655812	-2.403061469	1.341369977	0.932205679	0.876077369	-0.688357809
ENSMUSG00000029687	Ezh2	1.092148315	0.759092703	1.192358238	0.728293261	0.93799791	1.323703638	0.401950138	0.384889015	-0.378335177	-0.763813206	-0.269548503	-0.931824224	-2.109049002	-0.663052184	-1.257812228	-0.446998691
ENSMUSG00000029705	Cux1	0.165526742	1.24949391	0.501705141	0.602998271	-0.381522916	0.007306386	1.843010231	1.268767302	-2.016819577	-1.066756594	-0.740234554	-1.033462082	-0.236541835	0.058091174	-0.718476161	0.496914563
ENSMUSG00000029710	Ephb4	1.42160426	0.897800172	0.744837661	1.57845086	-0.766547229	0.885020535	-0.644488081	-0.594102158	-0.406829742	-1.153613235	-1.49612911	-1.346948137	0.673621613	0.163166666	0.713871941	-0.669716015
ENSMUSG00000029863	Casp2	1.15400042	-0.498277772	1.499604815	0.233277848	-0.114911055	1.039577853	0.347582584	1.3833185	0.250726132	-0.219382041	0.402693072	-0.523011272	-1.331547589	-0.587609151	-2.11580212	-0.920240223
ENSMUSG00000029869	Ephb6	1.860981577	1.856416299	-0.137952277	1.013386609	-0.600123542	0.430864177	-0.426655994	-0.257717478	-1.262351794	-1.309524722	0.193937007	-1.384237383	0.409857822	-0.536434758	0.585265381	-0.435710923
ENSMUSG00000030022	Adamts9	0.585405342	1.112154177	-0.078785886	0.39156357	0.333166274	0.034610269	1.380239579	0.882872461	-1.434944483	-2.665735518	-1.016197328	-0.124906978	-0.057677685	0.472828696	0.035215654	0.150191857
ENSMUSG00000030095	Tmem43	1.448422067	-0.224672284	1.519457959	1.70323232	0.276529667	0.832313979	0.684809418	-0.013061641	-1.08819445	-1.203146846	-0.556233537	-1.610606558	-0.319296327	-0.375703919	-0.692864403	-0.380985446
ENSMUSG00000030122	Ptms	0.817915897	0.562848778	1.291282449	1.045847979	0.955626845	0.288190789	0.586251284	0.304839444	-1.311066486	-1.281580167	-1.541449953	-1.550566022	0.76158917	0.071509312	0.043473394	-1.044712713
ENSMUSG00000030208	Emp1	0.315232549	0.45723823	1.377316929	0.951390604	0.735333539	0.641103729	1.336260275	0.881241658	-0.617328861	-1.273415356	-1.114299795	-1.68122576	-1.288942865	0.310774913	-0.427200797	-0.603478989
ENSMUSG00000030213	Atf7ip	0.792704583	1.544992961	1.587536759	0.055739223	0.525293085	0.672579991	0.879017743	-0.735106465	-2.321582446	-0.413013502	0.036896009	-1.063651126	-0.413625995	-0.104397704	-0.538066008	-0.50531711
ENSMUSG00000030257	Srgap3	0.569598743	1.195596616	1.705806514	0.892293767	-0.23616731	1.020141042	0.917899463	0.474024737	-0.583003876	-0.987095854	-0.360960042	-1.970787613	-0.963432886	-0.791803886	-0.668736295	-0.213373122
ENSMUSG00000030315	Vgll4	1.33339934	1.261980024	1.428465291	0.867472953	-0.941203391	0.088535519	0.330208691	1.244013586	-0.803182795	-0.655011016	-0.052632564	-1.777932844	-0.375543467	-0.353187378	-1.302550781	-0.292831168
ENSMUSG00000030342	Cd9	1.022752008	0.623661383	1.536109504	1.427855652	0.413969852	-0.007250507	0.729129029	0.209213137	-1.397471909	-1.478004757	-0.988201196	-1.095333997	0.517017805	0.001053635	-0.169070135	-1.345429505
ENSMUSG00000030447	Cyfip1	1.390663656	1.140952216	0.884064344	0.024406306	0.236867694	0.875882546	0.611527607	-0.908900711	-1.77744042	-1.07202742	-0.966286911	-1.077531684	0.850406324	0.545207513	-1.168796218	0.411005157
ENSMUSG00000030509	Asb7	1.215430258	1.132766742	1.391567693	1.520782131	0.616757085	0.131799849	0.25771971	-0.188588261	-0.490611541	-1.418864253	-0.254604903	-1.151094607	-0.272425702	-1.691630949	-0.943483401	0.144480148
ENSMUSG00000030605	Mfge8	1.275036519	0.963118608	0.998908179	1.737251558	0.125495593	0.666599763	-0.578063139	0.494993909	-0.038492557	-1.124636086	-0.84220066	-1.933817821	0.235876191	-0.204159523	-0.855905088	-0.920005445
ENSMUSG00000030739	Myh14	0.501665558	-0.049469443	-0.02967545	-0.121047965	1.332269376	1.253606312	1.304281549	1.545314306	-1.602006723	-0.731247618	-0.480633066	-0.812091043	-0.106749083	-0.299388237	-1.787517624	0.082689151
ENSMUSG00000030770	Parva	0.551004068	0.991445343	1.108385776	1.174241146	0.094511565	-0.082515154	0.84101204	0.165938915	-2.110122979	-1.477641947	-0.079338406	-1.815590997	0.616200295	0.01365561	0.140151794	-0.131337069
ENSMUSG00000030849	Fgfr2	1.065902032	1.633040135	0.951534395	0.738634148	0.230519676	0.24247753	0.241408205	0.176372746	-2.300038041	-0.65262457	0.378052073	-1.178683406	-0.135073936	0.192437857	-0.08960386	-1.494354983
ENSMUSG00000030852	Tacc2	-0.018337942	-0.066125765	-0.871981755	1.295864484	1.029971556	1.096243706	1.000173486	1.658935664	-1.87229671	-0.631221336	-0.29301332	0.350584754	-0.27428602	-0.650365183	-1.319365141	-0.434780477
ENSMUSG00000030917	Tmem159	1.524646806	1.278058194	0.811483458	1.211806815	0.085801307	-0.215967794	-0.690087316	0.089161399	-0.261380396	-1.177483407	-0.378632818	-1.987710504	0.780785726	0.594004836	-0.342347331	-1.322138974
ENSMUSG00000031004	Mki67	0.230251791	1.181458965	1.289223207	0.814701631	0.887120094	0.868142784	0.393932403	0.411009584	-0.763099209	-1.762584149	-0.797328611	-1.887524344	0.30995538	-1.126395071	0.206870194	-0.25573465
ENSMUSG00000031075	Ano1	-0.197521761	0.544042748	1.596733162	0.839781086	0.434000517	0.890274332	1.584469591	0.993513072	-1.483660361	-1.003377711	-0.853612276	-0.987204026	-0.436480806	-0.455441211	-1.256497018	-0.209019339
ENSMUSG00000031112	Stk26	1.137319798	0.908369946	0.360106777	0.938280568	0.865379366	0.361043858	1.188565501	1.018325335	-1.569560919	-0.684724516	-0.243154107	-1.646537757	-0.124826004	-0.175809501	-0.976107424	-1.356670921
ENSMUSG00000031274	Col4a5	0.774716151	1.276896552	0.292968219	1.171255855	0.52699875	1.039923753	0.34228179	1.425563929	-1.507870962	-1.335704216	0.175593772	-0.51175921	-0.780136303	-1.160200048	-0.848392341	-0.882135689
ENSMUSG00000031328	Flna	0.576540688	0.523321037	0.80071694	-0.415976976	-0.449619127	0.261457192	1.971068278	0.8514115	-2.109310277	-1.263931534	-0.244996912	-1.214321379	0.510092165	0.476678121	-0.681080196	0.40795048
ENSMUSG00000031342	Gpm6b	1.484775971	1.113510092	0.186409499	0.944005474	0.66133442	0.311336814	1.065158289	0.968397647	-1.62624685	-1.673664808	-0.807719279	-0.844640439	-0.454016597	-0.91451063	-0.003204912	-0.41092469
ENSMUSG00000031391	L1cam	0.671007231	0.767176939	1.302588211	0.432481555	0.364814901	0.861929246	1.496373002	0.573106754	-1.533748578	-1.196027701	-0.63204781	-1.866660002	-0.09302258	0.190721763	-0.783295386	-0.555397544
ENSMUSG00000031502	Col4a1	0.725564665	1.29741663	0.934855467	0.745401765	0.595720874	0.793009334	1.08565519	1.005587169	-1.489715055	-1.563151409	-0.89740783	-1.205141934	-0.209821417	-0.841176541	-0.626270298	-0.350526612
ENSMUSG00000031503	Col4a2	0.989868938	0.953764301	1.036357493	0.707522229	0.925897492	0.847800282	1.12996237	0.714086291	-1.315922508	-1.27134286	-0.930363298	-1.514105887	-0.458948345	-0.129033991	-0.940790563	-0.744751944
ENSMUSG00000031558	Slit2	1.137913662	1.513833784	1.120274808	0.787717414	-0.708168072	0.484855855	0.940618139	0.115822189	0.123407171	-0.628471929	0.148210614	-2.000658628	-0.727676184	-1.601613336	-0.103602242	-0.602463245
