ensembl_gene_id	gene_name	AT01_AMY_F0_D0_R1	AT02_AMY_F0_D0_R2	AT03_AMY_F0_D0_R3	AT04_AMY_F0_D0_R4	AT05_AMRY_F0_D0_R1	AT07_AMRY_F0_D0_R3	AT08_AMRY_F0_D0_R4	AT05_AMDO_F0_D0_R1	AT06_AMDO_F0_D0_R2	AT07_AMDO_F0_D0_R3	AT08_AMDO_F0_D0_R4	AT14_AMDY_F0_D0_R2	AT15_AMDY_F0_D0_R3	AT16_AMDY_F0_D0_R4	AT13_AMRO_F0_D0_R1	AT14_AMRO_F0_D0_R2	AT16_AMRO_F0_D0_R4	AT10_AMO_F0_D0_R2	AT11_AMO_F0_D0_R3	AT12_AMO_F0_D0_R4
ENSMUSG00000068758	Il3ra	-0.113597415	0.359067613	0.075753187	0.322391903	-1.92795944	-0.297906045	-1.014506525	-1.133647086	-0.847480654	-0.330635733	-1.581333951	0.381893508	0.997270801	0.343391616	0.463247653	0.394440694	2.607564679	0.846204956	0.389680382	0.066159857
ENSMUSG00000069792	Wfdc17	-0.861696953	-1.641593532	-1.136260211	-0.871125741	-0.641996769	-0.254319225	-0.100655528	0.721937243	0.546193473	-0.778664337	0.086878679	-0.774266596	-0.910062018	0.863012646	2.215482589	0.299262934	1.720063036	0.169811858	0.161198771	1.186799681
ENSMUSG00000069874	Irgm2	-0.521960503	-0.904639513	-1.018110759	-0.489310121	-0.507774151	-0.326635378	-0.046286525	-0.199810792	-0.304118773	-0.642731354	-0.121376002	0.907575392	0.100651037	0.309410612	3.596026461	1.245114815	-0.260961414	-0.33048213	-0.230245232	-0.25433567
ENSMUSG00000070000	Fcho1	-0.534397354	-0.622639462	0.025793757	-0.034789357	-1.238109547	-0.28829203	0.544880656	-0.591035112	-0.534753556	-0.434973562	-0.465046411	-2.425784053	0.122694575	0.918001473	1.920491309	1.210639331	1.520872566	-0.21681775	0.069636757	1.053627767
ENSMUSG00000070730	Rmdn3	-0.114540439	0.533008347	-0.315936643	0.01521145	-2.089587036	-0.692489258	-0.147736317	-0.267750982	0.336507715	-0.639933083	-0.371050123	-0.286204976	0.830460521	-0.142201332	1.918257754	0.320188379	2.738684589	-0.436733602	-0.720281816	-0.467873149
ENSMUSG00000072620	Slfn2	-0.74438456	-0.575523814	-1.419365778	-0.716069221	0.586633929	-0.662522844	-0.464299217	0.744293247	-0.756553089	-1.402806077	-0.468910475	0.475004974	0.867432894	0.00667837	1.530456165	0.718629768	2.599220032	-0.349078501	0.54447145	-0.513307255
ENSMUSG00000072941	Sod3	-1.047505521	-0.992131795	-0.81971715	-1.078640661	1.691132604	0.97338245	1.195887089	-0.726270928	-0.441945701	-1.143303264	-8.07E-05	-2.079611534	0.176594762	0.48783519	0.536383694	1.063712106	-0.053427901	0.749297189	0.530114654	0.978295396
ENSMUSG00000073409	H2-Q6	-0.809433726	-0.942977775	-1.101018524	-1.468390069	-0.616510384	-0.392104031	-0.722678322	-0.106926841	-0.074054935	-0.446487925	0.241644693	0.540496982	-1.324299552	1.186605373	2.374282255	1.187690075	0.697723487	0.007614936	0.565480471	1.203343813
ENSMUSG00000073411	H2-D1	-1.028372641	-0.978932219	-0.548772782	-0.478464573	-0.619618208	-1.277483003	-0.371098016	0.210443137	-0.23385444	-0.442437054	-0.273346318	-0.122554532	-0.984554243	1.205273485	2.98084817	0.583892746	0.857501222	-0.194550487	0.753266898	0.962812858
ENSMUSG00000073418	C4b	-0.877784638	-0.932073611	-0.576526194	-0.570412048	-0.955534109	-2.04141779	-0.86645092	-0.29514621	0.063411603	-0.191025049	-0.439717129	1.015929729	0.016803156	1.024725062	2.307337098	1.236291073	0.089569629	0.790475427	0.239226503	0.962318418
ENSMUSG00000073421	H2-Ab1	-0.975935861	-1.347985018	-1.079961608	-1.073731326	0.257647452	-1.018987091	0.053297764	0.2568163	-0.417485245	-1.055203917	-0.382259781	0.411789859	-0.734418331	0.793023533	2.593531106	0.897746882	0.658193407	0.218404021	1.146347973	0.79916988
ENSMUSG00000073555	Gm4951	-1.30189398	-1.30189398	-0.465209789	-0.689986609	-1.30189398	-1.30189398	-0.808589883	0.308125192	-0.421742271	-0.449291697	0.524964406	1.25190926	-0.763743648	1.031973359	1.897799216	1.157216162	0.748880408	0.275793504	0.671932452	0.937545858
ENSMUSG00000073889	Il11ra1	-0.649835167	-0.403275834	-0.253268313	-0.092324228	-0.734840735	-0.40984915	-0.366078717	-0.684211541	-0.405277843	-0.236381385	-0.392318237	-0.83024767	-0.522729896	0.341173232	1.107383833	-0.093369005	3.752034931	0.256331577	0.380673951	0.236410195
ENSMUSG00000074151	Nlrc5	-1.071757095	-1.16859189	-0.946318061	-0.78263157	-0.762879411	-0.542883888	-0.535106081	-0.675666369	0.006605295	-0.510956265	-0.340783728	0.517779934	0.237703922	0.902644592	2.924141695	1.085253556	0.375047003	-0.178368678	0.075755243	1.391011797
ENSMUSG00000074578	Zfas1	-0.643925911	-0.418084307	-0.327403564	-0.924830793	-0.818255643	0.020499199	-0.44960006	0.525041696	-0.572148687	-0.106973597	-1.122396468	-0.080063134	-0.403916848	0.219494064	1.227034318	1.075896657	3.252751688	-0.267599148	0.66605581	-0.851575269
ENSMUSG00000074622	Mafb	-0.416737164	-0.627525651	-0.24155806	-1.168804182	-3.053901277	-0.23506053	-0.641720541	-0.407956089	0.088348324	-0.012042357	0.339629898	0.574532721	0.468061839	0.591028674	1.617685265	-0.321665323	1.238385146	0.816281126	0.435771586	0.957246594
ENSMUSG00000075010	AW112010	-0.337308459	-0.497992017	-0.62549888	-0.404929736	-0.386071111	-0.59490089	-0.353184595	-0.544968599	-0.875163123	-0.817465617	-1.181463485	1.076147189	-0.204626323	0.595271601	3.170069208	1.018584088	0.65637509	-0.76218243	0.306970166	0.762337921
ENSMUSG00000076609	Igkc	-0.657747777	-0.691443926	-0.206211679	-1.20499677	-1.098033722	-0.407167031	-1.248317226	-0.733011763	-0.728269142	-0.519477665	-1.37999307	0.375768915	0.398237936	1.491699897	1.085664328	0.89049156	1.3738382	0.533128285	1.222054641	1.503786008
ENSMUSG00000076613	Ighg2b	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	-0.689506769	1.432919471	1.566398619	1.373732984	1.84329572	1.468643426	0.802824846	0.475772936
ENSMUSG00000076617	Ighm	-0.706974265	-0.581138485	-0.500115632	-1.10105972	-1.011671003	-0.927999987	-0.682761057	-1.359185314	-0.713568309	-0.680885565	-0.890632089	0.589951822	0.395728864	1.49795936	1.042703656	0.911859252	1.41324331	0.587288446	1.227011538	1.490245179
ENSMUSG00000076934	Iglv1	0.310277418	-0.752676573	-0.37871726	-0.752676573	-0.752676573	-0.752676573	-0.752676573	-0.752676573	-0.752676573	-0.752676573	-0.752676573	-0.752676573	-0.752676573	1.509330777	1.27608045	1.819389547	1.542407909	-0.18674897	1.348839543	1.038582889
ENSMUSG00000078763	Slfn1	-1.295901856	-0.88910428	-0.423869563	0.004215157	-1.173644877	0.541633702	-0.453295036	-0.319312262	-0.401451123	-0.785931185	-1.180043368	0.45369247	-0.014155658	0.936343398	2.110640665	2.182739393	0.725621624	-0.332252481	-0.621640072	0.935715352
ENSMUSG00000078920	Ifi47	-1.240298569	-0.665164258	-1.005661301	-1.041487101	-0.04932378	0.015497681	-0.376648407	-0.50710845	-0.638352433	-0.876100364	-0.370714357	1.209088841	-0.330051305	0.7464242	2.855392056	1.292837983	0.866884277	-0.473766166	0.062776967	0.525774488
ENSMUSG00000078921	Tgtp2	-0.289076832	-0.75479495	-0.402881516	-0.75479495	-0.75479495	-0.75479495	0.027286757	-0.75479495	0.188458674	-0.486627429	-0.428268121	1.303471062	-0.75479495	0.18524068	3.001617228	1.825272467	-0.75479495	0.110998131	-0.185692757	0.433766306
ENSMUSG00000079339	Ifit1bl1	-0.966700706	0.128102288	-0.348563963	-0.053571775	-0.587349657	-0.595271236	-0.088703415	-1.328078706	0.127563971	-0.837567232	-0.188745968	1.217721563	-1.701799341	1.345930123	1.551911829	2.401561792	0.095969128	-0.246390061	-0.32441537	0.398396736
ENSMUSG00000079362	Gm43302	-0.793331904	-0.978458558	-0.505749328	-0.729946142	-0.199569744	-1.349133443	-0.443010041	-0.257435201	-0.124910344	-0.409807125	-0.59181773	0.738256089	-0.502967692	1.064727708	2.977801344	1.397605224	0.433028287	-0.628810669	0.116366959	0.78716231
ENSMUSG00000079363	Gbp4	0.000244706	0.052844926	-0.096440274	-0.00061629	-1.139050312	-1.139050312	-0.118203266	-0.124631768	-0.440852497	-0.11521132	-0.494077305	1.45740468	-1.139050312	0.730578811	2.764174212	1.64928557	-1.139050312	-0.529047774	-0.055064463	-0.1241867
ENSMUSG00000079419	Ms4a6c	-0.537246129	0.163484307	-0.261763793	-0.220137783	0.596601576	-0.004720191	0.359444754	-1.482774008	-0.798328757	-0.555959244	-1.935587178	1.047556049	-0.441238021	0.57869335	2.601407087	1.245377911	0.23160178	-1.014856043	0.02663718	0.40180715
ENSMUSG00000079457	Gm7609	-1.126708555	-0.396315726	-0.610948186	-0.606762821	-1.126708555	-0.296808136	-0.187838406	-0.551600683	-0.396713833	-0.733685253	-0.648154508	1.1942848	2.937938707	0.556120166	1.096357634	-0.255139952	1.518128337	-0.079682105	-0.01425481	-0.271508114
ENSMUSG00000082292	Gm12250	-0.1042229	-0.05298212	-0.711032939	-0.292468348	0.269192383	-0.455377959	-0.681219773	-1.214073112	-0.337768416	-0.819102095	-1.214073112	-0.499650853	-0.014631032	0.999732618	2.597579343	1.557284701	1.118970946	-1.214073112	0.217578279	0.850337504
ENSMUSG00000089901	Gm8113	0.353134633	-1.22450504	-1.207680477	-1.05460068	0.741454451	0.012432173	0.057709787	-1.531171306	-0.487077148	-0.799445599	-1.138442635	-0.325067443	0.521705799	-0.032677153	0.872954317	1.165214098	2.234224688	-0.04645744	1.423543146	0.46475183
ENSMUSG00000090231	Cfb	-0.335222878	-0.435997952	-0.607835468	-0.32746854	-1.500239727	-0.964034513	-0.670615054	-0.310056639	-0.622630636	-0.266583504	-0.771789096	0.655198449	0.342639053	1.435449388	2.477405485	0.172744106	1.306549761	-0.924713711	-0.099792016	1.446993492
ENSMUSG00000090942	F830016B08Rik	-0.688330507	-1.167659435	-0.545217431	-1.167659435	-1.167659435	0.028153005	-0.892912001	-0.763783761	0.767341189	-0.678937928	-0.585043095	1.154872364	-0.628886476	0.718942825	2.3062153	1.436195478	0.080219622	-0.026343726	0.718494677	1.101998771
ENSMUSG00000092341	Malat1	-1.702165101	-1.044301331	-1.08907987	-1.40820602	-0.303868241	-0.171285552	-0.751684837	0.644051645	-0.346798742	-0.614760591	0.284300275	1.868325508	1.583462756	0.465497584	1.296901443	0.815322867	-0.8177928	0.16649091	0.194673045	0.930917053
ENSMUSG00000092618	Btnl6	-0.329346575	-1.575795875	-0.527899454	-0.606000224	-1.575795875	-0.268586029	-0.631313293	-0.036302748	-0.830638728	-0.955777289	-0.17515042	1.320127371	-0.330822752	1.333909386	2.070164178	0.947515395	0.705283438	-0.182745442	0.341047885	1.308127051
ENSMUSG00000093894	Ighv1-53	-0.8021912	-0.8021912	-0.530730848	-0.8021912	-0.8021912	-0.8021912	-0.8021912	-0.8021912	-0.584015635	-0.435904198	-0.8021912	0.661073291	-0.8021912	1.570561324	1.489218436	0.647732757	1.782960684	-0.034296407	1.048190545	1.604930851
ENSMUSG00000095041	AC149090.1	-0.927278696	-1.694295877	-0.919035809	-1.237557692	-0.963659819	-1.206396007	-1.202812413	1.051266322	0.072238717	-0.406915491	-0.092421617	0.762917084	0.821477475	0.826928416	1.093257858	-0.161940722	1.437212085	0.947832002	1.028893056	0.770291127
ENSMUSG00000095351	Igkv3-2	-0.849695289	-0.849695289	-0.208300837	-0.849695289	-0.849695289	-0.849695289	-0.849695289	-0.849695289	-0.496756668	-0.600270075	-0.849695289	0.747595899	-0.849695289	1.731281867	0.825329752	0.916908813	1.590470598	0.325182359	1.113117111	1.702698785
ENSMUSG00000095589	Ighv1-55	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	-0.775718615	0.670834856	1.468069263	1.176700605	0.901426971	1.43528376	0.688447221	1.345026967	1.622833732
ENSMUSG00000096727	Psmb9	-0.86283318	-1.112116439	-0.515725243	-0.619059844	-0.711603468	-0.887019639	-0.350604112	-0.01015185	-0.537375534	-0.497550835	-0.537571005	1.162078464	-0.489862448	0.455563649	3.101959044	0.87130908	0.995300651	-0.5534052	0.393913124	0.704754784
ENSMUSG00000096979	Gm26880	-0.356470043	-0.070944089	-1.106671938	-1.873444271	2.415752762	0.498539178	0.916371923	-0.105896118	-1.188468066	-1.551559497	0.107809216	0.855188595	0.706938663	0.305811689	0.744203554	0.134398969	0.493764179	0.183159469	-1.091995717	-0.016488459
ENSMUSG00000000303	Cdh1	0.532173539	0.515490275	0.267209969	-0.171387637	-0.826263096	0.838845303	-0.658305084	1.578539193	1.05642955	0.632683164	1.661886252	-0.842255375	-0.494030628	-0.661260297	-2.525231881	0.060447478	-1.044369046	0.744643682	-0.084718385	-0.580526976
ENSMUSG00000001228	Uhrf1	0.019261082	0.476090668	0.754657448	0.791193626	0.163442868	1.678603349	1.90058757	0.330886768	0.208101823	-0.148391595	0.495011064	-1.489467918	-0.079462262	-0.760420283	-0.355925555	0.921816732	-0.509626866	-1.758224641	-1.531812693	-1.106321184
ENSMUSG00000001525	Tubb5	0.933574785	0.945326806	1.020387679	1.037667216	0.202182421	0.782704937	1.122187207	-0.343675794	0.732758117	0.843230743	0.920455259	-1.120869115	-1.067540244	-0.693203895	-0.515167877	-0.147785034	-2.432089178	-0.469214635	-1.157299726	-0.593629672
ENSMUSG00000001552	Jup	0.465002413	0.675361119	1.024376595	1.33230654	-0.693202593	0.462249022	0.394086742	-0.071331054	0.672452478	0.880484574	0.740868358	0.32161503	0.378155646	-1.011680065	-2.83455978	-0.686980096	-1.513604838	0.475126165	-0.320686871	-0.690039386
ENSMUSG00000002835	Chaf1a	0.074852484	1.102081108	0.195830612	0.390284033	0.946947019	0.905718375	0.978236181	-0.338265503	0.49950678	-0.207110298	0.130868528	-1.830501642	-1.664424598	-0.724388285	-0.223522911	0.673283056	1.911618394	-0.78223765	-0.313105117	-1.725670566
ENSMUSG00000002944	Cd36	0.394083623	0.807832661	0.511637867	0.814435559	0.487025444	0.94811499	0.424960989	0.899991638	0.718694083	0.653123721	0.81318135	-0.851792009	-0.191454117	-0.87737934	-3.040507594	-0.613181028	-1.331499556	0.295462681	-0.156629447	-0.706101514
ENSMUSG00000003779	Kif20a	0.729754487	1.426119539	0.434692847	1.063280759	0.172593696	1.387138267	1.01683702	-0.782765571	1.122550859	0.854237525	0.318956451	-1.717296102	-1.67488153	-0.675869047	-0.564926088	-0.387873501	-0.076160237	-0.679473251	-1.39536669	-0.571549435
ENSMUSG00000004270	Lpcat3	0.252946251	0.50451977	0.615166224	0.145356543	-0.228691766	0.962064409	-0.232829934	0.887574618	0.582058831	0.468424674	0.865694992	0.627184196	0.481708362	-1.150948448	-2.009367159	-0.526068006	-2.8931083	0.636854648	0.244787903	-0.233327808
ENSMUSG00000004552	Ctse	0.87105483	0.607541662	1.04663244	0.984983324	1.055982126	0.792381928	1.052096078	-1.299322374	0.507708687	0.668995586	-0.470355938	1.169348094	0.529027567	-1.07607584	-1.299322374	-0.545348958	-1.299322374	-1.299322374	-0.697359714	-1.299322374
ENSMUSG00000004730	Adgre1	1.119729084	1.407524633	0.993076788	0.955053966	1.020505055	-0.033065805	-0.091917748	-0.447878977	-0.235030986	0.594853729	-0.288705799	0.897328265	0.147964409	-0.141983816	-1.63570685	-1.136375535	-2.673082882	-0.296981092	0.099793429	-0.25509987
ENSMUSG00000005667	Mthfd2	0.192548176	1.41512887	0.419934233	0.91431816	1.129916109	1.944631317	0.457223452	0.247041141	0.550574702	0.559933548	-0.511446034	-0.949989564	-1.741339422	-1.204079246	-0.670812695	0.590342142	-1.378781875	-0.545049661	-1.129510176	-0.290583178
ENSMUSG00000007872	Id3	0.584034139	0.332125816	0.652040931	0.785918669	1.512965262	-0.064385275	1.354271388	0.506428856	1.019418032	0.648400632	0.80437486	-0.488720728	-0.940649648	-2.005194632	-1.82022144	-0.486322177	-0.498250556	-0.374422381	-0.138493921	-1.383317828
ENSMUSG00000008136	Fhl2	0.293883253	-0.00715555	-0.555709867	-0.555709867	3.333945503	-0.555709867	-0.035183488	-0.555709867	-0.244387154	-0.555709867	0.067375302	1.187449258	1.70062913	-0.555709867	-0.555709867	-0.555709867	-0.555709867	-0.555709867	-0.555709867	-0.183747714
ENSMUSG00000012443	Kif11	0.505649716	0.477601921	0.728890212	0.553923248	1.034851402	1.458777508	1.613315657	-1.622460451	0.857042589	0.459746743	0.640259742	-1.502284889	-0.244655152	-0.69518579	-0.819524735	0.228937324	-1.338401978	-0.68808293	-1.432782359	-0.215617777
ENSMUSG00000015776	Med22	0.590830032	0.500422214	0.791746944	0.700883471	0.993220596	0.209598788	-0.681481129	1.558353232	0.829188854	0.829201953	0.369912542	-0.994147861	-0.578913009	-1.587227242	-1.917265827	-1.195068839	-0.616474662	0.443851237	0.947388421	-1.194019713
ENSMUSG00000015880	Ncapg	1.146358352	0.566656157	0.396609404	0.658105482	0.704557568	0.94396713	1.296952641	-1.220961509	0.582846139	0.208041691	0.177568731	-2.576936449	-1.42522511	-0.056506134	-0.094132715	-0.006452778	1.094706561	-0.801373839	-0.838143275	-0.756638046
ENSMUSG00000018476	Kdm6b	1.002902274	-0.636988227	0.451351732	0.601135419	-0.609356831	0.591024175	0.319147544	-0.169556492	-0.704697543	-0.036100591	-0.170546599	2.441512649	1.668112153	-0.176862071	-1.268988466	-0.479377559	-2.176647057	0.056700171	-0.496622828	-0.206141854
ENSMUSG00000018965	Ywhah	0.374725525	0.223937264	0.35855225	0.890402272	1.618187314	1.607865959	1.796093787	-0.986441151	-0.516470457	0.404692274	-0.323569153	0.302686625	-0.374958347	-0.741518787	-1.022547829	-0.569928363	-2.096425512	0.485339366	-0.447282227	-0.983340809
ENSMUSG00000019779	Frk	0.226728739	0.319038617	0.55914849	0.420691269	-1.393996268	0.921578245	-0.959810748	0.865738384	1.116567136	0.788177468	1.357345902	-0.104859868	-0.890717595	-0.065913178	-1.872590045	-0.788461795	-2.041648624	0.837414582	0.605850892	0.099718397
ENSMUSG00000019866	Crybg1	0.853288541	1.218361945	0.695126661	1.2772931	0.113657006	0.76069154	0.66986339	-0.148202335	0.086826735	0.74023398	0.015270011	0.144399666	0.504597857	-0.64045947	-1.052714458	-0.645253069	-3.134511632	-0.177927028	-0.930022628	-0.350519811
ENSMUSG00000019873	Reep3	1.356436251	1.435937566	0.71173298	0.747412692	0.743476974	0.32786791	-0.060317283	-0.590759241	-0.121742841	0.3668864	0.162658563	0.828776069	-0.152657867	-0.221960753	-1.343085318	-0.254852903	-3.155077749	-0.254396616	-0.433730131	-0.092604702
ENSMUSG00000019942	Cdk1	1.059923656	1.053489371	0.606388889	0.982253862	0.124638182	1.065393299	1.360326661	-0.697236981	0.175824525	0.510351698	1.02763648	-1.897132105	0.389776474	-1.54279658	-0.643833736	0.098161436	-0.449369281	-0.58594508	-1.219555067	-1.418295704
ENSMUSG00000019961	Tmpo	1.124193631	1.166252176	0.31060069	1.001203833	1.816064149	0.188525268	1.284361614	-0.818017246	0.150071491	0.305980498	0.213022781	-0.443152792	-1.184645262	-1.071032885	-0.333681965	0.83822923	-1.099219585	-1.525283198	-1.47054508	-0.45292735
ENSMUSG00000020399	Havcr2	0.995905114	0.352611539	-0.049598554	0.471148988	1.088108589	0.9885414	0.486512195	0.861473182	0.59317823	0.379685404	0.104133879	0.079567816	0.066356951	-0.571359864	-1.225330678	-0.7010927	-3.402525639	-0.245084595	-0.072664265	-0.199566991
ENSMUSG00000020493	Prr11	0.720193609	0.816014982	1.208286956	0.254024407	0.676039511	1.383671186	1.196915062	-0.866307978	0.768672777	0.689365303	1.104427979	-1.12749295	-1.249569964	-0.485009027	-1.284045909	0.222409048	-1.572976599	-1.134847302	-0.819995429	-0.499775662
ENSMUSG00000020649	Rrm2	0.671816017	0.723956939	0.491853076	0.626037255	0.877924348	1.351804504	1.455535185	-0.292898523	0.332967669	0.378568626	0.263635443	-2.141318728	0.848344744	-1.283893173	-0.39212375	-0.147237664	0.142910162	-1.280272104	-1.204078459	-1.423531567
ENSMUSG00000020838	Slc6a4	0.991160642	0.32907289	0.427683942	0.529592548	0.861177641	0.617743324	0.767641658	0.335405478	0.440739172	0.277312602	0.497847945	-0.067150101	0.261282764	-0.030951986	-2.191333737	-0.508698707	-2.958655287	0.630699652	-0.809371363	-0.401199076
ENSMUSG00000020841	Cpd	0.512394767	0.617480551	0.551015552	0.383303756	0.007094348	0.265586537	-0.630853393	1.372315368	1.174673089	0.499203484	1.950977933	-0.468556551	-0.395652725	-0.608018242	-1.466335812	-0.738320382	-2.468834475	0.208227122	-0.733393053	-0.032307873
ENSMUSG00000020897	Aurkb	0.966285441	0.541427899	0.814605756	0.585531442	1.493680094	0.967895847	1.252647976	-0.416773059	0.694534228	0.915080149	-0.904846668	-1.948578863	-0.941790458	-0.166372168	-0.547699254	0.642611701	-0.867460539	-0.795711493	-0.757471012	-1.527597019
ENSMUSG00000020914	Top2a	1.020211618	1.29455937	0.336649681	0.484087798	0.347908734	1.975994894	1.498026583	-0.975306118	0.311370584	0.252216962	0.421957395	-0.89896767	-0.061174734	-0.726491864	-1.258008275	0.285016438	-0.837287968	-0.853224873	-1.817592688	-0.799945867
ENSMUSG00000021115	Vrk1	2.018841319	0.583378251	1.29111741	0.869099282	0.54379214	1.246885493	0.458572933	0.444523347	-0.138171199	0.636112441	-0.91802333	-1.412274253	-0.305910935	-0.543456164	-2.035052151	-0.791490791	-0.093822431	-0.69793591	-0.17736088	-0.978824571
ENSMUSG00000021171	Esyt2	0.475702829	1.33223837	-0.14963326	0.241425768	0.371844584	1.51673657	0.210553971	1.12657759	0.567197465	0.475059181	1.565101012	-1.959036944	-1.204778767	-0.348893053	-0.825025886	-0.802082774	-1.30040484	-0.166669523	-1.298227662	0.172315368
ENSMUSG00000021187	Tc2n	0.170235368	0.530747993	0.374872373	0.446651775	1.384388278	0.74729908	0.138352947	-0.775022134	-0.288653993	0.403021755	-0.388065354	0.222764949	1.48458586	-0.067216112	-2.910706329	-0.807923178	-1.717146158	0.065124865	0.360167543	0.626520473
ENSMUSG00000021377	Dek	1.20361874	0.409129941	0.683550901	0.849037164	1.293416083	1.930079826	1.035933541	-0.755761615	-0.024918877	-0.240912194	-0.63435854	-0.313722521	-0.852924513	-0.435441383	-1.059856672	0.907327072	0.041545439	-1.732177387	-1.345239027	-0.958325978
ENSMUSG00000021794	Glud1	1.319652029	1.498510719	0.882798555	1.273769844	1.69592941	0.850061369	0.32042195	-0.120059596	0.189321953	0.208539748	-0.642577964	-1.109688955	-0.80190812	-0.588992538	-2.101709552	-0.595768406	-0.803909163	-0.650891795	-0.42834073	-0.395158757
ENSMUSG00000021986	Amer2	0.679189816	0.155145833	0.517040017	0.692756596	0.501341918	-0.117172966	0.530809483	0.435388891	0.930722736	0.913678992	1.136971906	0.128688541	0.877727002	-1.094968719	-2.491740455	-1.35557833	-1.136868705	0.237263745	0.087057439	-1.62745374
ENSMUSG00000021998	Lcp1	0.962204922	1.040508855	0.679379806	0.672679716	0.282993246	0.897702164	-0.08986897	0.243666939	0.577481432	0.81387571	0.876036784	-0.596948787	-0.652439573	-0.194441897	-0.903760692	-0.647489622	-3.308308794	0.065729711	-0.579905842	-0.139095108
ENSMUSG00000022021	Diaph3	1.481184452	0.748415723	0.677714394	0.34204408	0.352569918	1.060809459	0.639058833	0.011459561	0.293035033	0.72930403	0.623108166	-2.97975136	-1.594934081	-0.662513975	-0.788537659	0.119777633	-0.155432742	0.066483026	-0.56757951	-0.39621498
ENSMUSG00000022324	Matn2	0.966829286	1.174879077	0.851021473	1.224250256	0.804111229	0.655988253	0.613009639	-0.001304548	0.369533382	0.864391771	-0.245553845	-0.602743253	0.024782907	-1.015296471	-2.966460556	-0.333842104	-0.652010788	-0.25321381	-0.441658672	-1.036713227
ENSMUSG00000022408	Fam83f	0.897676862	0.769056494	1.5065544	1.528205428	0.893191809	-0.252281815	-0.723148497	-1.110667387	-0.025963279	0.817709464	-0.744632678	0.453436724	1.547273152	-0.51386709	-1.512181416	-1.590083287	-0.960330482	-0.350687092	0.027326398	-0.656587708
ENSMUSG00000022514	Il1rap	1.17750683	1.727842528	0.367624558	0.552262978	1.150002554	0.923070292	1.13058604	0.323178663	0.197552912	0.037808353	0.295964864	-1.164378922	-0.666645783	-1.060254481	-0.959357003	0.163022322	-2.333156863	-0.760186935	-0.518525401	-0.583917507
ENSMUSG00000022562	Oplah	1.185059124	0.941037698	1.389825603	1.329093412	-1.801483134	-0.658239257	-0.465905286	-0.553578759	0.462397571	0.860480977	0.053991073	0.529574532	1.081232713	-0.107259586	-0.627875192	-1.170639944	-1.762422901	-0.126108563	0.541587353	-1.100767434
ENSMUSG00000022876	Samsn1	0.062147228	0.95091392	0.3636723	0.680099173	0.521547264	0.655467443	1.30718157	0.405108894	0.436469009	0.129566048	0.61204031	-0.122109184	1.397617785	-0.238350165	-0.883809831	-0.938505056	-2.818379245	-1.343081971	-0.262246587	-0.915348903
ENSMUSG00000023004	Tuba1b	0.878047419	0.782432972	0.82757513	1.458049843	0.198387378	0.995431377	1.348747038	-0.436133114	0.585647642	0.710557786	0.154219265	-1.180114613	-0.371464755	-0.719748376	-0.373529757	-0.981003686	-2.480788645	-0.290403689	0.115648147	-1.221557361
ENSMUSG00000023015	Racgap1	0.545193482	1.072483383	1.111785294	0.752164674	1.211080985	0.320669403	1.808211363	-0.77719445	0.412361346	0.698063054	0.417830989	-0.922448597	-0.157188858	-0.935162798	-1.288481071	0.496630215	-1.12501176	-0.926351645	-1.285804173	-1.428830838
ENSMUSG00000023919	Cenpq	0.381502721	1.912625538	0.047110311	0.614424444	0.42705016	0.869151661	0.809119384	0.935466018	0.364724258	0.007761528	0.160449779	-1.412185554	-2.197985034	-1.892392673	-0.368107143	0.529186066	0.192450276	-0.842393933	0.219245433	-0.75720324
ENSMUSG00000024507	Hsd17b4	0.993106615	1.127427689	1.190964996	1.150651715	0.112044806	0.63696686	0.443959504	0.290616578	0.360829711	0.862224333	0.1588516	-0.541134794	-0.615143437	-0.999815544	-2.881457152	-1.235633416	0.16353747	-0.305583781	-0.029166229	-0.883247524
ENSMUSG00000024590	Lmnb1	0.013544137	1.077273853	0.390355597	0.970638408	0.250300133	1.674159997	1.074477658	-0.383393043	0.660867453	0.837512859	0.101441039	-2.286155138	-0.798294091	-1.019964661	-0.954939023	0.348811175	0.812872845	-0.722373386	-1.350455093	-0.69668072
ENSMUSG00000024640	Psat1	0.786001523	0.622817022	0.636991638	1.571879202	1.248694424	0.846184878	0.706632118	-0.271962122	0.592285643	0.706211902	-0.301379737	-2.530152661	-1.330648895	-0.919360063	-1.383120585	-0.168584641	0.013603777	-0.420024244	-0.43840133	0.03233215
ENSMUSG00000025007	Aldh18a1	0.943286512	-1.042392927	-0.199518577	1.055672981	1.139870795	0.394046095	0.431385184	1.085622309	0.769776698	0.777360722	1.252462759	-1.35279969	-1.30427239	-2.005186678	-1.367543106	0.486532674	-0.668249254	0.006239303	0.020492224	-0.422785632
