ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC034_T3_B_AMD_R1	SC035_T3_B_AMD_R2	SC036_T3_B_AMD_R3	SC037_T3_B_AMD_R4	SC038_T3_B_AMD_R5	SC034_T3_B_AMR_R1	SC035_T3_B_AMR_R2	SC036_T3_B_AMR_R3	SC037_T3_B_AMR_R4	SC038_T3_B_AMR_R5
ENSMUSG00000054932	Afp	-0.068780408	1.202084639	0.136286197	1.138970922	0.49029057	-0.008707125	0.543209821	0.408946718	1.816635145	0.658509515	-0.665432105	-0.785480302	-0.877406171	-1.549800565	-1.554972343	-0.797498219	0.495302804	-0.794140376	-1.238249526	1.450230811
ENSMUSG00000054942	Miga1	0.057299333	0.972220542	0.652358863	0.749787708	0.854555348	0.038843775	1.176556923	1.55414361	1.038434919	0.81669099	-1.863036873	-1.016386759	-1.564503739	-1.069639608	-0.724674852	-0.332909302	0.557365557	-1.232051612	-0.385009831	-0.280044991
ENSMUSG00000055027	Smyd1	0.765329162	0.885510772	0.387595579	0.904106304	0.804758937	1.497259922	1.487260666	1.106272912	0.704724463	0.418508136	-0.849735981	-0.772189431	-0.575441518	-1.810187356	-1.313121701	-0.244428241	-0.705684687	-0.809556169	-1.068589499	-0.812392268
ENSMUSG00000055044	Pdlim1	1.500166234	1.167353015	0.804927645	0.509840362	-0.141468275	1.3738742	0.206952328	0.209071375	1.253337058	0.103253967	-0.428090702	0.047956055	0.155563555	-1.867545099	-0.960609695	-0.356798289	-0.623482436	0.231247074	-2.1583344	-1.027213972
ENSMUSG00000055069	Rab39	0.582571531	1.223310223	0.711167787	0.966227048	0.918825796	1.170467744	0.9415578	1.09760953	0.337817433	0.321838016	-2.215687512	-1.192419045	-0.583720498	-1.125179671	-1.264470159	-0.431755321	0.339277074	-0.817574701	-0.817620926	-0.16224215
ENSMUSG00000055184	Fam72a	-0.068395638	0.71117703	-0.225887687	0.748014173	0.486093011	1.7425008	0.577687571	1.682249603	-0.139460045	-0.445529983	0.114489105	0.369432986	0.18604244	0.286219374	0.003150864	-2.190463851	-0.635603704	-2.288135482	-0.684426225	-0.229154343
ENSMUSG00000055447	Cd47	0.981528811	0.175375422	1.302737727	0.348425606	0.577009046	0.360680149	1.236914008	1.193668313	0.130664404	1.054748416	-0.14551896	0.251963547	-1.476937005	-1.902795335	-0.585374168	-0.440432524	0.319006455	-1.597490396	-1.588960121	-0.195213392
ENSMUSG00000055555	4930502E18Rik	0.613541692	0.691817227	1.034346088	0.815026477	0.791478896	0.48937435	0.524103417	0.703723196	0.703643247	0.660681238	-1.548927858	-1.612889909	-1.485878316	-1.759828803	-1.765920265	0.00408399	0.299577436	0.483190139	0.05325008	0.305607677
ENSMUSG00000055670	Zzef1	-0.244894809	0.641147369	1.174309243	0.013551488	0.661986827	0.709505374	1.111208425	0.687227233	-0.648418796	2.691323358	-1.043631845	-1.735752416	-0.55242262	-1.183001642	-0.390087048	-0.188711444	-0.491452466	-0.610662165	-0.455201974	-0.146022093
ENSMUSG00000055723	Rras2	1.094086989	0.670613861	0.674732542	1.225444385	0.783176518	0.906518479	0.567059094	1.373161961	0.876808509	0.529575729	-0.478732439	0.207707301	-0.839234472	-1.176686516	-1.365768356	-0.820412991	-0.229074482	-0.848305966	-1.388699801	-1.761970342
ENSMUSG00000055745	Rtl6	1.139317306	1.137754158	0.738516318	1.079034867	1.20866051	0.731342107	1.16848214	-0.409569665	0.776272788	0.812603987	-0.325657243	-0.515161667	-0.850124378	-0.904856499	-1.302655011	-0.462149269	-0.056455994	-1.989635355	-1.278568075	-0.697151025
ENSMUSG00000055762	Eef1d	0.664973393	0.422341252	-0.069278599	0.213966489	0.015450777	1.616159244	2.059653324	1.515863657	1.041090999	-0.165178043	-1.086656432	-0.012348135	-1.525246145	-0.742234796	-0.755388021	-1.291993608	0.293408054	-0.789758374	-0.890540341	-0.514284696
ENSMUSG00000055782	Abcd2	0.668965896	0.399017799	0.468409039	0.739578647	0.162824854	1.233308036	0.766381653	1.793910701	1.629270529	0.988538375	-0.792322678	-1.029058064	-0.648469588	-1.513084951	-0.957354948	-1.081981287	-0.437989872	-0.606277193	-0.955514359	-0.828152589
ENSMUSG00000055805	Fmnl1	0.646441496	0.971890239	0.139739225	0.994017188	1.405303093	1.985475667	1.047529495	0.428491919	0.487684909	0.644918139	-0.956942771	-0.725197918	-0.459816752	-1.42941483	-0.753792407	-0.426700319	-0.639287615	-0.841321749	-1.405206228	-1.113810781
ENSMUSG00000055884	Fancm	0.634230072	0.117339978	0.873605121	0.154947441	0.431034765	1.673496173	1.741231547	-0.061877405	-0.502385992	1.77054384	-0.772961132	-0.430774861	-0.02792474	-0.72036029	-0.112304896	-0.73254675	0.004932476	-1.70079276	-1.842884442	-0.496548144
ENSMUSG00000056091	St3gal5	-0.587505762	0.687115011	1.799636107	0.763676556	1.049133749	1.239217619	0.994896853	0.175595427	-0.025021861	1.23310886	-1.476919863	-0.56786597	-0.656000248	-1.528040699	-0.740375273	0.443835335	-0.66788127	-0.822563642	0.111893298	-1.425934226
ENSMUSG00000056145	AI504432	1.153260881	0.444180474	1.41645421	0.421052799	1.624045434	-0.697582643	0.269338603	0.680942982	0.033068482	1.403689434	0.077540408	-1.727186779	-0.571662856	-1.626868228	-0.375121736	0.670137315	-0.587774648	-0.472711969	-1.425970678	-0.708831483
ENSMUSG00000056268	Dennd1b	0.470365607	0.582722229	1.384259729	0.024555701	0.881840828	1.129308858	0.265171815	0.970510361	-0.016512154	1.680741724	-1.468361309	-1.773653968	-1.169379488	-1.077976836	-1.190729498	0.082556672	-1.044495282	-0.148065587	-0.088157155	0.505297752
ENSMUSG00000056394	Lig1	1.143450257	0.330850024	0.369025296	0.838312019	0.518044073	1.804407351	0.715303867	0.817402535	1.35042183	0.801369744	-0.440697535	-0.704204641	-0.986126815	-1.50194982	-0.233216456	-1.554516763	-0.284446656	-0.74626171	-1.267939638	-0.96922696
ENSMUSG00000056459	Zbtb25	-0.240110939	0.461097055	0.08383846	0.570877857	1.24283513	1.476513882	1.81716191	-0.185947355	0.102660245	0.862137811	-1.552142946	-2.02975136	-0.689695001	-1.673139231	-0.110571256	-0.050217904	-0.650508427	0.206342862	-0.161788758	0.520407963
ENSMUSG00000056493	Foxk1	-0.168455993	0.295076805	0.181339593	0.499788338	1.672402214	0.53184022	1.716544662	0.778720757	-0.102003962	2.015089416	-0.824056353	-1.542037646	-1.061482257	-1.476909593	-0.275223907	0.009333188	-0.505725285	-0.688742516	-0.819486808	-0.236010872
ENSMUSG00000056537	Rlim	0.470409101	0.568249955	0.795814607	-0.404947872	0.906109061	0.930859731	0.907242737	1.01131576	1.37986344	2.04769861	-1.059274978	-1.15233091	-0.942804721	-1.293948033	-0.598327264	-0.57000621	-1.004473471	-0.676503568	-0.678065791	-0.636880184
ENSMUSG00000056579	Tug1	0.593428775	0.331680536	1.434719391	0.367372486	1.136830294	-0.102177753	0.512924065	0.754473146	1.097828021	1.446207736	-0.494882182	-2.627295629	-0.662425421	-1.017886404	-0.60763343	0.305533383	-0.413504117	-0.533571806	-0.43358675	-1.088034341
ENSMUSG00000056708	Ier5	0.770103046	0.545567282	0.188282845	0.603427489	1.620774498	1.222917868	1.291072023	0.891921457	0.567523418	-0.871902509	-1.538164508	-1.659933616	-0.622326716	-1.624964408	0.278880523	-0.838309736	-0.790996347	-0.208113121	-0.375893492	0.550134003
ENSMUSG00000057133	Chd6	-0.054845834	-0.292196095	1.551950076	0.298381127	1.471470264	-0.077892456	0.983076536	0.666984465	0.868476867	2.285785658	-0.427352067	-1.085166555	-1.164129238	-1.161381959	-0.937869497	-0.212540939	-0.697818382	-0.671638655	-0.779126213	-0.564167103
ENSMUSG00000057135	Scimp	0.413741861	0.425452331	-0.028047129	0.780185562	-0.243572963	2.172737166	0.872824723	1.336962733	1.66484091	-0.42580398	-0.456192464	-1.122317968	-0.226152484	-1.354888521	-0.489971057	-0.948477404	-1.699663963	0.101175251	-0.565208684	-0.207623923
ENSMUSG00000057219	Armc7	0.307513054	-0.260900249	0.68886987	0.817792651	0.330983954	0.81538987	2.200857506	0.825642456	1.611583795	-0.267457498	-0.657428304	0.488027058	-0.929700392	-0.77190284	-1.584480659	-0.896254664	-0.115129939	-0.184650159	-0.81664126	-1.60211425
ENSMUSG00000057363	Uxs1	0.252085984	0.698244805	0.786262216	1.568731487	0.224134384	1.012585551	0.29883533	1.683483428	0.511904784	0.732723568	-1.281354165	0.377489457	-0.52653557	-1.361918632	-1.539257713	-0.03337515	0.134673886	-1.240632881	-1.357742763	-0.940338007
ENSMUSG00000057406	Nsd2	0.528764923	0.533415547	0.796432523	0.49293144	1.326857056	0.672666391	1.400506253	1.383533674	-0.622367279	1.704439719	-0.669327207	-1.36500584	-0.527197254	-0.822151774	-0.015724734	-0.83166946	-1.236565029	-1.1370563	-0.584375701	-1.028106944
ENSMUSG00000057596	Trim30d	0.742002559	0.776707551	0.633735115	0.83623504	1.457230794	0.761486854	0.688870722	1.407946275	0.829402433	0.781690911	-1.198979138	-1.059077381	-1.136845577	-1.715378293	-1.47193884	-0.388392623	-0.112152025	-0.591314585	-0.475849655	-0.765380137
ENSMUSG00000057722	Lepr	0.684787808	0.761512872	0.674989111	0.781801467	0.8145449	0.761105168	0.996701088	1.06025785	0.943702887	1.016396792	-1.979024771	-1.650560228	-1.22009544	-1.107005997	-1.21428868	-0.652483489	-0.049647479	-0.545084764	-0.184697189	0.107088093
ENSMUSG00000057895	Zfp105	1.495523604	0.869830626	1.421552825	0.279935026	0.112909626	1.315031585	0.489322792	1.088163014	0.746534403	0.559675458	-0.609125617	-1.119238491	-0.314560057	-0.983721812	-1.557811527	-0.189624224	-0.151673181	-1.199358063	-1.725879184	-0.527486803
ENSMUSG00000058022	Adtrp	0.907507258	0.701515719	0.860429546	0.983108411	0.679496985	0.469918567	0.450777164	1.079020948	1.26182557	0.711899464	-0.966164876	-1.902257051	-1.302609376	-1.863002887	-1.326558996	-0.509742084	0.176827399	-0.147204481	-0.157073967	-0.107713313
ENSMUSG00000058638	Zfp110	1.223485822	0.608934289	1.316142223	0.638661243	0.560765607	0.33157726	0.330272701	0.769485465	2.203892725	-0.512595961	-1.182145841	-0.801341858	-0.707887579	-1.197845849	-1.684527272	-0.723382375	-0.21277841	-0.121456134	-1.12602835	0.286772293
ENSMUSG00000058799	Nap1l1	1.061225728	0.349764283	0.698159952	0.842986974	0.49402173	0.670617454	0.392490321	1.301713596	1.380132728	1.119197276	-0.781496948	0.227085072	-0.802445665	-1.512389681	-0.060769982	-0.856412518	-0.523493996	-1.360388129	-1.995857931	-0.644140265
ENSMUSG00000059149	Mfsd4a	-0.527112076	0.228576597	0.617540089	0.548128915	1.604226501	0.175145537	1.349960787	0.857500962	0.619246134	1.470444232	-0.385835266	-2.242810216	-1.067037518	-0.50980241	-0.482843282	-0.317758074	-1.762736752	-0.220351313	0.348364541	-0.302847386
ENSMUSG00000059463	Spag11b	0.863689696	0.759854069	0.515025532	0.518441252	0.786611491	0.726037118	0.956830984	1.203501837	1.127560817	0.963586275	-2.010401557	-1.058343249	-1.791269304	-1.012905511	-0.723611599	-0.993135526	-0.190817129	-0.698075476	0.004436028	0.052984253
ENSMUSG00000059669	Taf1b	0.803817088	0.638441317	1.044692517	0.290291362	0.610639257	1.794277588	0.283936426	0.5954841	0.581497923	0.921345531	-0.33773028	-0.300967182	-1.251975024	-2.359297559	-0.692511748	-0.231984003	0.66271506	-0.899660558	-1.319404474	-0.833607341
ENSMUSG00000059708	Akap17b	0.684339428	1.10722822	0.828415433	0.127078586	0.834492721	-0.499273719	0.576315945	-0.077888339	0.666825267	2.370204935	-0.76045768	-0.312252984	-0.404098465	-1.148833313	-2.132186199	-0.539459108	0.531304226	-1.321334795	-0.05086261	-0.479557547
ENSMUSG00000059791	Nrm	0.729893208	0.6338962	0.829656071	0.793517961	0.010974451	1.570922238	1.116886974	0.338975836	1.116141818	0.87512436	-0.890307122	0.359187663	-0.596304932	-1.780626184	-0.115917239	-0.727729468	-0.303557421	-1.360267216	-1.84381918	-0.756648019
ENSMUSG00000059878	Zfp422	0.947134493	-0.064415376	1.209878503	-0.217347355	1.235213364	-0.286205805	0.386292083	1.306270854	1.897848006	1.080972962	-0.538524916	-1.290765782	-0.795274026	-0.593232466	-1.386292712	0.121516348	-0.048526308	-0.508592697	-0.911532339	-1.54441683
ENSMUSG00000060224	Pyroxd2	-0.336494507	0.623887314	0.452743472	0.645143124	-0.097405623	0.128702852	1.036194545	-0.63133469	0.604592343	-0.512004307	-1.687413334	-2.05175946	-1.00017777	0.121907214	-1.401850297	1.131545989	-0.543461188	1.202841507	1.079109576	1.23523324
ENSMUSG00000060568	Fam78b	0.401869272	1.097747309	0.764681971	0.533421233	0.839465409	0.712484671	0.368561962	0.695818409	0.853988605	2.183478544	-1.20187717	-0.594412924	-0.578262163	-0.078767649	-1.559181876	-0.350695817	-1.654942928	-0.673534677	-0.907238164	-0.852604016
ENSMUSG00000060621	Nkpd1	1.132093656	0.847653977	0.787431609	0.69160539	1.251999798	0.556291144	1.290211686	0.170059519	0.972625191	0.576666671	-1.373806375	-1.190624529	-1.209883346	-1.383089881	-1.746343331	-0.981550958	0.292022641	-0.503105451	-0.12836551	-0.051891901
ENSMUSG00000060733	Ipmk	1.020410084	1.047351843	1.311861056	0.60626388	1.367839979	0.937034241	0.636594977	0.374523393	-0.110788399	0.969339646	-1.378655051	-1.268311275	-1.42711827	-1.088466395	0.173203953	-0.787933575	-1.198827902	-0.805470195	-0.892115654	0.513263662
ENSMUSG00000060860	Ube2s	0.592240453	0.099054339	-0.223669551	0.29606737	-0.020869872	1.387071479	1.609825604	1.6641911	1.822760745	-0.296840165	-0.600308044	0.664558226	-0.887222147	-1.21828193	-0.297266457	-1.116440483	-1.093397721	-1.189654827	-0.791499066	-0.400319054
ENSMUSG00000061013	Mkx	1.48956752	1.189340781	0.937109304	1.133015791	0.685655355	1.281729042	0.717255846	0.49584921	0.29743492	0.77155284	-1.329649226	-0.985002001	-0.996011921	-1.062280239	-1.35850899	-0.782972152	-0.180305638	-0.17723327	-1.115388112	-1.011159062
ENSMUSG00000061143	Maml3	0.709515734	0.23057487	0.952092016	0.399142844	1.274872612	0.513055558	1.084866154	1.22663268	-0.051479898	1.931011353	-1.12580962	-0.712554976	-1.165028352	-1.199529623	-0.769245818	-0.032234238	-0.132827778	-1.685956063	-0.772670471	-0.674426983
ENSMUSG00000061374	Fiz1	0.787233631	-0.210718773	0.769196912	-0.535111613	1.176404475	1.236152713	1.893699423	0.816637119	0.710031788	1.1083365	0.153816233	-0.782778923	-0.991605891	-0.818039812	-0.950206162	-0.154328353	-0.659637099	-0.980379083	-1.854148951	-0.714554132
ENSMUSG00000061397	Krt79	0.963335508	1.004118602	0.592136951	1.011871908	0.760362659	1.153669484	0.594316651	0.921828371	1.223785532	0.447904982	-0.319090582	-0.123183744	-0.704505914	-1.920812507	-0.895556986	-0.543840125	-0.209330977	-1.080096701	-1.692912493	-1.184000621
ENSMUSG00000061410	Zcchc14	0.608349671	1.031142568	0.278392057	0.622578474	0.835692984	0.625010479	2.01315382	0.470014999	0.470491812	1.359833082	-0.558768084	-1.916249372	-0.848635709	-1.440015338	-0.751426378	-0.534205988	-1.215012016	-0.452858787	-0.59908441	0.001596137
ENSMUSG00000061455	Stx17	-0.024924255	0.241805717	0.301447381	0.695976814	0.301380825	0.137746022	0.228354933	1.571444961	0.553459734	2.529968092	-1.170769019	-1.878160986	-1.138188345	0.188322108	-1.427287781	-0.292918349	0.192595293	-0.384177083	0.070667467	-0.69674353
ENSMUSG00000061589	Dot1l	1.368754802	0.685917098	0.45713366	-0.161299089	1.117563974	1.206507346	1.631381465	-0.300212632	-0.669658314	1.464085401	-0.464467193	-2.03915893	-0.16931046	-0.538937818	-0.05005672	-0.326875059	-1.501124276	-1.012768107	-0.193451078	-0.504024071
ENSMUSG00000061859	Patj	1.067933639	0.472449787	0.795969867	0.76669943	0.674919449	0.986818547	1.069320242	0.891412468	0.810368019	1.010678554	-0.910869345	-0.625191076	-1.007770568	-2.38688339	-1.03468488	-0.17596309	0.142567702	-0.862369412	-1.116707274	-0.56869867
ENSMUSG00000061887	Ssbp3	1.190327182	-0.90906611	0.252367004	0.31108983	0.573058459	-0.110081052	0.732480905	1.673048972	1.54478341	1.843881634	-0.172496891	0.039939206	-0.497574528	-1.327407705	-0.978966969	-0.783809827	-1.199558677	-0.66380121	-1.253135298	-0.265078336
ENSMUSG00000062028	Irgc1	0.973493808	0.429780655	0.749374325	1.002917628	0.714511595	1.004306765	1.396736004	0.867679087	0.997896397	0.893514289	-1.045220339	-0.299815674	-1.408310551	-1.170549147	-1.65431631	-0.44258154	-0.141655856	-0.991510894	-1.098238958	-0.778011285
ENSMUSG00000062127	Cttnbp2nl	0.002160072	0.431357253	0.685697474	1.180212521	0.525678502	-0.725463102	0.608495934	0.460092937	0.308626604	2.897109527	-1.448916477	-0.854447942	-1.193757856	-0.316684914	-0.291449085	-1.174215352	-0.194301759	-1.056968716	-0.136118554	0.292892933
ENSMUSG00000062232	Rapgef2	0.259687744	1.418644928	0.017507956	-0.574137946	0.140055917	0.508766681	0.86444238	1.639282334	-0.135745825	2.556058121	-0.931722167	-0.405036968	-0.085091862	-1.376445862	-0.746710334	-0.877618741	-1.069078859	-0.045833829	-0.931402259	-0.225621409
ENSMUSG00000062248	Cks2	0.592772985	-0.10970858	0.868217324	0.749701021	0.368350202	1.788274885	0.77835533	0.987095399	1.731071931	0.031013372	-0.687805607	-0.131255951	-0.274234553	-1.267687973	0.229860431	-1.347280196	-0.351130898	-1.220017036	-1.455396892	-1.280195193
ENSMUSG00000062619	2310039H08Rik	0.911280749	0.522088942	0.682204918	0.191913839	0.771014823	0.368166744	0.780802958	1.593179719	0.670569959	1.159259597	-0.937690965	0.76179254	-1.302911779	-1.639747454	-1.239295574	-0.323012055	0.437578299	-0.793186004	-1.302036944	-1.31197231
ENSMUSG00000062866	Phactr2	0.797396863	-0.018279707	0.896554077	0.291233829	0.907693541	-0.519752815	1.272487557	0.952188312	0.193385438	2.44413139	-0.143772619	-0.562193221	-0.842920512	-1.638763195	-1.005105639	0.166225278	-0.407142203	-0.695849862	-1.393465041	-0.694051472
ENSMUSG00000062867	Impdh2	1.332393132	0.827873438	0.012186843	0.449172414	0.736942462	1.383036713	0.912678036	0.259686114	1.780084008	-0.915912113	-0.636562523	0.364325931	-0.54086189	-0.53248717	0.258778737	-1.252359889	-0.809356826	-1.778788925	-1.513733951	-0.33709454
ENSMUSG00000062908	Acadm	0.798772758	1.24068765	-0.225103323	0.657738778	-0.157245571	1.645601226	1.067093369	1.588713504	1.146716854	-0.078105892	-0.274541277	-0.009208848	-0.445056851	-1.273254215	-1.193464192	-1.013529024	-0.385937074	-0.380647203	-0.959164116	-1.750066553
ENSMUSG00000062949	Atp11c	0.587441951	0.317532795	0.975690309	0.820387387	0.755680359	0.363672022	0.231663534	1.204188394	0.094375721	2.537653555	-0.542774514	-0.64500575	-0.340831567	-1.37598394	-0.567019105	-0.03721082	-0.581285682	-1.030655969	-1.365276749	-1.402241931
ENSMUSG00000062980	Cped1	0.619436381	0.641968131	1.571282083	0.071804534	0.504472739	-0.846516627	0.09351793	1.962294233	0.435250978	1.616670851	-1.648595563	-1.499762967	-0.457258628	-1.382043557	-0.621170396	-0.733901367	0.018199295	-0.002654924	-0.055983925	-0.287009201
ENSMUSG00000063015	Ccni	1.208557821	1.051180505	1.132850764	1.381860809	0.480323526	-0.240297213	-0.249223441	0.461392395	1.465865199	0.363514993	-0.326521682	0.594096934	-1.032638343	-1.754565536	-1.001231727	-0.637283201	0.402810607	-1.08927786	-1.648938517	-0.562476031
ENSMUSG00000063052	Lrrc40	1.078421025	0.871193959	1.075982402	-0.118567266	0.634030738	0.069888157	0.174074116	1.681144589	1.373587154	-0.516101812	0.072265108	1.188960725	-0.678252163	-1.265338249	-0.459920323	-0.82215325	-0.245992973	-0.959028883	-1.866549963	-1.287643091
ENSMUSG00000063171	Rps4l	0.896665986	0.881512743	0.703993798	0.945973722	0.785550741	1.044015539	0.542864438	0.882437508	1.001279867	0.677038048	-0.674506902	-1.848257902	-1.696857939	-1.63778481	-1.415575811	-0.363360737	-0.182644861	-0.415088165	-0.014992124	-0.112263136
ENSMUSG00000063445	Nmral1	0.372085947	1.109973184	0.583101538	0.280657593	-0.577676225	1.138418628	-0.080633346	0.691570965	1.93645731	0.012410095	-0.116080446	0.783230459	-0.260771429	0.278110417	-0.254502299	-2.719408861	-0.666605971	-0.948525815	-1.305460539	-0.256351204
ENSMUSG00000063450	Syne2	0.485320246	0.429192207	1.329312815	0.293014157	0.729654081	0.525579282	1.35168449	0.932465677	0.073229814	2.101149818	-0.885354423	-0.517866033	-1.014354248	-1.664041442	-1.09918531	-0.094277194	-0.122747464	-1.019390732	-0.918227939	-0.915157802
ENSMUSG00000063531	Sema3e	0.327791183	0.548654852	0.236653971	0.504875471	0.178256484	0.796848233	1.159411111	1.111863829	1.02564689	0.708967548	-2.011486691	-2.207797117	-1.250507291	-0.851808452	-1.298146716	-0.13177579	0.312446563	-0.111688638	0.434510094	0.517284466
ENSMUSG00000063889	Crem	1.037369031	0.722080562	0.758049855	0.592978017	1.395741002	0.707130296	1.075289708	1.108143482	0.640285819	0.679000523	-1.323177274	-1.823732183	-0.609460797	-1.195597019	-0.146661872	-0.738733376	-1.408400153	-0.664096105	-0.940835536	0.13462602
ENSMUSG00000064023	Klk8	0.886626462	0.544976333	0.751909619	0.903274036	0.481456265	0.410422283	0.907359769	1.061658393	-0.044677399	0.965301197	0.723355059	0.524076901	-0.987084262	-2.075905533	-1.620065785	0.009782935	0.081768037	-0.756263057	-1.644152431	-1.123818823
ENSMUSG00000064043	Trerf1	-0.025431276	0.51364902	0.56829397	0.181408973	0.738973667	1.154673685	1.423873167	1.152539097	0.618960966	2.242887326	-0.744497558	-0.756095148	-0.642019841	-1.146938806	-1.03411644	-0.674579925	-0.672712795	-1.067168969	-1.120614632	-0.711084481
ENSMUSG00000064065	Ipcef1	1.340504752	0.910346727	1.401302275	1.05987112	1.26497767	-0.121445347	0.765873721	0.094247132	0.20881516	0.801336767	0.247459994	-0.168730572	-1.045391638	-1.448187022	-0.807657204	0.222184541	-0.498708274	-1.44905133	-1.707746591	-1.070001878
ENSMUSG00000064247	Plcxd1	-0.626793442	0.333020707	0.023011017	0.265205637	-0.374203908	0.428636721	0.972961706	1.268537806	1.916331849	1.247239517	-0.826121139	-2.284681169	-1.136119836	-0.894115523	-1.184789561	-0.407956461	0.504170698	0.612767653	0.318386518	-0.15548879
ENSMUSG00000064280	Ccdc146	0.591689354	0.358827444	0.751568616	-0.125946707	0.621066277	0.384880067	1.39120441	1.199371498	0.706673569	1.762829935	-0.873145444	-2.222312171	-0.887707093	-1.099674693	-0.495299473	0.007859646	-1.482598301	-0.100797921	0.033567757	-0.522056771
ENSMUSG00000064337	mt-Rnr1	1.092845777	0.561428833	1.105792273	-1.097851084	-0.552329625	1.19193006	0.585398405	0.419187393	1.031849988	1.696156595	-1.250380336	-1.298591248	-0.86999132	-0.761515991	-1.389387818	-0.786955551	0.272853556	0.777956724	-0.994821089	0.26642446
ENSMUSG00000065037	Rn7sk	0.208747448	-0.360792695	-0.278751015	-0.565010842	-0.544788687	1.893279474	1.304762059	1.155674756	1.357077843	2.190869035	-0.319474532	-0.887879568	-0.125843175	-0.516693831	-0.727515874	-1.15432706	-0.420310945	-0.595936847	-0.788125887	-0.824959658
ENSMUSG00000065265	Gm23455	0.305116427	1.041868355	0.334782267	1.454531298	0.636368776	-0.518974332	0.856044784	0.560451151	1.064613716	0.378680985	0.800642648	-0.784466469	0.577620692	-0.043103252	-0.533004637	-1.941268458	-1.719595779	-0.055466513	-0.474174236	-1.940667423
ENSMUSG00000065420	Mir142b	0.057340375	1.356207605	0.519850306	1.146120862	1.091142701	0.697113929	0.647065507	0.936972176	0.349243927	-0.229474829	0.464326678	-2.551843269	-0.601707147	-1.325885305	-1.362771832	0.788276907	-0.424540101	-0.424072949	-0.787351829	-0.346013711
ENSMUSG00000065987	Cd209b	1.094558624	0.906272461	0.905864424	1.027628108	1.008038563	0.663581115	0.424854455	0.412844788	0.515076484	0.316526221	-1.156686101	-0.771573665	-1.708191161	-2.210170934	-1.608300684	0.040876902	0.699319741	-0.197109071	-0.261794135	-0.101616135
ENSMUSG00000066798	Zbtb6	0.037042405	-0.072997725	0.920408937	1.051621011	1.406082702	-0.618871335	0.765102715	1.606206736	0.309913951	1.412220858	-0.957718706	-1.67480171	-0.994577073	0.258549519	0.011830166	-0.178798173	-0.859407452	-0.642560767	0.079867319	-1.859113378
ENSMUSG00000066838	Zfp772	0.193059973	-0.340115495	1.176322401	0.770268752	1.115883492	1.250553395	0.039962017	1.012609137	1.204480181	0.838430608	-0.869790448	-0.216261637	-1.07212545	-0.397114617	-2.260421232	-0.651822557	-0.81557928	0.170412007	-1.544259569	0.395508325
ENSMUSG00000066842	Hmcn1	0.993013667	0.764339861	1.127866841	0.95992309	0.986901816	0.928089595	0.941143233	0.753776664	0.641633053	1.186927947	-0.963171143	-0.883163829	-1.221857111	-1.348764128	-1.19028101	-0.165689881	-0.231145312	-1.214767268	-1.003319828	-1.061456257
ENSMUSG00000067206	Lrrc66	0.643919594	0.584482795	0.413105789	0.689950852	1.113696099	0.61057565	0.064280509	-0.013862149	0.459311388	1.945985752	-1.325584957	-0.049921165	-0.404749762	-2.155868102	-0.768476966	-0.528312227	0.4853343	0.475534562	-2.00618691	-0.233215053
ENSMUSG00000067653	Ankrd23	0.32649269	0.453655313	0.597616139	0.615350019	1.210548866	0.913123915	0.903953129	1.135419636	1.106532907	1.030690788	-0.662313436	-2.436641372	-0.810892301	-0.380729973	-0.708369172	-1.21365901	-1.021735528	-0.776538124	0.316749364	-0.59925385
ENSMUSG00000068015	Lrch1	0.253953858	0.079182815	0.06818396	1.200589163	1.158371569	0.753649051	0.354561988	1.52376427	-0.336563583	1.991123392	-0.336280313	-1.00269343	-0.285698532	-1.301541545	0.562849726	-0.399614561	-1.367897883	-0.99497672	-1.657319476	-0.263643749
ENSMUSG00000068036	Afdn	1.379647274	1.412939358	1.206462571	1.285320753	1.884075836	-0.247881208	-0.193646176	-0.025010822	-0.478265255	0.475837574	-0.796812304	0.224549623	-0.312099546	-1.468482038	-1.165978919	-0.326983045	0.085210166	-0.351384939	-1.339542031	-1.247956874
ENSMUSG00000068205	Macrod2	1.50838358	0.936097108	1.151227827	1.152900618	0.526381532	0.639059179	0.70706252	0.974019332	0.679762045	0.913528908	-0.707892778	-0.785707817	-0.727324377	-1.010181731	-1.843197699	-1.027153491	-1.18473469	-0.765740524	-0.628082676	-0.508406865
ENSMUSG00000068227	Il2rb	1.64276887	1.94022514	1.780987465	0.573343393	0.238743258	0.734112887	-0.153478022	0.326246486	0.355179416	-1.084595658	0.006093465	-0.675569086	-0.691422496	-1.084595658	-1.084595658	0.437604978	-0.007261806	-1.084595658	-1.084595658	-1.084595658
ENSMUSG00000068270	Shroom4	0.847209128	0.581105703	1.024254635	0.056931042	0.782945879	0.58534763	1.069537168	0.438605522	-0.132984927	0.628540873	-3.014493595	-0.824238037	-1.527358021	-0.406773537	-0.840250289	0.007210013	-0.38194332	-0.070215009	0.156036484	1.020532656
