ensembl_gene_id	gene_name	SC024_T1_N_AMR_R1	SC025_T1_N_AMR_R2	SC026_T1_N_AMR_R3	SC027_T1_N_AMR_R4	SC028_T1_N_AMR_R5	SC001_T1_N_AMR_R1	SC002_T1_N_AMR_R2	SC003_T1_N_AMR_R3	SC004_T1_N_AMR_R4	SC005_T1_N_AMR_R5	SC011_T3_F_AMD_R1	SC012_T3_F_AMD_R2	SC013_T3_F_AMD_R3	SC014_T3_F_AMD_R4	SC011_T3_F_AMR_R1	SC012_T3_F_AMR_R2	SC013_T3_F_AMR_R3	SC014_T3_F_AMR_R4
ENSMUSG00000021477	Ctsl	-0.568474811	-0.187692096	-0.977842931	-0.460702991	-1.062446885	-0.364040273	-1.043031332	-0.71994083	-0.646523023	-1.647755183	1.097238862	1.844048385	0.9434174	1.150063977	0.039547739	1.353669648	0.765944304	0.484520043
ENSMUSG00000021504	B4galt7	-0.685195311	-0.629692087	-0.435011526	-0.65927775	-1.633044382	-0.308631349	-0.825592444	0.103528199	-0.770877375	-0.891339874	0.752227743	1.330445281	-0.039387685	1.540421248	0.48731875	2.276809022	-0.286061895	0.673361434
ENSMUSG00000021552	Gkap1	-0.399165719	-0.987964264	-0.912392209	-1.584702396	-0.649257611	-0.46490476	-0.274588626	-0.902590608	-0.430321892	-0.323246364	0.102316526	1.58569537	0.574329145	-0.405207527	0.301466917	1.519996264	1.636039044	1.614498711
ENSMUSG00000021591	Glrx	-0.294697746	-1.26116373	0.161158972	-0.393947607	-1.227297985	-1.935455837	-1.118285309	-0.851789104	0.195520058	-0.648515266	0.891927926	1.329196552	1.104701463	1.008357366	0.53223054	1.255675214	0.699075746	0.553308747
ENSMUSG00000021608	Lpcat1	-1.165197588	0.175360818	-0.852696409	-0.052357171	-1.1285633	-0.143007148	-0.969390762	-1.234906112	-0.376998365	-0.645977689	1.045149818	2.156624616	0.778366342	1.237099507	-0.422017899	1.484126233	-0.327897743	0.442282852
ENSMUSG00000021614	Vcan	0.45981723	-1.263935814	-0.285734885	-1.109811379	-0.638718204	-1.393036454	0.167355655	-1.066560266	-0.89313118	-1.19076357	1.307425741	0.652995492	1.458297946	1.051250517	0.414002009	0.150836698	0.765206737	1.414503727
ENSMUSG00000021624	Cd180	-0.749940093	-0.235497686	0.179894995	-0.585499409	-0.581237918	-1.332519511	-1.40402152	-1.396817248	0.53091317	-0.114839008	1.341583701	1.641509316	0.237218268	1.323782479	0.665835213	0.625651539	-1.197190634	1.051174347
ENSMUSG00000021665	Hexb	-0.48254126	-0.193726459	-0.203829562	-0.577088887	-1.170614535	-0.646062927	-1.113227148	-0.87691044	-0.259818325	-1.239204502	1.03498967	2.194225678	1.657925926	1.123059233	-0.178243308	0.933483281	-0.281346813	0.278930379
ENSMUSG00000021666	Gfm2	-0.299001691	-0.242509673	-0.419441926	-1.159516054	-0.870906121	0.260252099	-1.177795919	-0.64452914	-1.547767417	-0.513506207	0.14069286	1.854017903	1.068159962	-0.513037529	0.216380937	1.092059242	1.110355948	1.646092727
ENSMUSG00000021670	Hmgcr	-0.137308921	0.149171483	-0.035680756	-0.67829304	0.716289372	0.217320516	-0.148818591	0.227557882	-0.782574467	-1.144322277	1.311924335	1.738163059	1.010497636	0.725650896	-2.110441559	0.996245933	-1.242886002	-0.812495498
ENSMUSG00000021696	Elovl7	-0.53806988	-0.817802817	0.087217347	-1.07577495	0.071915693	-1.759230416	-0.980420046	-0.110287454	-0.278420705	-1.759230416	0.968322051	1.377627131	0.915134031	1.565864699	0.895913413	0.456940978	0.406297319	0.574004023
ENSMUSG00000021701	Plk2	-0.404291257	-0.249353139	-0.192604822	-0.526905851	-0.23900861	-0.733567201	-1.770921557	-1.911901734	-1.225890854	-0.191994817	1.011395146	1.059241368	0.938095021	1.117968201	1.019486183	0.763179407	0.291402087	1.24567243
ENSMUSG00000021756	Il6st	-0.495007036	-0.50144333	-0.685174828	-1.091954124	-1.041897578	-1.307557742	-0.348239309	-0.43983624	-1.299858103	-0.812486243	1.562660627	1.512007485	0.89217267	0.860974348	0.804247849	1.010983907	0.192732482	1.187675164
ENSMUSG00000021770	Samd8	-1.103260188	-0.206145645	-0.504925709	-1.414830663	-0.668300706	-0.564610571	-0.747192429	-0.340723499	-1.780084122	0.002575811	-0.245545172	0.6626253	0.9891655	0.817326713	0.940185838	1.381702458	1.208855489	1.573181595
ENSMUSG00000021876	Rnase4	0.210087897	0.045785157	-0.195600968	-0.165499847	-0.808975098	-1.759948295	-1.346210701	-0.880393004	-0.618344777	-1.287226186	0.692618015	0.977236859	0.335294207	0.042838498	1.810877024	1.623081647	0.953696516	0.370683056
ENSMUSG00000021886	Gpr65	-0.993957164	-0.015209197	-0.104938039	-0.325113992	0.1301899	-0.949872935	-0.59834981	-0.995358445	-1.870910522	-0.827084534	1.580588486	1.41648111	0.660665835	1.435559977	0.731928894	0.243186118	-0.68886446	1.171058779
ENSMUSG00000021904	Sema3g	-0.212588509	-1.379443094	-0.750578538	0.31132862	0.122414992	-1.711677673	-1.097999807	-1.371258119	-0.405245352	-0.54112031	1.028302396	0.93607355	0.317873566	1.303170139	0.138403628	1.241788276	0.552522915	1.518033321
ENSMUSG00000021939	Ctsb	-0.566271982	-0.338194179	-0.58734414	-0.544418636	-1.088259603	-0.391009569	-0.644975392	-0.799632454	-1.032475782	-1.518924787	1.454032283	2.244220479	0.838988854	0.746932091	0.138794677	1.115908734	0.548720254	0.423909154
ENSMUSG00000021957	Tkt	-0.608113101	-0.122711435	-0.60561526	-0.027886027	-0.954361825	-0.62425241	-1.515177142	-1.221766315	0.155725682	-1.495034447	1.88136041	1.619400954	0.727406385	0.597129504	0.266878009	1.093574277	0.072381404	0.761061339
ENSMUSG00000021978	Extl3	-0.051455482	-0.589350424	-0.345958327	-0.51179707	-0.39135342	-0.528344449	-0.338105067	-1.501732415	-1.604535883	-1.050980332	1.934146508	1.927379232	0.400741786	0.281427586	0.084391991	0.842776989	0.312832257	1.129916519
ENSMUSG00000021996	Esd	-0.660556154	-0.713199017	-0.692044688	-0.5431067	-1.343550311	-0.528707214	-1.596593408	-0.828554694	-0.138114183	-0.901906283	1.020892365	1.642425649	1.044030037	1.142205791	0.207770183	1.236669317	0.99393632	0.658402988
ENSMUSG00000022018	Rgcc	-1.142645044	-0.814309199	-1.29864938	-1.550411341	-1.127306882	-0.232249996	-0.215809004	0.018870697	-0.25448002	-0.993298535	0.278784724	0.7946306	1.024771632	0.928985734	0.501402149	1.212277701	1.264833797	1.604602367
ENSMUSG00000022040	Ephx2	-0.741318515	-0.734388963	0.090242358	-0.953824689	0.065727531	-0.680612227	-0.533333209	-0.008141374	-0.332934687	0.032763058	-1.378419341	0.274725342	-1.340344401	-0.038149199	1.294326102	2.043183279	1.772387294	1.168111642
ENSMUSG00000022075	Rhobtb2	-0.858053055	-0.93910974	-1.120316134	-1.030568623	-1.001194417	-0.153351975	-0.810734406	-0.558100555	-0.658313319	-0.151268301	1.016329739	1.475650444	0.322897257	1.598487572	1.239477631	1.78642379	-0.03627321	-0.121982701
ENSMUSG00000022102	Dok2	-0.122009588	-0.437827355	-1.205136911	-0.165267736	-0.783597595	-0.56354897	-0.4341517	0.417522621	-0.08297888	-1.816743031	1.691554344	2.244371704	0.822363837	0.377662701	-0.016536246	0.944382345	0.166543649	-1.036603189
ENSMUSG00000022106	Rcbtb2	-0.37933129	0.220462322	-0.983060507	-0.651261773	-0.894132727	-0.22775905	-0.90253165	0.16915081	-0.158616817	-1.939360506	-0.643581326	1.007916481	0.7385988	0.362810856	-0.22844492	1.699867967	2.090622799	0.718650531
ENSMUSG00000022126	Acod1	-0.342331979	-0.735601273	-0.38530331	-0.269370526	-1.240897366	-0.782837942	-1.189424525	-0.482979584	-0.729558219	0.159615564	2.508812828	1.28818653	1.019911263	-0.187141317	1.073340582	-0.178404423	1.084712624	-0.610728928
ENSMUSG00000022139	Mbnl2	-0.227479166	-0.085900271	-0.071053447	-0.304985457	-0.445172298	-2.023303122	-1.702242343	-0.443662029	-1.02474302	0.168899624	-0.277903381	-0.126289679	0.982265566	1.279740132	1.787153103	0.352623473	0.965850284	1.196202032
ENSMUSG00000022148	Fyb	-0.035529513	0.04939952	0.320072029	0.290757122	0.063080174	-1.426633404	-1.542807009	-1.104775136	-1.367683612	-1.648380837	0.87487168	1.614849256	0.751365252	1.136594352	0.327733042	1.001017361	0.33550768	0.360562044
ENSMUSG00000022220	Adcy4	0.081037422	-0.70585346	-0.24893252	-0.471277896	-0.276288122	-1.583297412	-0.741236211	-2.190334546	-0.935912017	0.015164653	0.498115778	0.67610661	0.325998868	1.170414958	0.566001812	1.159551589	1.427158945	1.233581547
ENSMUSG00000022221	Ripk3	-0.388899152	-0.696179879	-0.361656732	0.025131445	-0.882340922	-0.309420692	-0.730435847	-1.379201301	-1.050705297	-1.38085929	1.521315979	1.332785771	1.235400345	1.615529565	-0.508195152	0.87242724	0.346812087	0.738491832
ENSMUSG00000022246	Rai14	-0.970496436	-0.645173918	-0.643496724	-0.448375935	-0.770320551	-0.622713411	-1.179503535	-1.299748966	-1.049143662	-0.53491175	0.966222226	1.458384377	1.283677519	1.36034784	0.243084231	1.153500718	0.543598273	1.155069704
ENSMUSG00000022265	Ank	0.280417923	-0.150337844	0.029550269	-0.266913466	-0.329762403	-0.674486646	-1.209482338	-1.535193702	-1.321026323	-1.461000471	1.414388159	1.781428221	0.80204589	0.928795752	0.476823321	1.030848602	-0.433283491	0.637188547
ENSMUSG00000022272	Myo10	-0.627803085	-1.374857073	-1.08189821	-0.740705548	-0.599517449	-1.008113419	-0.955637716	-0.805742116	-0.362799269	0.13782834	1.272008894	1.943575395	0.906704573	1.036847551	-0.285965223	1.346707444	0.585723451	0.613643461
ENSMUSG00000022351	Sqle	-0.559606955	-0.42857172	-0.486808633	-0.548724838	-0.557580728	-0.622120573	-1.05089855	-1.747170447	-0.725235215	-0.567686128	1.633912597	1.890063984	1.083055719	0.775564733	0.130371478	1.42380218	-0.083143187	0.440776283
ENSMUSG00000022358	Fbxo32	-0.680354442	-0.424572835	0.746710861	-1.095836949	0.53692521	-1.561154851	-0.713640929	-0.758000732	-0.902399076	-1.620476142	-0.187978785	0.609182831	0.383687324	1.234294937	0.617193963	1.361336659	1.118478185	1.336604772
ENSMUSG00000022389	Tef	-0.631288584	-0.696688294	0.13052093	-0.835345442	-0.827754747	-0.878706767	-0.565667897	-1.10427805	-1.695148288	-1.038379832	1.180749967	0.950363158	0.727610173	0.928690107	1.063295739	0.987914276	1.116674735	1.187438815
ENSMUSG00000022415	Syngr1	-0.358197768	-0.393338121	-0.28319913	-0.746329585	-0.690745382	-1.345167993	-0.704845084	-1.528710563	-1.314319503	-0.617643157	1.041786361	1.483034354	1.270276899	1.119427157	0.417311366	1.020070007	0.536953205	1.093636937
ENSMUSG00000022436	Sh3bp1	-0.138059537	-0.344195898	-0.960825857	-0.428149054	-1.21141702	-0.307237694	-0.696493949	-0.010989594	-1.156142246	-1.618444285	1.207897969	2.180169147	0.72280863	0.702242448	1.242745234	0.951199375	-0.250198883	0.115091214
ENSMUSG00000022463	Srebf2	-0.334953561	-0.233282034	-0.292333462	-0.098977452	-0.285278764	0.195377658	-0.403100707	-1.111256074	-1.508334055	-1.190902743	1.955954712	2.094125047	1.067256221	0.095015574	-0.46002274	1.279587803	-0.49430054	-0.274574884
ENSMUSG00000022474	Pmm1	-0.662463357	0.369998331	-0.332351558	-1.464706865	-0.611688254	0.584422024	-0.467570997	-0.829191102	-0.881903163	-2.308637913	1.199813505	0.871723891	0.460492368	1.039665545	0.628531864	0.998939821	1.234774575	0.170151284
ENSMUSG00000022526	Zfp251	-1.246661248	-0.507367039	-0.430781027	0.235891158	-0.438347411	0.208388576	0.128207196	-0.569111891	-1.366390604	-1.660634065	0.614516729	1.413805437	1.635635317	0.998091008	-1.199058655	1.227533617	0.09292403	0.863358872
ENSMUSG00000022564	Grina	-0.725407355	-0.828387369	-0.02255826	-0.185346071	-0.811556251	-1.172186726	-0.025903102	-0.686437968	-0.669495344	-1.538500008	1.856255999	1.944495111	-0.406276229	1.258923509	0.355323703	0.995130117	0.576593406	0.08533284
ENSMUSG00000022607	Ptk2	-0.954205355	-0.807195746	-0.207670262	-0.169949551	-0.366227453	-0.024587374	-1.941232708	-0.488451281	-0.132671517	-1.202491435	1.073806741	2.09944832	1.035039455	1.39552155	-0.030164486	0.793302347	-0.559706304	0.48743506
ENSMUSG00000022636	Alcam	-0.534762955	-0.740441664	-1.023271811	-0.992586502	-0.844037727	-0.932570343	-0.414747867	-0.747130209	-1.860510942	0.727920096	1.24068006	0.97185237	1.448324821	1.367330539	0.631640759	0.60136463	0.472648267	0.628298479
ENSMUSG00000022661	Cd200	0.067941653	-0.81182591	-0.336389444	-0.683673794	-0.339661882	-1.322771807	-0.884922487	-1.271768794	-1.183172115	-1.259320675	0.657863231	0.78268822	1.037120646	1.124004526	0.748820438	1.383183716	1.046684474	1.245200005
ENSMUSG00000022665	Ccdc80	0.027636476	-0.341149072	-0.354088979	-0.031286775	-0.315615267	-0.875104562	-1.406683548	-1.476848806	-1.288587615	-0.897609998	1.779346743	1.307750901	1.050627695	1.121030012	0.834282184	0.924547627	-0.516845971	0.458598953
ENSMUSG00000022667	Cd200r1	-0.73424489	-0.399902616	-0.721720664	-0.676534807	-1.094501499	-1.091058757	-1.289032055	-0.435898548	-0.538009845	-1.221125414	1.64174991	1.340778434	1.061769587	0.58433779	1.107475374	0.878679525	0.995793911	0.591444565
ENSMUSG00000022684	Bfar	-0.79008046	0.041572627	-0.682933875	0.273134361	-0.601609342	-0.643517459	-1.288688597	-0.375306856	0.056929874	-2.265684406	0.068394742	0.1428074	1.745456004	0.796841452	0.71153035	0.048453913	1.17238811	1.590312163
ENSMUSG00000022793	B4galt4	-0.202732349	-0.328152414	-0.509942996	-0.928399153	-1.136313915	-0.523805613	-0.350814485	-1.290954615	-1.667301835	0.749575396	0.75652542	1.384080317	0.571097556	0.361886345	-0.363289906	1.493881451	1.928826538	0.055834258
ENSMUSG00000022816	Fstl1	-0.695414111	-1.466620367	-1.245551539	-0.935861627	-0.694746366	-0.785055399	-0.706100528	-0.269645229	-0.572308195	-0.367634416	-0.119280528	0.988402167	1.228520176	1.15001578	0.335710442	1.280809099	1.217195256	1.657565387
ENSMUSG00000022817	Itgb5	-0.455365829	-0.017652345	-1.015046297	-0.330893042	-1.045606806	0.243409009	-0.39448312	-0.640202161	-0.690580581	-1.686416208	1.140879328	2.279178344	0.941988922	0.547425237	-0.971565558	1.28218024	0.48421453	0.328536338
ENSMUSG00000022848	Dirc2	-0.929543399	-0.001433157	-0.825692806	-0.554480483	-0.580539745	-0.082421572	-0.067209623	-0.974414169	-0.975313175	-1.911128729	1.398587823	1.348317008	0.9549957	0.921227372	-0.635388945	1.519440109	0.585358167	0.809639625
ENSMUSG00000022901	Cd86	-0.62831277	0.380085344	-1.012922502	-1.166854091	-0.748558024	-1.17785777	0.258337898	0.611954332	-2.11506996	0.16764502	1.062323887	0.732452184	1.778045365	1.36792909	0.441055464	-0.347178367	0.411917761	-0.014992861
ENSMUSG00000022946	Dop1b	-1.377195428	-0.506397104	-0.725235141	-1.290878226	-0.955575656	0.342626211	-0.099561557	-1.327850318	-1.163482929	0.688994238	0.018421796	1.23205765	0.602055948	-0.093617169	1.116342388	1.571168874	0.493427761	1.474698662
ENSMUSG00000022965	Ifngr2	-0.797872931	-0.741838228	-0.401919346	-0.846920799	-0.647235571	-1.653001256	-1.239418368	-0.595123416	-0.508066562	-0.426453433	0.86778543	0.417666891	1.19210543	1.284232528	1.945559653	0.57053759	0.571019953	1.008942437
ENSMUSG00000022969	Il10rb	-1.62630832	0.153164743	-1.331994605	-0.10723748	-1.04397123	-0.003112093	-0.830211296	-0.384002735	0.029942098	-1.941215533	0.571675198	1.266501663	0.856902926	0.549703214	0.718399649	1.305255538	0.989516235	0.826992029
ENSMUSG00000023030	Slc11a2	-0.583035331	0.336658221	-0.621878493	-0.755491158	-0.69662519	-0.956474227	-0.748455795	-1.092562366	-0.743247478	-1.465869019	1.273593603	1.820845552	1.104006344	0.347887126	-0.020200895	1.551464126	0.258134701	0.991250278
ENSMUSG00000023048	Prr13	-0.810465818	-0.972203243	-1.081182604	-0.945082563	-1.47666825	-0.067665147	-0.084683263	-0.093027587	-0.246621763	-1.141745066	1.242915894	1.865897562	0.166439094	-0.180471794	0.655241389	1.718953834	1.077219567	0.373149758
ENSMUSG00000023259	Slc26a6	0.187837202	-0.043210039	-0.920905739	-0.564521843	-0.313043893	0.209750602	-0.526032268	-0.119937093	-0.893895047	-2.484449378	1.540323445	1.125389353	0.530627259	1.186726927	0.142454785	1.472727123	-0.870274304	0.340432907
ENSMUSG00000023349	Clec4n	-0.202483405	-0.948663403	-0.544601402	-1.453836359	-1.393774408	-0.620851895	-0.457719805	0.227619886	-0.091244196	-0.963215895	2.303817517	1.432538794	0.649508937	0.76092934	1.094346841	0.573355705	-0.47397059	0.108244338
ENSMUSG00000023353	Agap3	-0.45466107	-0.418579647	-1.041711637	0.059887738	0.001032044	-0.343345024	0.277973417	-1.109883969	-2.146772292	-0.883602021	2.311335262	1.330021916	0.984216448	0.437003266	0.214443973	0.073416762	0.090810063	0.61841477
ENSMUSG00000023460	Rab12	-0.998484458	-0.682660828	-0.616109402	-0.557554904	-0.768708296	-1.735357285	-1.11875007	-0.843261991	-0.377078198	0.445004405	0.611687997	0.780093172	0.160306369	0.438605057	1.852148883	1.627542777	0.701108296	1.081468476
ENSMUSG00000023473	Celsr3	-0.069605635	0.111278307	-0.50484733	-0.548719668	-0.296607842	-1.055986676	-0.451426228	-1.882714352	-1.763177265	0.371585632	0.484648656	1.610132289	-0.196051125	0.914596343	0.275379601	1.976734503	0.418259559	0.60652123
ENSMUSG00000023830	Igf2r	-0.754684992	-0.475572333	-0.782625712	-0.87420363	-0.597416025	-1.120522677	-1.041804797	-0.920823086	-1.290432001	-0.467511098	1.205698649	1.57089146	1.224603211	1.194247572	0.702827613	0.957680946	0.562086895	0.907560004
ENSMUSG00000023832	Acat2	-0.333138535	-0.494432604	0.125805873	-1.467078158	-0.8887795	0.300579965	-1.192658553	-0.788900995	0.262078231	-1.269739535	1.718561196	1.404416988	1.286474208	-0.502272687	-0.008854091	1.655446486	0.469185715	-0.276694004
ENSMUSG00000023861	Mpc1	-0.819737342	-0.248620863	-0.842957553	-0.905088651	-1.184443493	-1.307790551	-1.220887517	-0.068807992	1.261025616	-0.729722687	0.439966663	0.533025547	1.492959652	1.813712221	0.210128379	-0.283978246	1.206490837	0.654725979
ENSMUSG00000023913	Pla2g7	-0.45419679	-0.458753116	-0.637174686	-0.505943923	-0.651413927	-1.54223357	-0.836480018	-0.916499745	-0.491965352	-1.477630615	1.305976576	1.621397772	1.275953467	0.948017061	0.252835602	0.996049887	0.773109191	0.798952186
ENSMUSG00000023915	Tnfrsf21	0.147674733	-0.141832885	-0.142404024	-0.392516482	-0.207289494	-1.538024743	-0.195910573	-1.605112437	-0.858438509	-0.877171069	2.521153113	1.659873846	0.425786501	0.113356493	0.526146777	0.432791381	-0.421764534	0.553681905
ENSMUSG00000023961	Enpp4	-0.629673594	-0.131059654	-0.451094664	-0.420899602	-0.471759892	-1.604692774	-1.067851305	-0.303356162	-0.773582869	-0.928028614	0.195263629	-0.321362283	0.155816122	0.664208534	1.148341377	1.052324826	2.195895288	1.691511637
ENSMUSG00000023990	Tfeb	-0.313487903	-0.449297324	-1.130571391	-0.092582803	-0.94288047	0.162599561	-0.253124899	-1.175916794	0.080952596	-1.641755594	1.440001113	2.307220618	0.179902566	0.465967481	0.445780762	1.50623552	-0.119090706	-0.469952333
ENSMUSG00000023992	Trem2	-0.723307927	-0.467716902	-0.710945061	-0.906980151	-1.040636166	-0.746901575	-0.369135303	-0.504293282	-0.617080095	-1.322087408	1.240242687	2.146024333	1.285544633	0.975363411	-0.376932976	1.163057974	0.32740974	0.648374068
ENSMUSG00000024053	Emilin2	0.302125493	-0.712814365	-0.761716502	0.622256253	0.211263231	-0.171702553	-0.776654787	-0.353806179	-0.587681968	-0.547748265	2.384463748	1.643383218	1.26659488	0.637844558	-1.052020802	-0.146308452	-1.500188793	-0.457288714
ENSMUSG00000024066	Xdh	-0.934479698	-0.501551995	-0.951039659	-1.083661782	-0.670043523	-1.018184236	-0.455599646	-0.452852487	-1.173602854	-0.711663546	0.957338625	1.792065299	0.573864432	0.199605735	0.527836591	1.576286771	1.320056719	1.005625255
ENSMUSG00000024121	Atp6v0c	-0.835088408	-0.661525116	-1.042856776	-1.339317778	-1.398886724	0.370381229	-0.345566631	-1.094447815	0.639377592	-1.139031656	1.224648483	1.987649094	0.544633516	0.700043499	0.590426732	0.710726695	0.242358521	0.846475544
ENSMUSG00000024130	Abca3	-0.445326093	0.247199171	-0.431601337	-0.236748964	-0.340908508	-0.062929084	-0.703801114	-1.074004515	-1.738272697	-1.015631773	2.671734245	1.71869944	0.333440865	0.341453747	-0.068281318	-0.000187703	0.285378164	0.519787474
ENSMUSG00000024140	Epas1	-1.357489965	-0.502717621	-1.108082183	-1.151402942	-0.975894337	-0.954968228	-0.220501708	-0.85566213	0.006212106	-0.091006873	-0.044484909	1.663167751	0.617310098	0.760240479	0.175942112	1.906683457	0.944183207	1.188471688
ENSMUSG00000024150	Mcfd2	-0.530281297	-0.444269243	-1.297479157	-1.007224116	-0.959951239	-0.254343176	-0.89914129	-0.000647932	0.384027467	-1.927646866	0.935207533	1.759315835	1.12706484	0.882922253	-0.200648846	1.100984831	0.610362563	0.72174784
ENSMUSG00000024164	C3	-0.940924109	-0.437073732	-0.816404411	-0.651249176	-0.442292496	-0.755886098	-0.612262762	-0.159925027	-1.102021163	-0.660339251	2.434050944	1.060239951	-0.184142033	-0.122414226	1.918365258	0.464391006	1.010772541	-0.002885216
ENSMUSG00000024187	Fam234a	-0.62493307	-0.507604041	-1.023670303	-1.109316185	-1.72568164	-0.185171185	-0.066847292	-0.675771762	-0.600878969	-1.337998218	1.344757908	1.412004331	0.529234243	0.826926551	1.067986255	0.706850921	1.210540531	0.759571923
ENSMUSG00000024190	Dusp1	-0.180687934	-0.189186155	-0.157999306	0.377391765	-0.005171363	-1.750656385	-1.167783378	-1.030729806	-1.627623416	-0.858095452	0.911759354	0.243111984	1.383754096	1.58014591	0.298509908	-0.038112756	0.947495184	1.263877748
ENSMUSG00000024270	Slc39a6	-0.100238178	-0.63497294	0.40979012	-1.315742299	-0.339996111	-0.367526874	-0.21986773	-0.20659684	-2.053937161	-1.485963313	1.230375951	1.668744452	0.849695941	0.465313329	-0.433765357	0.735256238	1.308647709	0.490783062
ENSMUSG00000024277	Mapre2	-0.053201965	0.08422714	-0.619859597	0.021782245	-1.057004643	-0.646910412	-1.09718317	-1.102794067	-1.37036713	-1.186904574	1.944456585	1.305577646	0.888578372	1.243425708	0.824603772	-0.363648621	0.709438793	0.475783919
ENSMUSG00000024308	Tapbp	-0.25277078	-0.162310387	-0.702152798	-0.488346066	-1.01077316	-0.306208516	-0.168902635	-1.038766098	-0.403509073	-1.510298909	2.576862275	1.81408867	-0.198509452	0.239003383	-0.039102513	1.153595384	0.131957711	0.366142965
ENSMUSG00000024330	Col11a2	-0.874008578	-0.128904838	-0.584128077	-1.038281063	-0.441761476	-0.39885883	-0.526044066	-1.119757536	-0.614098443	-1.201362985	0.114713401	1.589310108	1.300296559	0.797444784	-0.613372945	2.075783087	0.547476899	1.115554
ENSMUSG00000024349	Tmem173	-0.294647169	-0.683987898	-0.86381673	-0.369652432	-1.271344223	0.961324627	-0.067415586	-1.225158065	-0.337876194	-1.620266984	2.135410866	1.40460854	0.738136352	0.409411101	0.580056857	0.976586325	0.019686415	-0.491055801
ENSMUSG00000024378	Stard4	-0.406099541	0.026202852	-0.42922833	-0.524328456	-0.51931709	0.002082426	-0.676303509	-0.428987357	-1.975252965	-0.458546736	1.598741981	1.791039321	1.172750014	0.298800229	-0.01029661	1.781940532	-0.917934019	-0.325262741
ENSMUSG00000024381	Bin1	-0.585356712	-0.458024283	-0.804096308	-0.592725443	-0.260224253	-0.232200566	-0.791463458	-0.820583042	-1.234371929	-1.887716523	1.365494816	1.43216292	1.334000546	1.128454403	0.300885428	0.379479666	0.511059536	1.215225204
ENSMUSG00000024480	Ap3s1	-0.985270219	-0.307331897	-0.757395688	-1.000251325	-2.218713061	-0.090869298	-1.215214269	0.041352891	0.273922268	-0.603954721	0.401670542	0.363556223	1.016840303	1.128181197	1.465640703	1.303417362	1.018091146	0.166327843
ENSMUSG00000024529	Lox	-0.556103974	-0.48069775	-1.380769534	-1.009931445	0.016081543	0.148639623	-1.380769534	-0.858472878	0.034989937	-0.31108615	0.84601642	1.450177223	1.672234863	1.847734351	-0.423480639	0.963396594	-0.771475026	0.193516378
ENSMUSG00000024576	Csnk1a1	-1.115160068	-0.309374241	-1.039488669	-1.002523835	-1.09480183	-1.136631568	-1.379620504	-0.760428825	0.547501864	-0.374960662	0.995800948	1.327876249	1.133254481	1.327983054	0.782442536	1.051910147	0.306391727	0.739829196
ENSMUSG00000024589	Nedd4l	-0.549024277	-1.590288284	-0.575611696	-0.522880192	-0.265771581	-0.399774348	-1.246772243	-1.081693965	-1.263791101	-0.121985534	0.899188041	1.766269623	1.483379119	0.991279408	0.149235916	0.811285658	0.591910987	0.925044469
ENSMUSG00000024613	Tcof1	-1.694035532	-1.221055698	-1.102891857	-0.119652384	-0.414988364	-0.609741356	-0.615505748	-1.308940243	-0.281866539	0.661818041	1.557589414	1.266340068	1.507590402	0.481322141	0.828677012	1.016289864	0.024077691	0.024973089
ENSMUSG00000024621	Csf1r	-0.432999752	-0.312611893	-0.556317948	-0.213125543	-0.509712368	-0.620823752	-1.204020883	-0.838759044	-1.209193537	-1.353483833	2.124288126	1.840096329	0.768292536	0.810834265	0.710878895	0.722588136	-0.03040691	0.304477175
ENSMUSG00000024654	Asrgl1	-0.607065905	0.146407978	-0.244360553	-0.688015665	-1.163547203	-1.07990442	-0.471327268	-1.013050971	0.546237422	-1.040643557	-0.311581654	-0.020416092	-0.63802895	0.561427419	0.885200008	1.622957294	2.262692418	1.253019699
ENSMUSG00000024661	Fth1	-1.276138693	-0.9908898	-1.354942927	-0.911960818	-1.428477839	-0.458909686	-0.763458339	-0.748727792	0.652928382	-0.38689812	0.768260607	1.208525521	0.953849995	1.171535426	1.189464609	1.076375966	0.63166769	0.667795819
ENSMUSG00000024665	Fads2	-0.837713993	-0.301288041	-0.158689126	-0.100232633	-0.612460744	0.0375316	-0.673745802	-1.856089032	-1.856089032	-0.876324618	0.774564174	1.464116978	1.124279869	0.365494822	0.515687801	1.397876874	0.960212421	0.632868482
ENSMUSG00000024672	Ms4a7	-0.682803159	0.052715698	0.113778189	-0.567512464	-0.709399893	-1.829708446	-0.799131744	-0.439688186	-0.124499779	-1.076056926	1.655708103	1.532484544	1.754063892	1.092030316	-0.277529702	-0.561057589	0.106878236	0.759728911
ENSMUSG00000024679	Ms4a6d	-0.528914463	-0.7896455	-0.464395801	-0.440083496	-1.678509759	-1.17139695	-1.617243301	-0.094046637	0.568324415	-1.118958529	0.503956767	0.948053961	1.034953201	0.959964006	0.822314896	1.053809194	1.419772518	0.592045477
ENSMUSG00000024687	Osbp	-0.667965005	0.43914701	-1.367274251	-0.381554716	-0.548955952	-1.293123668	-1.394274156	-1.501971663	-0.760259315	0.173853585	1.08287389	1.334528015	1.115092544	0.865241283	0.669731873	0.1649645	1.018501269	1.051444757
ENSMUSG00000024781	Lipa	-0.214544792	0.403852642	-0.417797579	-0.405960029	-1.130678274	-0.965412559	-1.512249786	-1.196601994	-0.945172678	-1.069727372	0.496788125	1.473990279	0.603218914	0.58529376	0.456083385	1.648602602	1.225744348	0.964571007
